token_id,token
236851,в
236876,у
237146,В
111678, Sociedad
226139, Chiến
3086,за
4450,ной
126841, Trường
473,�
45547, Employees
28419, Employee
69624, Nguyễn
111016, والإ
244758,᾽
22357,ском
244253,ㄷ
3116, об
90184, Bronx
140388, Тру
145653, Yıld
240118,ቁ
243345,輛
75118,`:
76242, Assurance
44972, छोटी
185530, SKSpriteNode
236817,и
3122, В
236801,о
237271,М
204437, Фила
98069,੍ਹ
193436,вающей
215700, Ró
56814, Worker
223969,Фі
183984, Фі
11163,گر
78047,Employees
41178, Có
20083,ეს
145524, удар
28244,iş
145836, Nhân
238749,당
187835, ₽
107856, Гру
237842,과
39860, Об
237069,י
238870,Ó
3049,чи
253379,먀
231873, Ար
93476, Chevy
145903, Jungkook
7246,으로
221327,Embarked
19629,За
49668,вид
5918, तर
39901,ემ
79172, गाड़ी
228204, Héctor
4097, А
94792, Υ
84037, Né
95760,ืม
22416,ীরা
72569,ทร
242901,ኃ
18931, Ар
181609, ঝাঁপ
188167,czek
228088, Alvarado
20735,Employee
165584, Prz
24317,వి
106704, Przy
54574,เมื่อ
72506, Azerbaijan
237228,А
26092,라는
27493,्रो
253640,𝐕
5967,ूर
170661, Świę
4556, Park
469,�
152839, Escobar
193490, Paly
60671, Warsaw
225353, Неза
244105,Դ
139530, எதிராக
111213, Полу
218456, друже
68692," $"""
17855, То
180649, Elabor
