token_id,token
1333, на
1994, не
909, в
744, ا
2042, за
4800, это
4178, да
937, с
6388, все
19338, того
18208, Не
2994, при
5793, على
669, The
1563, د
1311, по
3933, те
8796, На
12755, За
6991, У
3429, во
4683, ви
3170, في
799, In
5951, مع
15272, без
6815, как
2154, On
3099, ي
3277, то
3116, об
237227,这
7269, По
53991, той
1696, इस
2272, ر
818,The
3256, من
5752, И
60962, біль
15745, При
496, a
5007, раз
30478, Как
4455, THE
16980, Про
580, on
4564, де
1529, з
3691, ре
528, in
33180, нам
3268, خ
18204, очень
18137,いい
1754, у
1104, о
33311, показа
9210,ใน
6906, بال
1286, Un
20206, сред
57863, тот
1549, ت
237070,不
20708, этого
8014, ш
177796, НЕ
237075,在
237745,這
34015, значи
1943, а
49067, реали
2343, All
3242, यह
53793, нео
2531, ش
11956, пу
1819, ف
202852, esattamente
1079, и
2990, от
28106, сегодня
2981, That
3855, я
12646, це
1174, This
1469, б
4958, ста
56416, почти
1030, It
11751, мы
59052, мало
5531, па
15641, Ш
45617, этих
12163, пла
59712, запа
1817, ن
46657, Раз
