token_id,token
27430, kwa
77825, kwenye
50516, katika
1985, una
135680, ambayo
162790, lakini
17334, uso
164253,ikuwa
204379, baada
123179, yake
79029,weza
80868, kuwa
228683, pamoja
114179, wakati
33324, tego
153539, Kenyans
7840, în
128865, kutoka
158144, và
22322, Una
235011, umet
24350, të
9210,ใน
8693, hai
55310, Tanzania
27449, فى
109660, sano
95000, kwal
27418, Kenya
15956, nella
210158, huu
157825, của
229118, sababu
189280, hivyo
100524, programu
10115, ku
210447, chini
173425, ugu
99490, Kenyan
69628, Nairobi
90788, moja
214854, nyingi
10367, tiene
136930, hiyo
229390, kuhusu
42241, הת
100948, Kwa
18781, המ
213746, mwaka
207323, kawaida
105190, kuna
21369, נ
219250, kubwa
225782, njia
38619, במ
214733, ndani
8374, trong
179651, yako
36629, noi
76086, kama
108008, dispone
24919, oso
43995, haya
112995,kaw
45578, Uganda
82088, kuf
6954, ש
66884, Wak
137926, watu
86034, הנ
34151, Ug
7743, गु
47960, dati
5572, za
47952, sana
77125, Zambia
55692,ในการ
13183, כ
180365, pesa
26612, הא
23517, ת
52714, kung
5881, ב
173334, supera
95225, milioni
52863, În
46534,ianza
164241,amano
19766, tienen
203681, uye
64582, siete
13338, să
24498, usar
51259, gusto
34497, tej
6543, מ
198173, Kuna
20217, ח
150244, karoti
70739, iyo
