token_id,token
3170, في
3506, أ
2927, الم
5951, مع
3099, ي
3552, ك
995, م
3256, من
22972, لم
2531, ش
3268, خ
28112, سي
2211, ج
1549, ت
1819, ف
1727, ل
30829, وق
6625, إ
2272, ر
1817, ن
17784, كل
52007, بشكل
5617, الت
20175, هذه
12521, لا
3417, ق
93722, مجموعة
4898, ط
28698, أي
23943, وم
3098, ح
1656, س
26251, وع
27479, وأ
10697, أن
62001, أكثر
13232, تم
14091, إلى
26889, الذي
9399, غ
8611, لل
5793, على
59334, بأ
1100, ب
14410, يع
38284, بم
744, ا
13292, ث
28420, للم
18274, التي
8030, وا
37398, مثل
37496, يمكن
8685, مح
49971, وك
38239, يت
43487, لت
24920, تش
27760, وب
39837, إن
19198, مد
5178, ص
52906, يح
19004, وس
52346, لأ
7469, الأ
85902, لإ
50819, جميع
2428, ه
11950, مس
10147, الق
44565, تت
71505, رئيس
17355, هذا
19065, وت
33695, غير
9475, الج
3492, آ
1821, ع
6817, ما
51945, يتم
32388, وي
6906, بال
48228, بط
40594, أم
47759, كم
30487, ذلك
17682, بد
73527, يش
19561, وج
21710, أو
55211, أع
12542, الد
36147, حتى
1563, د
8031, الح
50906, ين
11885, تع
11812, الب
41902, كما
