token_id,token
237221,（
236900,，
237184,：
15578,其他
237996,；
465,�
237392,对
5157,可以
237893,做
17474, （
237614,很
237424,后
107559, 其他
237800,或
237900,从
237152,上
52833,此外
237982,两
237733,应
236924,。
238536,连
12204,——
238403,對
237193,可
237298,时
19489,或者
237238,到
237206,和
27221, ，
239199,兩
240802,屬
237009,一
237208,要
238607,优
237349,也
237256,方
238786,黑
237245,下
237679,经
237670,还
236918,的
237075,在
238163,投
237354,！
40923,也可以
77678, 图
237658,与
238693,與
237839,长
48574, ：
238517,跟
237103,中
237787,只
237433,如
237849,无
85761, ①
237070,不
239290,從
237428,发
237977,各
17375,以及
237230,能
8939,没有
238912,听
240366,①
237604,【
237284,作
238052,每
237295,自
237467,表
28639,得到
238834,當
237736,向
240319,聽
237162,以
10937,进行
237562,现
238097,处
238237,传
238250,调
33268,首先
237852,由
37531,另外
237536,？
239541,－
237214,）
239387,圖
237242,为
237607,实
238107,收
161593, －
54287, Compared
238336,总
239079,將
237089,了
21440,是否
236743, 
21569,之后
237650,比
185337,：（
