token_id,token
3099, ي
2927, الم
995, م
3552, ك
11885, تع
9602, الن
2531, ش
1819, ف
11812, الب
3256, من
1100, ب
1821, ع
9645, الف
5981, است
5951, مع
54107, وف
22972, لم
26836, تب
11159, الش
30487, ذلك
1727, ل
8685, مح
6833, الع
8031, الح
10147, الق
20175, هذه
33695, غير
9475, الج
64154, وضع
1549, ت
3506, أ
7897, تو
67330, يُ
20689, ات
19561, وج
4898, ط
24989, تج
4938,ير
42795, لح
7389, الس
28623, عم
13535, الخ
40245, تس
3400,ين
9202, عن
6817, ما
3098, ح
11420, الك
18274, التي
744, ا
28008, بح
5617, الت
1656, س
15756, كان
13178, مت
10697, أن
24548, تص
26136, مست
7469, الأ
38285,عم
50906, ين
19198, مد
24920, تش
118993, أثناء
41017, البر
15675, بي
75019, يجب
83816, مقابل
12876, بعد
236989,ح
30840, وح
3170, في
22999, المت
39837, إن
18311, بت
12611, ام
19065, وت
21133, نم
5306, ز
17355, هذا
8892,يل
27622, مص
25688, المح
237772,ِ
237049,ة
28698, أي
21710, أو
35960, مؤ
1212, و
4712, وال
76693, يس
2211, ج
23440, تن
6625, إ
26790, بعض
36979, مب
40594, أم
28112, سي
12542, الد
237025,ز
