token_id,token
465,�
239541,－
237075,在
237221,（
237191,出
237403,所
27151,具有
237009,一
236900,，
236743, 
237105,用
237184,：
237581,那
237237,分
238167,便
237945,像
13595, 一
237070,不
237162,以
1331, people
252504,
12204,——
237539,其
238189,修
237853,并
237208,要
238941,．
241694,［
19729, 在
237650,比
237227,这
239420,／
237588,意
236918,的
237261,本
237877,已
16846,──
237278,就
238046,列
237369,小
238069,─
238010,它
237110,大
237996,；
152465,－－
240623,＝
23041,因此
237206,和
237736,向
237307,地
23956,这一
237681,制
21445, 本
237193,可
238602,您
238644,州
237520,等
237078,有
237439,得
237086,人
240826,ｍ
236840,[
237432,同
49568, 这
237800,或
237664,起
240710,＊
237674,保
21297, ​​
238070,至
237893,做
238398,介
237903,空
244367,ｈ
35042, 出
238251,英
36134, 用
237354,！
237596,相
23253, 人
237759,被
237531,主
248877,＇
237722,基
17474, （
238916,突
237521,而
238474,准
18303,一些
237089,了
237745,這
75856,這一
31785,出了
237787,只
238087,布
237245,下
239400,占
237646,因
10363, 的
161593, －
