token_id,token
1333, на
19338, того
9210,ใน
909, в
60962, біль
237984,우
33324, tego
33180, нам
3170, في
11751, мы
53747, рам
84424, toho
9679, он
3429, во
237077,이
4683, ви
237353,フ
21590,เข
10178,ของ
20708, этого
1696, इस
20903, 알
237452,พ
237672,게
52863, În
57863, тот
37781,เรา
5531, па
1994, не
21923, як
149993, ол
237046,อ
32195,เร
238400,ザ
5793, على
4800, это
59766, наш
7840, în
238118,ハ
4178, да
65397,บน
133854, наше
13125,我們
28106, сегодня
6815, как
21456, том
67987, Estos
8796, На
2223, அ
30478, Как
18282, 스
237656,ウ
206741, väč
237418,ロ
136029, како
2154, On
34015, значи
3277, то
6991, У
22193, им
7276, อ
8014, ш
15956, nella
8374, trong
91431, paquete
799, In
31214, 게
237084,ス
3933, те
169047, реклам
16421, ха
237062,เ
94284, сьогодні
137854, protocolo
41353, реб
5649, ва
45617, этих
17036, 우
5815, 그
125275, Nuestra
18771, они
2343, All
1311, по
1754, у
16136, которые
196073, автоном
237075,在
236817,и
237118,イ
167104, платы
97064, reconocimiento
18204, очень
130571, във
937, с
61793, Estas
167727, spoloč
237745,這
56630, пои
43883,हरू
78388, Primero
