token_id,token
5951, مع
744, ا
3099, ي
1563, د
2272, ر
13836,На
12521, لا
8611, لل
6906, بال
2531, ش
26450,Не
1819, ف
3268, خ
5981, است
3552, ك
5793, على
1333, на
8796, На
3170, في
18208, Не
177796, НЕ
1549, ت
12755, За
3256, من
1817, ن
1727, ل
237745,這
1100, ب
11199,По
1994, не
30478, Как
98711, НА
56461,Это
50906, ين
8030, وا
15745, При
12876, بعد
237533,У
7269, По
6991, У
30944, ول
19629,За
22438,Ко
16980, Про
64576, مُ
37858,Ви
17784, كل
108623, 這
17855, То
237363,И
38239, يت
44565, تت
1656, س
21359, До
2211, ج
21545,При
5752, И
67330, يُ
24026,Про
36007,От
237227,这
3098, ح
13636, اب
7276, อ
53952,То
19729, 在
2332, پ
30787,Ма
30840, وح
66981,Раз
2927, الم
26483,Ка
237508,َ
5306, ز
995, م
28420, للم
4712, وال
5178, ص
36088,Но
23474, ย
22972, لم
3506, أ
909, в
2994, при
14410, يع
4683, ви
34913, ولا
4800, это
52906, يح
32388, وي
22835, Ви
4898, ط
41273,Те
14046, Ма
3461,لا
25979, اد
20883, 不
40407,Как
937, с
29831, ست
