token_id,token
3099, ي
45703, それ
211098, semasa
50255, pemer
36568, ご
161736, ruangan
171881, umur
135490, pemas
80868, kuwa
176736, powodu
74415, bidang
31984, さ
224272, penampilan
63688, gadgets
92955, ແລະ
209579, spowod
228700, これらの
144509,についての
222321, ストレ
67764, lanjut
159106, kwamba
18796, การ
18274, التي
21197, telah
128085, Jumat
17334, uso
50173, mencion
131851, peran
73679, gadget
27777, この
59327, ເ
48957, usando
57987, mempunyai
118306, menulis
80486, ليس
12890, memb
26836, تب
19366, που
103467, sebagian
129991, tipe
199793, utak
95624, terutama
24957, instal
98187, macho
237840,ນ
15756, كان
236873,م
101241, penggunaan
4462, este
128865, kutoka
31849, ilust
169893, menyel
161699,コンピュー
30798,ການ
6662, ی
43995, haya
12873, juga
96572, usaha
137926, watu
46179,または
235644, ambao
29030, هن
20119, sudah
150394, situasi
3256, من
73702, metode
71021,ໍາ
129444, analisis
222868, posibil
109443, ການ
176910, または
174277, peralatan
149880, memakai
170005,度が
119926, usada
205612, えっと
91167, ジ
6743, dari
142596, pakaian
72093, podczas
238720,ສ
60181, solamente
8986, pada
163478, حمله
103138, bahas
139854, deras
9063, itu
38589, tetapi
25954, semua
17949, hace
77409, Rusia
138417, saluran
136789, hindrance
77665, shin
83194, ทาง
183732,にし
26858, incons
123432, keny
23592, memiliki
74692, pemerintah
