token_id,token
236928,í
237356,ś
238177,ū
66044, Pérez
578, =
187835, ₽
473,�
93931, Rö
156969, ਇੱਕ
17364,ización
870, [
237993,ī
46159, Pokémon
236916,ó
236743, 
3049,чи
236876,у
50790,မှာ
191095,īg
28537, Ré
237642,É
23650,éro
3133,And
238870,Ó
236817,и
237146,В
14251,ière
478,�
111678, Sociedad
236962,і
38139,för
7726,에서
96404, Grü
48798, Sí
196681, XNUMX
215700, Ró
118061, Michał
11222, आर
88449,Sí
94271,കോ
74943, Fernández
151109, Vázquez
4793,är
623," """
86820, impactful
240475,ጭ
4450,ной
221450, Wrocław
19542, Á
148545, Félix
44219,androidx
85342, transformative
909, в
75682, Martínez
237168,ñ
111016, والإ
236851,в
188167,czek
74340, നിന്ന്
41535,rés
1452, And
213535, பொருந்த
84618, olyan
47520, García
237842,과
7160,కు
73316,čné
69624, Nguyễn
237493,ò
97077, स्कू
182042,нік
109346, Ángel
237989,ရ
151365, Sebastián
223969,Фі
238999,Í
185530, SKSpriteNode
59969, إذا
237223,에
1390,...
237456,은
236808,а
111360, Př
84037, Né
142155,ölt
162544,úr
237448,ā
60671, Warsaw
144862, Beyoncé
25061,gesch
2042, за
138979, Schrödinger
106936,óch
25120, José
228204, Héctor
94792, Υ
122386, ज़ि
104765, César
168781,विद
78418, Já
