token_id,token
1333, на
1994, не
909, в
4800, это
5793, على
19338, того
744, ا
669, The
937, с
2042, за
4178, да
496, a
1696, इस
3170, في
6388, все
818,The
237227,这
580, on
6815, как
799, In
18137,いい
1311, по
2154, On
20708, этого
528, in
1286, Un
1563, د
237745,這
4683, ви
2994, при
8978,この
3256, من
4455, THE
6991, У
8796, На
3277, то
3099, ي
9210,ใน
2272, ر
5951, مع
60962, біль
506, the
15272, без
3429, во
2343, All
6906, بال
1174, This
3116, об
4238, auf
237070,不
18291, estas
15956, nella
42011,そんな
18850, эти
18208, Не
3933, те
57863, тот
53991, той
21923, як
902,In
1529, з
1608, à
1754, у
1985, una
238400,ザ
3691, ре
202852, esattamente
3242, यह
2990, от
33324, tego
4854, для
1030, It
13125,我們
11956, пу
237075,在
45617, этих
33180, нам
49067, реали
1943, а
7269, По
28106, сегодня
12755, За
18530, estos
2054, एक
1819, ف
24903, questa
6932,我们
236945,の
1817, ن
10178,ของ
1727, ل
4564, де
9966, tout
237000,に
1549, ت
13539, お
10752, alla
562, A
1104, о
2981, That
