token_id,token
237075,在
237206,和
237009,一
237162,以
237103,中
237078,有
236951,、
237716,将
237261,本
237105,用
237152,上
236900,，
237307,地
237759,被
237736,向
237658,与
237070,不
237579,明
236918,的
237300,他
237086,人
237208,要
237611,更
237238,到
236924,。
237221,（
237110,大
237191,出
237392,对
237852,由
237664,起
237531,主
237539,其
237193,可
237169,我
237236,行
25773,只有
237450,全
27151,具有
237390,高
237242,为
237945,像
237433,如
237413,都
237026,是
237383,最
237581,那
237561,当
237787,只
237227,这
237432,同
237309,多
237589,三
237640,美
237278,就
237365,新
237410,加
237295,自
237853,并
8854,可能
238134,四
238081,除
237403,所
237412,于
238014,近
238070,至
237439,得
9522,如果
237408,你
237349,也
237284,作
237424,后
237245,下
238087,布
18303,一些
237900,从
238663,波
237471,天
8939,没有
34775,正在
237369,小
237350,家
238502,拉
6932,我们
239718,托
237669,知
237662,金
238195,未
238166,反
237650,比
237866,海
237283,成
19697,以下
237364,文
238154,象
237877,已
10042,需要
237766,利
237532,果
237374,「
