token_id,token
1608, à
759, la
929, que
9966, tout
1559, é
853, des
569, de
4522, mais
2947, qui
2972, dé
3990, ré
2880, dans
9848, É
10427, très
3349, ou
1640, les
13404, mé
9298, comme
3229, au
8399, pré
10613, peut
696, en
12848, lui
14940, sous
236859,é
8416, cette
5817, sont
674, le
1008, et
2637, pour
6472, bien
4902, avec
11035, même
53692, deuxième
1009, est
3037, une
636, se
11391, quel
11924, té
22311, alors
49688, hé
28537, Ré
537, l
9708, deux
4154, entre
15751, où
27345, série
2083, si
13097, aussi
21987, puis
36602, Ét
4478, è
21532, quelques
23158, plusieurs
1270, sur
20957, forme
22865, trois
15300, qué
7139, sans
7840, în
19478, depuis
14129, elle
35562, Î
15994, avant
34362, côté
35369, lé
11004, leur
944, par
36133, lorsque
14172, gén
21045, peuvent
8790, peu
4742, vous
38499, pé
2789, «
17391, prend
28014, franc
20844, toute
24022, dés
690, qu
3244, là
2271, vers
12708, vie
1747, du
82091, Rés
46778, nécessaire
513, d
18036, ép
7653, nous
40164, quelque
9446, né
46430, cinq
104614, Hé
8206, sé
77087, faisant
48972, més
28581, À
59908, Té
60946, gouvernement
40132, français
