token_id,token
21387, mesmo
26029, pessoas
50173, mencion
14869, também
103749, especific
71183, nível
21935, há
49536, produtos
61258, maneira
13127, só
22812, área
7890, você
155016, níveis
79472, tamanho
170331, compartilh
112724, geralmente
42576, período
82770, versão
40766, código
42675, áreas
6118, não
87184, índice
73409, pesquisa
61532, enquanto
234051, critérios
80617, devido
31721, outros
98593, padrão
164059, atualmente
110924, animais
81846, mulheres
49637, água
39182, sendo
26797, então
217122, folhas
1559, é
61788, pontos
148588, veículos
141731, gás
65916, adicion
136474, comentários
87722, acima
49865, além
80022, automó
85098, situação
36202, produto
65210, possui
74424, abaixo
228727, abrang
48787, desse
220700, bloco
84152, somente
44652, livre
12336, número
12895, tipo
140492, extremamente
51402,ificação
68867, imagens
102087, usuários
125183, situações
196800, treinamento
174766, gerenci
44098, informações
119346, proteção
97619, estacion
88065, detalhes
15119, já
44203, precisa
55177, nesse
176701, pesquisas
137884, provavelmente
214076, códigos
100914, materiais
204636, maneiras
60839, dispositivos
66645, obrig
143264, variáveis
166893, essencial
34376, exemplo
23340, segundo
100797, distância
103983, membro
100747, matéria
225358, padrões
174334, daí
137343, propriedade
165260, dizendo
17728, isso
93716, itens
84946, condições
62179, equipe
74471, comum
161042, mencionado
62009, coisas
162881, câmera
77837, estabele
119681, membros
140401, procura
111775, funcionários
147233, moviment
