token_id,token
4694, uma
6118, não
4522, mais
7890, você
13504, são
929, que
9563, sua
28091, apenas
14078, pode
26029, pessoas
84152, somente
1839, por
569, de
22206, seus
6227, está
19431, até
67728, fazendo
37667, qualquer
9741, seu
15069, muito
3438, das
1983, um
14869, também
32751, três
28274, estão
26797, então
67839, várias
3105, como
25047, dois
5311, sobre
15525, pelo
1559, é
57537, vários
54411, neste
28720, primeiro
76087, quase
15225, quando
21387, mesmo
52487, tão
1776, da
13127, só
65210, possui
80617, devido
28315, suas
80934, reconhe
15119, já
18347, pela
64847, forne
41994, após
32099, podem
35952, depois
112724, geralmente
77837, estabele
35757, alguns
13694, bem
33514, maior
43628, outras
48787, desse
55571, têm
20071, realizar
23340, segundo
71806, contato
3349, ou
39182, sendo
636, se
61985, aproximadamente
2758,ção
19373, esse
17728, isso
32578, eles
48671, outra
46492, algumas
776, do
78040, afirma
143193, adot
11902, foi
59280, início
108762, praticamente
18249, nome
1784, na
17997, fazer
8753, ao
174858, oito
21398, assim
32785, às
22812, área
82829, questões
70007, nesta
42053, cidade
119346, proteção
61532, enquanto
87722, acima
40889, dessa
39968, diferente
51637, quatro
56934, deste
61788, pontos
25297, ainda
631, com
120035,não
