token_id,token
7830, French
1608, à
2637, pour
2972, dé
39645, Quebec
70114, Québec
38986, french
236859,é
7001, France
9848, É
3349, ou
1875,és
11781, rés
5854,ém
28537, Ré
674, le
696, en
1559, é
30485, Dé
4548,ès
116432, Université
1008, et
1640, les
853, des
60859, Lé
14172, gén
537, l
3990, ré
41535,rés
11460,ré
14940, sous
40045, Sé
36602, Ét
3190,ée
18036, ép
569, de
28014, franc
13404, mé
238527,ï
3619,ét
24022, dés
215379, Clément
16435,éc
17204, mét
123893, Parisian
3229, au
18334, après
3383,én
4580,ère
22672, contre
125118,ïd
723, un
568, (
181835, Tunisian
82706, Marseille
94578, Moroccan
8399, pré
15300, qué
14538, cotton
34483, Montreal
4382,ées
944, par
5009,ité
23751, Mé
124316, Château
184027, Algerian
66378,dé
61039, Belgian
115219, Montréal
107266, regroup
237642,É
23409,éo
84349, Mét
26926, éc
97186, Lebanese
42150,French
8863, thanks
154067, Mél
1270, sur
167901, Canadiens
94726, Algeria
759, la
32433,lé
66333, Luxembourg
23864, ligne
75195, eau
3037, une
2871, cou
7869,él
6355, ét
124091, Côte
105752, Monsieur
2789, «
15751, où
203911, Rivière
104614, Hé
13934, déc
9653,éri
156187, Fé
19932,été
