prompt,reference,generation_baseline,generation_function_vector,bleu_baseline,bleu_function_vector,chrf_baseline,chrf_function_vector
"Q: Pittman suggested that conditions wouldn't improve until sometime next week.
A:",皮特曼认为天气情况要到下周才能改善。, Pittman suggested that conditions wouldn't improve until sometime next week., Pittman suggested that conditions wouldn't improve until sometime next week.,0.0,0.0,0.0,0.0
"Q: Each of these nomadic rampages or marches lasts for approximately 17 days.
A:",这种游牧性的横冲直撞行为每次都会持续 17 天左右。, 17 days is approximately 17 days., 17 days.,1.18271569172795,0.13284616367443902,4.93218803552974,6.271548628070679
"Q: The different constructions have different capabilities, are sensitive to different wave-lengths and have differing degrees of acuity, also they require different processing to make sense of the input and different numbers to work optimally.
A:",不同的构造有不同的功能，对不同的波长敏感，且敏锐度不同。它们也需要不同的处理方式来理解输入，并需要不同数量的输入才能达到最佳效果。," The different constructions have different capabilities, are sensitive to different wave-lengths and have differing degrees of acuity, also they require different processing to make sense of the input and different numbers to work optimally.", 不同的建筑结构具有不同的功能，对不同的波长敏感，也需要不同的处理才能理解输入，也需要不同的数字才能工作得很好。,0.9668670750672484,30.541938084089786,0.0,35.550701873098745
"Q: The typhoon is estimated to be moving toward China at eleven kph.
A:",预计台风正以每小时十一公里的速度靠近中国。, The typhoon is estimated to be moving toward China at eleven kph., 颱風估計將在11公里/小時的速度向中國移動。,0.0,3.0272532566104675,0.0,8.256527127623613
"Q: Massa is due to be out for at least the rest of the 2009 season.
A:",马萨 (Massa) 至少在 2009 赛季的其余比赛中都不会出场。, Massa is expected to miss the rest of the 2009 season., 2009年，马萨将缺席至少整整的赛季。,1.2458232008504773,4.691879500143995,11.66577336457146,11.048689979549291
"Q: One of strong points of Charlotte, North Carolina, is that it has an abundance of high-quality options for families.
A:",北卡罗来纳州夏洛特市的优势之一在于它为家庭提供了许多高质量的选择。, 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21.," 1. The city is home to the University of North Carolina at Charlotte, which is a top-ranked university in the country.",0.0,0.0,0.0,0.0
"Q: This makes inexpensive zoom lenses hard to use in low-light conditions without a flash.
A:",这使得廉价的变焦镜头在没有闪光灯的情况下很难在弱光条件下使用。, This makes inexpensive zoom lenses hard to use in low-light conditions without a flash., 这使得低光条件下使用廉价的变焦镜头非常困难，而无需闪光灯。,0.0,41.95311940818068,0.0,30.520462287385786
"Q: Traditionally, the heir to the throne would go straight into the military after finishing school.
A:",传统上，王位继承人在完成学业后会直接入伍。," In the past, the heir to the throne would go straight into the military after finishing school.", 传统上，继承皇位的将领会直接进入军校学习。,1.727223799216787,19.209534151258666,0.0,16.17854159207543
"Q: A cell is the smallest structural and functional unit of a living (things) organism.
A:",细胞是各类生物体中最小的结构和功能单位。, 细胞是生物体最小的结构和功能单位。, A cell is the smallest structural and functional unit of a living organism.,53.22688107645667,0.0,51.836670987443554,0.0
"Q: Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries.
A:",主要研究人员表示，这可以让低收入国家/地区的患者尽早发现癌症、肺结核、艾滋病和疟疾。在这些国家/地区，乳腺癌等疾病的生存率可能仅为富裕国家的一半。, 癌症、结核病、艾滋病和疟疾的早期检测可能为低收入国家患者带来前所未有的机会，因为这些疾病的生存率在发达国家比在发展中国家低一半。, 科学家说，这项技术可以早期发现癌症、结核病、艾滋病和疟疾，在低收入国家，患者的生存率比富裕国家高。,19.676463269984605,19.747700211394445,20.41342204553779,20.264198570178326
"Q: Germany code-named the attack “Operation Sealion”. Most of the British Army's heavy weapons and supplies had been lost when it evacuated from Dunkirk, so the army was fairly weak.
A:",德国将此次袭击的代号定为“海狮行动”。英国军队从敦刻尔克撤退时失去了大部分重型武器和补给，元气大伤。, 德国称其攻击为“海狮行动”。英国军队的重武器和物资大部分被撤离德克瓦尔，所以军队很弱。, 德国称之为“Operation Sealion”的攻击。英国军队的重武器和物资大部分都损失了，所以军队是比较弱的。,23.294680183701814,6.204557629588696,24.386816616068266,11.610413223735637
"Q: These aren't very nimble so the trail has to take a long swerve around the Transantarctic Mountains to come onto the plateau.
A:",车子并不是很灵活，所以必须绕着横贯南极山脉，拐一个长长的的大弯才能来到高原。, These aren't very nimble so the trail has to take a long swerve around the Transantarctic Mountains to come onto the plateau., 这些不是很灵活的，所以路线必须绕过南极山脉，才能到达平原。,0.0,22.658176447638617,0.0,20.314207665433802
"Q: There are infinite variations possible, but this remains what most people mean when they talk of ""going to Disney World"".
A:",迪士尼的玩法有无数种，但对大多数人来说，“去迪士尼乐园”就是这个意思。, 迪士尼世界是世界上最著名的旅游景点之一，它位于美国亚特兰大州，是世界上最受欢迎的旅游景点之一。, 迪士尼世界是世界上最受欢迎的旅游目的地之一，它位于美国佛罗里达州奥兰多市，是世界上最受欢迎的旅游目的地之一。它位于美国佛罗里达州奥兰多市，是世界上最受欢迎的旅游目的地之一。,7.418182487612642,4.019132205490727,4.626239612238922,3.8217115690782064
"Q: A World's Fair (commonly called World Exposition, or simply Expo) is large international festival of arts and sciences.
A:",世界博览会（俗称万国博览会，简称世博）是一场展示艺术和科学的国际盛会。, 世界博览会是世界性的艺术和科学的盛会。, 世界博览会（通常称为世界博览会，或简称为世界博览会）是大型国际艺术和科学的节日。,11.273302724825557,26.74382948362266,20.683102471821122,27.184407704378415
"Q: To Check the victim, you must first survey the scene to ensure your safety.
A:",要检查受害者，你必须先勘察现场，确保自身的安全。," To check the victim, you must first survey the scene to ensure your safety.", 检查受害者的安全，首先要确保自己的安全。,2.158229074594286,6.581989038465537,0.0,21.937154847038713
"Q: Then, a few years later in 1639, an English astronomer named Jeremiah Horrocks observed a transit of Venus.
A:",然后，几年后的 1639 年，一位名叫耶利米·霍罗克斯 (Jeremiah Horrocks) 的英国天文学家观测到了一次金星凌日。," In 1639, an English astronomer named Jeremiah Horrocks observed a transit of Venus.", 然后，几年后，在1639年，一位英国天文学家名叫杰里米·霍尔罗斯观测到了一次火星的透视。,3.989813767126696,23.65365927210517,24.373633478047186,28.07853562879869
"Q: Nevertheless, there are many distinctive ways of drinking coffee around the world that are worth experiencing.
A:",尽管如此，世界上还是有许多独特的咖啡饮用方式，这些方式都值得去体验。," Nevertheless, there are many distinctive ways of drinking coffee around the world that are worth experiencing.", 尽管如此，世界各地的许多不同的咖啡喝法值得体验。,1.5771292882446188,17.073633154403442,0.0,21.013037232618785
"Q: During the last three decades, despite officially remaining a communist state, China has developed a market economy.
A:",在过去三十年里，尽管官方层面仍然是个共产主义国家，中国已经发展了市场经济。, 过去三十年，尽管官方一直保持共产主义制度，但中国却发展成为一个市场经济。, 中国自1978年以来，尽管一直保持共产主义制度，但中国却发展成为一个市场经济。,16.804984686722463,11.62722249325437,25.26949141198525,16.05140856076708
"Q: Hopefully, most people will realise that their long term best option is to work together with others.
A:",希望大多数人都能意识到，从长远来看，与他人合作才是最佳选择。, 期待大多數人會明白，合作是長期最佳選擇。, 希望大多數人會明白，合作是長期最佳選擇。,2.5756623924996602,2.6127951155735905,6.689387111311401,10.438618011540642
"Q: Photons are even smaller than the stuff that makes up atoms!
A:",光子甚至比构成原子的物质还要小！, 粒子是原子物质的微粒！, 光子是原子所构成的物质的微粒！,7.073666451977357,16.54461999338998,8.707667223964739,14.903061941169222
"Q: They normally offer higher bandwidth and better quality of service. They are encrypted and thus harder to spy on.
A:",它们通常会提供更高的带宽和更优质的服务。它们经过加密，更难被监视。, They normally offer higher bandwidth and better quality of service. They are encrypted and thus harder to spy on., 他们通常提供更高的带宽和更好的服务质量。它们是加密的，因此很难被监视。,0.0,42.22380239418518,0.0,34.52720021468503
"Q: People with this type of thinking have logical thinking, are able to memorize patterns, solve problems and work on scientific tests.
A:",这种思维类型的人具有逻辑思维，能够记得住模式、解决问题，还能进行科学测试。, 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21., 这种思维的人具有逻辑思维能力，能够记忆模式，解决问题，并能进行科学测试。,0.0,49.07066670433417,0.0,42.342340216411245
"Q: Following the race, Keselowski remains the Drivers' Championship leader with 2,250 points.
A:","比赛结束后，凯塞洛斯基以 2,250 分的成绩，继续在车手积分榜上高居榜首。"," 2,250 points.", 2016 NASCAR Cup Series champion Joey Logano is the only driver to have won the championship in both 2015 and 2016.,0.03740627298035057,0.0,10.802393810177852,1.050420168067227
