prompt,reference,generation_baseline,generation_function_vector,bleu_baseline,bleu_function_vector,chrf_baseline,chrf_function_vector
"Q: Pittman alipendekeza kwamba hali hazingeboreka hadi wakati fulani wiki ijayo.
A:",Pittman suggested that conditions wouldn't improve until sometime next week., Pittman suggested that the situation would not be resolved until some time in the next week., Pittman alipendekeza kwamba hali hazingeboreka hadi wakati fulani wiki ijayo.,24.688498672025876,4.480836160121357,59.62796615933367,14.906265076909907
"Q: Kila moja haya mabwawa ya kuhamahama au maandamano hudumu takriban siku 17.
A:",Each of these nomadic rampages or marches lasts for approximately 17 days., Each of these demonstrations or protests will last for about 17 days., The duration of the strike is approximately 17 days.,15.934326838673726,14.378418466065586,38.74546778368273,39.39886596850927
"Q: Miundo tofauti ina uwezo tofauti, ni myepesi kwa masafa tofauti ya mawimbi na yana viwango tofauti vya ukali, pia inahitaji uchakataji tofauti ili kuelewa ingizo na nambari tofauti ili kufanya kazi kwa ubora.
A:","The different constructions have different capabilities, are sensitive to different wave-lengths and have differing degrees of acuity, also they require different processing to make sense of the input and different numbers to work optimally."," Different designs have different capabilities, they are myopic for different frequency bands and have different levels of clarity, they also need different filtering to understand the input and different numbers to work with quality.<eos>"," The difference between the two is that the frequency of the two is different, and it has different levels of hardness, and it also needs to be processed differently to understand the input and different numbers to work well.",22.36310672242333,16.3518403568543,51.60588205141758,41.68194635298331
"Q: Kimbunga hicho kinakadiriwa kusonga kuelekea Uchina kwa kasi ya kilomita kumi na moja kwa saa.
A:",The typhoon is estimated to be moving toward China at eleven kph., That bridge is estimated to be 1000 kilometers per hour.," The Kimbunga is a 1,000 km/h train that runs from South Africa to China.",20.60273910062763,3.0272532566104675,33.280413176144414,17.52619792903826
"Q: Massa anatarajiwa kuwa nje kwa angalau muda uliobaki wa msimu wa 2009.
A:",Massa is due to be out for at least the rest of the 2009 season., He is expected to leave for at least the remaining time of the 2009 season., The 2009 season was the last for Massa.,37.709297891717654,5.765477373590325,57.2234742389961,33.48892768783107
"Q: Mojawapo ya sifa kali za Charlotte, Carolina Kaskazini, ni kwamba ina idadi kubwa ya machaguo ya hali ya juu kwa familia.
A:","One of strong points of Charlotte, North Carolina, is that it has an abundance of high-quality options for families.", One of Charlotte's qualities is that she has a large number of high-quality choices for her family.," Charlotte, Carolina Kaskazini, ni mji wa mitaa wa mitaa wa mitaa wa mitaa wa mitaa wa mitaa wa mitaa wa mitaa wa mitaa wa mitaa wa mitaa wa mitaa wa mitaa wa mitaa wa mitaa wa mitaa",14.785967807080631,1.5432540117379623,37.58590902515669,15.834060536544255
"Q: Hii hufanya lenzi za kukuza za bei ya chini vigumu kutumia katika hali ya mwangaza duni bila mwako.
A:",This makes inexpensive zoom lenses hard to use in low-light conditions without a flash., This is a way to grow chicken without using a lot of light in a dull environment.," Hi, I have made a video on how to grow your own vegetables in a dark environment without using any light. https://youtu.be/100111444-4",2.8518643084013244,1.5790460212418518,24.156536894604965,21.483803079577253
"Q: Kitamaduni, mrithi wa kiti cha enzi angeenda moja kwa moja kwa uanajeshi baada ya kuhitimu shuleni.
A:","Traditionally, the heir to the throne would go straight into the military after finishing school.", He will go directly to the army after finishing school.," Kitamaduni, mrithi wa kiti cha enzi angeenda moja kwa moja kwa uanajeshi baada ya kuhitimu shuleni.",16.38462975414579,1.5301683686839005,35.590145587261915,11.708771580536972
"Q: Seli ni sehemu ndogo ya kimuundo na ya kazi ya viumbe (vitu) hai.
A:",A cell is the smallest structural and functional unit of a living (things) organism., Seli ni sehemu ndogo ya kimuundo na ya kazi ya viumbe (vitu) hai.," The term ""seli"" is used to describe a small part of a living organism, such as a cell, organ, or tissue. It is a specialized term used in biology and medicine to refer to a small unit of a living thing.",2.2799725391172525,5.923625523450715,12.028288760469396,33.44497924214325
"Q: Watafiti wakuu wanasema hili linaweza kuleta ugunduzi wa mapema wa saratani, kifua kikuu, ukimwi na malaria kwa wagonjwa katika nchi zenye mapato ya chini, ambapo viwango vya kupona kwa magonjwa kama vile saratani ya matiti vinaweza kuwa nusu ya vile vya nchi tajiri.
A:","Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries."," The head researcher said that this could lead to early detection of cancer, lung cancer, diabetes and malaria in low-income countries where the survival rate for cancer is half of those in rich countries.<eos>", The World Health Organization (WHO) inakubali kuwa watafiti wa watafiti wa watafiti wa watafiti wa watafiti wa watafiti wa watafiti wa watafiti wa watafiti wa watafiti wa watafiti wa watafiti wa wataf,26.545742811335227,0.7295113327111021,52.1880487549984,6.02768801676022
"Q: Ujerumani ililipa shambulio jina lililosimbwa la ""Operation Sealion"". Silaha nyingi nzito na vifaa vya Jeshi la Uingereza vilikuwa vimepotea wakati wa kutoka Dunkirk, kwa hivyo jeshi lilikuwa dhaifu kiasi.
A:","Germany code-named the attack “Operation Sealion”. Most of the British Army's heavy weapons and supplies had been lost when it evacuated from Dunkirk, so the army was fairly weak."," The British army was attacked by a name called ""Operation Sealion"". Many large weapons and equipment of the British army were lost when they left Dunkirk, so the army was weak.<eos>", The Uingereza walikuwa na uwezo wa kuwapa jeshi la Uingereza vifaa vya jeshi na vifaa vya jeshi vya Uingereza.,27.913008375986383,0.5551619056656371,46.735451729379385,8.699451776559663
"Q: Hizi si nyepesi sana kwa hivyo inabidi treni kuchukua mzunguko mrefu katika Milima ya Transantarctic ili kuja kwenye tambarare.
A:",These aren't very nimble so the trail has to take a long swerve around the Transantarctic Mountains to come onto the plateau., These are not very expensive so it is necessary to take a long train trip to come to the tambarare.," The Transantarctic Mountains are a mountain range in Antarctica. They are located in the southern part of the continent and are part of the Antarctic Peninsula. The mountains are famous for their steep slopes and rugged terrain, which make them a challenging place to climb. The Transantarctic Mountains are also home to a variety of wildlife, including penguins, seals, and whales. The mountains",8.842288072606442,5.592709229986628,34.906845322517924,27.83274837391086
"Q: Kuna tofauti zisizo na kikomo zinazopatikana, lakini hili linabaki kuwa jambo ambalo watu wengi humaanisha wanaposema wanaenda Ulimwengu wa Disney”.""
A:","There are infinite variations possible, but this remains what most people mean when they talk of ""going to Disney World""."," Kuna tofauti zisizo na kikomo zinazopatikana, lakini hili linabaki kuwa jambo ambalo watu wengi humaanisha wanaposema wanaenda Ulimwengu wa Disney.<eos>"," ""Kuna tofauti nyingi za kipekee zinazopatikana, lakini hili linabaki kuwa jambo ambalo watu wengi humaanisha wanaposema wanaenda Ulimwengu wa Disney.""",1.2193311110766474,1.4325480172973541,14.613810998234102,14.973092413571793
"Q: Maonyesho ya Dunia (kwa kawaida yanajulikana kama World Exposition, au Expo tu) ni tamasha kubwa ya kimataifa ya sanaa na sayansi.
A:","A World's Fair (commonly called World Exposition, or simply Expo) is large international festival of arts and sciences.", The World Exposition is a large international art and science festival., The World Exposition is a large international exhibition of art and science.,5.282568090461173,5.989063501155318,41.78357827226779,39.62724378893625
"Q: Ili Kumwangalia mwathirika, ni lazima kwanza uchunguze eneo ili kuhakikisha usalama wako.
A:","To Check the victim, you must first survey the scene to ensure your safety."," To see the situation, you must first examine the area to ensure your safety."," Yes, we will check the area to ensure your safety.",41.211837513230265,24.70918283591955,56.13349923298541,39.610092577490164
"Q: Kisha, miaka michache baadaye mwaka wa 1639, mnajimu Mwingereza aliyeitwa Jeremiah Horrocks alitazama safari ya Venus.
A:","Then, a few years later in 1639, an English astronomer named Jeremiah Horrocks observed a transit of Venus."," After a few years, a British explorer named Jeremiah Horrocks visited Venus in 1639.", Jeremiah Horrocks alitazama safari ya Venus mwaka wa 1639.,26.692739853234862,12.853124878887181,46.1556622577118,24.73963606650681
"Q: Walakini, kuna njia nyingi za kipekee za kunywa kahawa ulimwenguni kote ambazo zinafaa kushuhudiwa.
A:","Nevertheless, there are many distinctive ways of drinking coffee around the world that are worth experiencing."," However, there are many unique ways to drink coffee around the world that are suitable for consumption.", There are many unique ways to drink coffee around the world that are worth celebrating.,33.87654048576027,30.471029546789925,51.83818094194861,53.236532457170604
"Q: Wakati wa miongo mitatu iliyopita, licha ya kubaki kuwa jimbo la kikomunisti, China imekuza uchumi wa soko.
A:","During the last three decades, despite officially remaining a communist state, China has developed a market economy."," In the past three years, despite being a communist country, China has become a market economy.", Inaonekana kuwa China imekuwa ikipanda kwa kasi zaidi ya ulimwengu kwa muda mrefu.,20.39784800681338,1.7639838596482371,49.424133799148535,10.415757473804064
