prompt,reference,generation_baseline,generation_function_vector,bleu_baseline,bleu_function_vector,chrf_baseline,chrf_function_vector
"Q: Pittman suggested that conditions wouldn't improve until sometime next week.
A:",ピットマン氏は、来週になるまで状況は改善しないだろうと示唆した。, ピットマンは、条件が来週の何曜日か改善するまでにはならないと提案した。, ピットマンは、条件が来週の何日か後に改善するだろうと提案した。,6.585833693600902,6.986768364373988,19.30288036152524,19.42888118691888
"Q: Each of these nomadic rampages or marches lasts for approximately 17 days.
A:",こうした遊牧段階での暴挙や進撃は、約17日間ずつ続きます。, これらの遊牧民の暴走や行進は、約17日間続きます。, これらの放浪の暴走や歩行は、約17日間続きます。,29.87048860946151,26.916574623991007,27.284242999395687,25.431339440405054
"Q: The different constructions have different capabilities, are sensitive to different wave-lengths and have differing degrees of acuity, also they require different processing to make sense of the input and different numbers to work optimally.
A:",構造が異なれば機能も異なり、感じ取る波長が異なり、視力の程度も異なります。また、それらの構造には入力信号を理解するためのさまざまな処理や機能に応じた個数が必要になります。, 異なる構造は異なる能力を持ち、異なる波長に敏感であり、異なる度合いの鋭さがあり、また異なる処理を必要とし、最適に働くために異なる数が必要です。<eos>, 異なる構造は異なる能力を持ち、異なる波長に敏感であり、異なる度合いの鋭さがあり、また異なる処理を必要とし、異なる数字で最適に機能する。,2.611966273760543,2.59499631688339,11.213247562462167,10.213993998407311
"Q: The typhoon is estimated to be moving toward China at eleven kph.
A:",台風は時速11 kmの速さで中国に向かって進んでいると見られています。, 台風は中国に向かって時速11キロで移動していると推定されている。, 台风估计以每小时11公里速度向中国移动。,20.207938879963663,4.833168038496933,25.6540671723766,4.60911596137783
"Q: Massa is due to be out for at least the rest of the 2009 season.
A:",マッサは少なくとも2009年の残りのシーズンは欠場することになっている。, マッサは少なくとも2009年の残りのシーズンで不在になる予定です。, マッサは少なくとも2009年の残りのシーズンで不在になる予定です。,45.03303524166189,45.03303524166189,53.142034962667694,53.142034962667694
"Q: One of strong points of Charlotte, North Carolina, is that it has an abundance of high-quality options for families.
A:",ノースカロライナ州シャーロットの魅力は、家族向けの択肢が豊富に揃っていてその質が高いことです。," 1. Charlotte, North Carolina, の強みの一つは、家族に質の高い選択肢がたくさんあることです。", シャルロットの強みの一つは、家族に質の高い選択肢が豊富にあることです。,4.480232143522191,5.923665387688806,11.636861475036474,21.40740710884011
"Q: This makes inexpensive zoom lenses hard to use in low-light conditions without a flash.
A:",そのため、安価なズームレンズはフラッシュを使わないと低照度の状態では使いづらくなります。, これが、低照度条件下でフラッシュなしで安価なズームレンズを使用するのが難しいことを意味します。, これは、フラッシュなしで低光条件下で安価なズームレンズを使用するのが難しいことを意味します。,25.126547138499486,23.6642958282018,24.864341633892934,23.663420109997944
"Q: Traditionally, the heir to the throne would go straight into the military after finishing school.
A:",伝統的に、王位継承者は学校卒業後にそのまま軍に入ります。, 伝統的に、王位継承者は学校を卒業した後にすぐに軍に入ります。, 伝統的に、王位継承者は学校を卒業した後すぐに軍に入ります。,63.745429466413455,66.54377827941899,52.16295666222117,52.03916866043918
"Q: A cell is the smallest structural and functional unit of a living (things) organism.
A:",細胞とは生物の構造的機能的な最小単位です。, 1. 細胞は、生きている生物の最小の構造と機能単位です。, 細胞は、生物の最小の構造と機能単位です。,15.467294147156855,17.96071710171446,24.805266105728187,26.55405051030159
"Q: Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries.
A:",主任研究者は、これは低所得国における患者の癌、結核、HIV、マラリアの早期発見につながる可能性があると述べます。こうした国では、乳がんなどの病気の生存率が豊かな国の半分になることもあるとされます。, 調査によると、この技術は、低所得国の人々に、乳がんなどの病気の生存率が、より豊かな国よりも半分以下であるような、早期の癌、結核、HIV、マラリアの検出をもたらす可能性がある。<eos>, 開発者たちは、この技術が、低所得国の人々に、乳がんなどの病気の生存率が、より豊かな国よりも半分以下である、HIVやマラリアなどの病気の早期発見をもたらすかもしれないと述べています。,38.40789361827482,26.033000617200933,32.04577971821173,24.668611931277518
"Q: Germany code-named the attack “Operation Sealion”. Most of the British Army's heavy weapons and supplies had been lost when it evacuated from Dunkirk, so the army was fairly weak.
A:",ドイツはこの攻撃に「シーリオン作戦」という暗号名を付けました。イギリス軍の重火器や物資のほとんどは、ダンカークから避難したときに失われていたので、軍はかなり弱体でした。, ドイツは、この攻撃を「Operation Sealion」と名付けた。イギリス軍の大部分の重火器と物資は、ダンケルクから撤退した時に失われていたので、軍はかなり弱かった。, ドイツは「Operation Sealion」とコードネームを付けた攻撃を計画した。イギリス軍の重火器や物資は、ダンケルクから撤退した時にほとんど失われていたので、軍はかなり弱かった。,20.05538127267528,31.33110905440762,31.071799955946783,35.57318300510397
"Q: These aren't very nimble so the trail has to take a long swerve around the Transantarctic Mountains to come onto the plateau.
A:",これらはあまり小回りがきかないので、自然歩道を通って高原に出ようとすると南極大陸の山々をぐるりと回らなければなりません。, これらのものはとても敏捷ではないので、このトレイルは、このアンタラント大陸山脈を迂回して、この高原に降りてくるために長いスワーブをしなければならない。, これらのトレイルは、アンタラント大陸山脈を迂回して、高原に到達しなければならないので、非常に機敏ではありません。,3.10186302993101,3.8693165009560855,13.33874327119415,17.193237298016165
"Q: There are infinite variations possible, but this remains what most people mean when they talk of ""going to Disney World"".
A:",無限のバリエーションがありますが、ほとんどの人にとって「ディズニーワールドに行く」ことを話題にしていることに変わりはないのです。, 無限のバリエーションが考えられるが、これはほとんどの人がディズニーランドに行くことを指すときに言うものだ。, 無限多種變化，但這就是大多數人談論「去迪士尼世界」時所指的。,21.658670514848044,1.9626728448746968,27.061873599784402,1.7527024133364
"Q: A World's Fair (commonly called World Exposition, or simply Expo) is large international festival of arts and sciences.
A:",世界博覧会（通称は万国博覧会、または単に万博）は、芸術と科学を展示する大規模な国際的祭典です。, 世界博覧会は、芸術と科学の国際的な祭典です。, 世界博览会（通常称为世界博览会，或简称为博览会）是一项大型国际艺术和科学节。,10.484280937303147,3.8332143991213994,22.589088175465168,7.334308579303695
"Q: To Check the victim, you must first survey the scene to ensure your safety.
A:",被害者を保護するには、まず現場を調査して安全を確保しなければなりません。, 現場を安全に確保してから、被害者を検査する。, 救護員必須先檢查現場，確保自己安全。,6.6327293121571955,3.4857116957065437,14.91707471700369,4.892295179270897
"Q: Then, a few years later in 1639, an English astronomer named Jeremiah Horrocks observed a transit of Venus.
A:",そして数年後の1639年にイギリスの天文学者ジェレミア・ホロックスが金星の通過を観測しました。, それから、数年後に、1639年に、イギリスの天文学者ジェレミー・ホーロックは、金星の通過を観測した。, それから、数年後に、イギリスの天文学者ジェレミー・ホーロックは、金星の通過を観測した。,35.56521383601747,35.40786866256383,45.034531832601616,40.02544042992126
"Q: Nevertheless, there are many distinctive ways of drinking coffee around the world that are worth experiencing.
A:",しかし、世界各地には、体験してみる価値のある特徴的なコーヒーの飲み方がたくさんあります。, それにもかかわらず、世界中でコーヒーを飲む方法はたくさんあり、体験する価値があります。, しかしながら、世界中でコーヒーを飲む方法は、体験する価値のある多くの特徴的な方法があります。,5.546271694289607,7.788571408453919,22.779815680118247,27.418959944139043
"Q: During the last three decades, despite officially remaining a communist state, China has developed a market economy.
A:",この30年間に、中国は公式には共産主義国家のままであるにもかかわらず、市場経済を発展させてきました。, 過去30年間、中国は公式には共産主義国家として残っているにもかかわらず、市場経済を開発してきた。, 過去30年間、中国は公式に共産主義国家として残っているにもかかわらず、市場経済を開発してきました。,41.20714222849063,22.054328518261855,46.942214767284746,44.501240222467125
"Q: Hopefully, most people will realise that their long term best option is to work together with others.
A:",うまくいけば、長期的な最善の選択肢は互いに協力し合うことだとほとんどの人が気づくでしょう。, 私は、多くの人が、自分たちの長期的なベスト・オプションは、他の人と協力することだと理解することを望んでいる。, ほとんどの人は、自分たちの長期的なベストな選択は、他の人と協力することだと気づくでしょう。,2.872044408022115,8.819363798813235,11.769472712821644,27.271542797837267
"Q: Photons are even smaller than the stuff that makes up atoms!
A:",光子は原子を構成する物質よりもさらに微小な粒子です！, 光子は原子を構成する物質よりも小さいです。, 光子比构成原子的物质还要小！,48.585747576909554,3.745640979211903,50.28107883854105,6.106964406884214
"Q: They normally offer higher bandwidth and better quality of service. They are encrypted and thus harder to spy on.
A:",通常、これらはより高い帯域幅とより優れたサービス品質を提供します。そしてスパイを防止するために暗号化されます。, 通常、より高い帯域幅とより良いサービス品質を提供します。暗号化されているため、スパイがより困難です。, 通常提供更高的带宽和更好的服务质量。它们是加密的，因此更难被窃听。,35.56475141263128,1.8264728862681343,39.759188990966265,2.5523292421039385
"Q: People with this type of thinking have logical thinking, are able to memorize patterns, solve problems and work on scientific tests.
A:",この種の人は論理的思考力に富み、パターンを記憶したり、問題を解決したり、科学的なテストに取り組んだりできます。, このような思考をする人は論理的思考ができ、パターンを記憶し、問題を解決し、科学的なテストに取り組むことができます。, このタイプの人は論理的な思考ができる、パターンを覚えることができる、問題を解決し、科学的なテストに取り組むことができる。,29.512396083764166,22.75468092901114,44.935845848785405,35.89419033277535
"Q: Following the race, Keselowski remains the Drivers' Championship leader with 2,250 points.
A:","レース後もケセロウスキーが2,250ポイントを獲得してドライバーズチャンピオンシップのトップをキープしている。"," 2012年レース後、ケセロウスキーは2,250ポイントでドライバーズチャンピオンシップのリーダーです。"," 優勝後、ケセロウスキーはドライバーズ・チャンピオンシップのリーダーシップを維持し、2,250ポイントを獲得しています。",29.467540079295386,25.169669587818404,43.59567515701949,46.72934131623113
"Q: In general, staying in any foreign country for an extended period of time will require you to obtain a visa in advance.
A:",一般的に、どこであれ外国に長期滞在しようとする場合は、事前にビザを取得する必要があります。, 滞在する外国で長期滞在する場合、事前にビザを取得する必要があります。, 一般来说，在任何一个外国国家逗留一段时间，你都需要提前获得签证。,37.22520852859805,2.0705706652424007,43.18619082430763,3.72248233016702
"Q: The city of Beijing in China will be the host city of the Olympic Winter Games in 2022, which will make it the first city to have hosted both the summer and winter Olympics.
A:",中国の北京市は2022年に冬季オリンピックの開催都市となる予定であり、夏季と冬季の両方のオリンピックを開催した初の都市となります。, 中国の北京市は2022年に冬季オリンピックの開催都市となり、夏季と冬季のオリンピックを両方とも開催した最初の都市となる。, 北京市将成为2022年冬季奥运会的举办城市，这将使它成为第一个既举办夏季奥运会又举办冬季奥运会的城市。,57.7922822174197,3.5196860857436087,60.55095022951787,7.682621320022916
"Q: The algae produces a neurotoxin that can disable nerves in both humans and fish.
A:",この藻は、人間と魚類の両方の神経に有害な神経毒を産生します。, 藻類は、ヒトや魚の神経を麻痺させる神経毒を産生する。, 藻類產生一種神經毒素，可使人體和魚類的神經受損。,21.89321973004432,4.334264033674369,17.866585317294653,4.978165123917588
