prompt,reference,generation_baseline,generation_function_vector,bleu_baseline,bleu_function_vector,chrf_baseline,chrf_function_vector,function_vector_lang,bleu_function_vector_lang,chrf_function_vector_lang
"Q: Pittman suggested that conditions wouldn't improve until sometime next week.
A:", اقترح بيتمان أن الأحوال لن تتحسن حتى وقتٍ ما في الأسبوع القادم.,, Pittman suggested that conditions wouldn't improve until sometime next week.,0.0,1.6808304933415033,0.0,1.224320658998443,eng_Latn,100.00000000000004,100.0
"Q: Each of these nomadic rampages or marches lasts for approximately 17 days.
A:", استمرت كل من هذه الاقتحامات أو المسيرات التي يقوم بها البدو الرُحل لمدة 17 يومًا تقريبًا.,, كل من هذه الأفعال أو المسيرات التي تستمر لمدة 17 يوما.,0.0,15.537543459137863,0.0,42.49475890722072,arb_Arab,15.537543459137865,42.49475890722072
"Q: The different constructions have different capabilities, are sensitive to different wave-lengths and have differing degrees of acuity, also they require different processing to make sense of the input and different numbers to work optimally.
A:", للهياكل المختلفة قدرات مختلفة، وهي حساسة لأطوال موجات مختلفة ولها درجات مختلفة من الحدة، كما أنها تتطلب معالجة مختلفة لفهم المدخلات والأرقام المختلفة للعمل على النحو الأمثل.," The different constructions have different capabilities, are sensitive to different wave-lengths and have differing degrees of acuity, also they require different processing to make sense of the input and different numbers to work optimally."," The different constructions have different capabilities, are sensitive to different wave-lengths and have differing degrees of acuity, also they require different processing to make sense of the input and different numbers to work optimally.",0.5572402368817326,0.5572402368817326,0.498038743755204,0.498038743755204,eng_Latn,100.00000000000004,100.0
"Q: The typhoon is estimated to be moving toward China at eleven kph.
A:", يتحرك الإعصار نحو الصين بسرعة 11 كم/ساعة، كما تشير التقديرات., The typhoon is estimated to be moving toward China at eleven kph., الجوية هي أعداد من الجو التي تقع في الصين في الساعة 11:00 صباحا يوم الأحد 11/1/2015.,1.5388879966323197,3.300809119141885,1.3356107167809157,17.611443894219907,arb_Arab,3.300809119141885,17.611443894219907
"Q: Massa is due to be out for at least the rest of the 2009 season.
A:", من المُقرّر أن يغيب ماسا لما تبقى من موسم 2009 على أقل تقدير.,, المانوس هو المانوس الذي سيغادر الموسم المقبل.,0.0,2.026664146844668,0.0,13.128741358874235,arb_Arab,2.0266641468446673,13.128741358874235
"Q: One of strong points of Charlotte, North Carolina, is that it has an abundance of high-quality options for families.
A:", واحدة من نقاط قوة شارلوت، كارولاينا الشمالية، أن لديها غزارة من الخيارات عالية الجودة للعائلات.,," Charlotte, North Carolina, is a great place to live, work, and play. It has a variety of neighborhoods, from the more suburban to the more urban. It has a lot of parks, too.",0.0,0.7947529289544674,0.0,0.7284046546990164,eng_Latn,11.125382292406938,35.51150224821413
"Q: This makes inexpensive zoom lenses hard to use in low-light conditions without a flash.
A:", هذا يجعلُ استخدامَ عدساتِ التّكْبيرِ الرخيصةِ صعبًا في ظروفِ الإضاءةِ المنخفضةِ بدون فلاش., This makes inexpensive zoom lenses hard to use in low-light conditions without a flash., هذا يجعل من السهل استخدام الأضواء في الظروف الصعبة دون أن يكون لديك شاحن.,0.7706971346340552,2.0992672582482745,1.0425324728238725,21.629560358129904,arb_Arab,2.0992672582482745,21.629560358129904
"Q: Traditionally, the heir to the throne would go straight into the military after finishing school.
A:", تقليدياً، كان وريث العرش يذهب مباشرة إلى الجيش بعد إنهاء المدرسة.,, The heir to the throne would go straight into the military after finishing school.,0.0,1.7197366808945818,0.0,1.2083268923584272,eng_Latn,75.19760309383663,84.34179627341314
"Q: A cell is the smallest structural and functional unit of a living (things) organism.
A:", الخليّة هي أصغر الأجزاء البنيويّة والوظيفيّة في الكائنات الحيّة (الأشياء).,, الكائن الحي هو الكائن الوحيد الذي ينمو في جسم الحيوان.,0.0,2.010175412660257,0.0,16.70165686084528,arb_Arab,2.010175412660257,16.70165686084528
"Q: Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries.
A:", يقول الباحثون الرئيسيون أن هذا قد يؤدي إلى الكشف المبكر للسرطان والسل وفيروس العوز المناعي البشري والملاريا في البلدان ذوات الدخل المنخفض، والتي تكون فيها معدلات النجاة من الأمراض مثل سرطان الصدر نصف معدلات البلدان الأغنى.,," The study, published in the journal Nature, found that the risk of developing cancer was 10 times higher in people who had a history of tuberculosis, 10 times higher in people with HIV, and 10 times higher in people with malaria.",0.0,0.4809235107148327,0.0,0.38928848477562544,eng_Latn,6.355323525672122,23.934093250146436
