prompt,query,reference,generation_function_vector,bleu_function_vector,chrf_function_vector,function_vector_lang,reference_lang,bleu_function_vector_lang,chrf_function_vector_lang,metricx_qe_function_vector
"Q: ""Теперь у нас есть четырёхмесячные мыши, у которых больше нет диабета"", — добавил он.
A:","""Теперь у нас есть четырёхмесячные мыши, у которых больше нет диабета"", — добавил он.","""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.","We now have four-month-old mice who have no longer have diabetes, as they now have four-month-old mice who have no longer have diabetes, as they now have four-month-old mice who have no longer have diabetes, as they now have four-month-old mice who have no longer have diabetes, as they now have four-month-old mice who have no longer have diabetes, as they now have four-month-old mice who have no longer have diabetes, as they now have four-month-old mice who have no",4.095053329645225,21.31221237771705,eng_Latn," ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",4.095053329645225,21.31221237771705,19.75
"Q: Согласно предупреждению доктора Эхуда Ура (Ehud Ur), профессора медицины в Университете Дэлхаузи в Галифаксе (Новая Шотландия) и председателя клинико-научного отдела Канадской диабетической ассоциации, исследования все еще находятся на начальной стадии.
A:","Согласно предупреждению доктора Эхуда Ура (Ehud Ur), профессора медицины в Университете Дэлхаузи в Галифаксе (Новая Шотландия) и председателя клинико-научного отдела Канадской диабетической ассоциации, исследования все еще находятся на начальной стадии.","Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.","According to Dr. Ehud Ur, a professor of medicine at Dalhia University, and the head of the research is still in its early stages.",27.086819331803913,43.81663073807536,eng_Latn," Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.",27.086819331803913,43.81663073807536,9.6875
"Q: Как и некоторые другие эксперты, он сомневается, что диабет излечим, отмечая, что эти открытия не относятся к людям, у которых уже развился диабет 1 типа.
A:","Как и некоторые другие эксперты, он сомневается, что диабет излечим, отмечая, что эти открытия не относятся к людям, у которых уже развился диабет 1 типа.","Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.","Some experts are skeptical that these discoveries are not related to people who have already developed Type 1 diabetes, as they are skeptical that these discoveries are not related to people who have already developed Type 1 diabetes.",9.911744091306312,41.538175849613715,eng_Latn," Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.",9.911744091306312,41.538175849613715,13.9375
"Q: В понедельник Сара Даниус, постоянный секретарь Нобелевского комитета по литературе при Шведской Академии, публично заявила во время передачи на шведской радиостанции Sveriges о том, что комитет, которому не удалось связаться с Бобом Диланом напрямую и сообщить ему, что он выиграл Нобелевскую премию по литературе за 2016 год, прекращает попытки выйти с ним на связь.
A:","В понедельник Сара Даниус, постоянный секретарь Нобелевского комитета по литературе при Шведской Академии, публично заявила во время передачи на шведской радиостанции Sveriges о том, что комитет, которому не удалось связаться с Бобом Диланом напрямую и сообщить ему, что он выиграл Нобелевскую премию по литературе за 2016 год, прекращает попытки выйти с ним на связь.","On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.","Sara Danus, the Nobel Prize Committee announced that the Committee has stopped trying to reach Bob Dylan, as the Committee has stopped trying to reach Bob Dylan, the Committee has announced that the Nobel Prize Committee has stopped trying to reach Bob Dylan, the Committee has announced that the Nobel Prize Committee has stopped trying to reach Bob Dylan, the Committee has announced that the Nobel Prize Committee has stopped trying to reach Bob Dylan, the Committee has announced that the Nobel Prize Committee has stopped trying to reach Bob Dylan, the",4.2533334148220625,27.687018883890346,eng_Latn," On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.",4.2533334148220625,27.687018883890346,19.25
"Q: Даниус заявил: ""Сейчас мы ничего не делаем. Я звонил и отправлял электронные письма его ближайшему сотруднику и получал очень дружелюбные ответы. На данный момент этого, конечно, достаточно"".
A:","Даниус заявил: ""Сейчас мы ничего не делаем. Я звонил и отправлял электронные письма его ближайшему сотруднику и получал очень дружелюбные ответы. На данный момент этого, конечно, достаточно"".","Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""","He said that he was calling and sending emails to his closest staff member and received very friendly responses. At this point, it is not enough.",18.95425884899792,41.649220443019686,eng_Latn," Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""",18.95425884899792,41.649220443019686,11.9375
"Q: Ранее генеральный директор Ring Джейми Симинофф отметил, что эта компания началась с того, что он не слышал дверного звонка в мастерской своего гаража.
A:","Ранее генеральный директор Ring Джейми Симинофф отметил, что эта компания началась с того, что он не слышал дверного звонка в мастерской своего гаража.","Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.","The company started with the fact that I didn’t hear the doorbell in the garage, and the company started with the fact that I didn’t hear the doorbell in the garage.",5.641822153183601,28.948345462048984,eng_Latn," Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.",5.641822153183601,28.948345462048984,19.75
"Q: Он сказал, что создал дверной звонок, работающий от WiFi.
A:","Он сказал, что создал дверной звонок, работающий от WiFi.","He built a WiFi door bell, he said.",He said he created a door chime that works from WiFi.,5.024584978301581,27.224120681536895,eng_Latn," He built a WiFi door bell, he said.",5.024584978301581,27.224120681536895,1.796875
"Q: Симинофф сказал, что продажи выросли после его появления в выпуске шоу ""Shark Tank"" в 2013 году, где члены жюри отказались финансировать его стартап.
A:","Симинофф сказал, что продажи выросли после его появления в выпуске шоу ""Shark Tank"" в 2013 году, где члены жюри отказались финансировать его стартап.",Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,"Sales increased after appearing on the show Shark Tank in 2013, where the members of the panel declined to finance his startup, but sales increased after appearing on the show Shark Tank in 2013, where the members of the panel declined to finance his startup, sales increased after appearing on the show Shark Tank in 2013, where the members of the panel declined to finance his startup, sales increased after appearing on the show Shark Tank in 2013, where the members of the panel declined",4.302044739627241,31.204289100013977,eng_Latn, Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,4.302044739627241,31.204289100013977,24.75
"Q: В конце 2017 года Симинофф появился на торговом телеканале QVC.
A:",В конце 2017 года Симинофф появился на торговом телеканале QVC.,"In late 2017, Siminoff appeared on shopping television channel QVC.","In 2017, Siminoz appeared on the QVC channel.",17.146321991601486,43.71829876766109,eng_Latn," In late 2017, Siminoff appeared on shopping television channel QVC.",17.146321991601486,43.71829876766109,5.40625
"Q: Кроме того, Ring урегулировала судебный процесс с конкурентами, охранной фирмой ADT Corporation.
A:","Кроме того, Ring урегулировала судебный процесс с конкурентами, охранной фирмой ADT Corporation.","Ring also settled a lawsuit with competing security company, the ADT Corporation.","In addition, Ring settled a lawsuit with ADT Corporation, a security company, which also regulates the process of the lawsuit with ADT Corporation, which also regulates the process of the lawsuit with ADT Corporation, which also regulates the process of the lawsuit with ADT Corporation, which also regulates the process of the lawsuit with ADT Corporation, which also regulates the process of the lawsuit with ADT Corporation, which also regulates the process of the lawsuit with ADT Corporation, which also regulates the process of",6.186240201584646,32.83827151244828,eng_Latn," Ring also settled a lawsuit with competing security company, the ADT Corporation.",6.186240201584646,32.83827151244828,14.25
