prompt,query,reference,generation_function_vector,bleu_function_vector,chrf_function_vector,function_vector_lang,reference_lang,bleu_function_vector_lang,chrf_function_vector_lang,metricx_qe_function_vector,metricx_function_vector,commet_function_vector
"Q: ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.
A:","""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",「我々が飼っている生後4か月のマウスはかつて糖尿病でしたが現在は糖尿病ではない、」と彼は付け加えました。,4ヶ月の子犬が糖尿病の子犬と非糖尿病の子犬を組み合わせて、糖尿病の子犬が糖尿病の子犬と非糖尿病の子犬を組み合わせて、糖尿病の子犬が糖尿病の子犬と非糖尿病の子犬を組み合わせて、糖尿病の子犬が糖尿病の子犬と非糖尿病の子犬を組み合わせて、糖尿病の子犬が糖尿病の子犬と非糖尿病の子,0.6246373674408189,4.595922353754791,jpn_Jpan, 「我々が飼っている生後4か月のマウスはかつて糖尿病でしたが現在は糖尿病ではない、」と彼は付け加えました。,0.6246373674408189,4.595922353754791,25.0,25.0,-0.008544921875
"Q: Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.
A:","Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.",ノバスコシア州ハリファックスにあるダルハウジー大学医学部教授でカナダ糖尿病協会の臨床・科学部門の責任者を務めるエフード・ウル博士は、この研究はまだ初期段階にあるとして注意を促しました。,2014年、Dr. Ehud Urは、大学の大学院の医学部の教授であり、キャンディア・ディアナーシャーの科学・クライアント・ディアナーシャーの会の会長である。この研究は、まだ早期の時期である。,1.3565256681776339,9.181678520751877,yue_Hant, 位於新斯科舍省哈利法克斯的達爾豪西大學醫學教授、加拿大糖尿病協會臨床與科學部門主席埃胡德·烏爾醫生警告，這項研究仍處於早期階段。,0.989581203002948,3.0701000905668687,11.625,13.625,0.004302978515625
"Q: Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.
A:","Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.",他の専門家たちと同様に、彼は糖尿病を完治できるかどうかについては懐疑的であり、これらの調査結果はすでにI型糖尿病を患っている人々には何の関連性もないことを指摘しています。,ある他の専門者と同様、この研究は、糖尿病の治療法が改善される可能性があるかどうかの研究である。この研究は、糖尿病患者がすでにType 1糖尿病に罹っている場合、この研究の結果は、糖尿病患者の治療法が改善される可能性があるかどうかの研究である。この研究は、糖尿病患者がすでにType 1糖尿病に罹っている場合、この研究の結果は、糖尿病患者の治療法が改善される可能性がある,0.7056880753836703,12.536364639443931,jpn_Jpan, 他の専門家たちと同様に、彼は糖尿病を完治できるかどうかについては懐疑的であり、これらの調査結果はすでにI型糖尿病を患っている人々には何の関連性もないことを指摘しています。,0.7056880753836703,12.536364639443931,22.375,22.625,-0.0098876953125
"Q: On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.
A:","On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.",スウェーデンアカデミーのノーベル文学委員会の常任幹事であるサラ・ダニウス氏は月曜日、スウェーデンの公共放送ラジオの番組の中で、同委員会が2016年のノーベル文学賞受賞についてボブ・ディラン氏と直接連絡を取れなかったため、同氏と連絡を取ることを諦めたことを公に発表しました。,バンドル・ドニールは、2016年、ノベル・コンビネーション・アドバイザー・サラーマ・ダニウスが、サスケ・アドバイザー・サラーマ・ダニウスが、ノベル・コンビネーション・アドバイザー・サラーマ・ダニウスが、ノベル・コンビネーション・アドバイザー・サラー�,2.1821432764033815,6.6546294829129256,jpn_Jpan, スウェーデンアカデミーのノーベル文学委員会の常任幹事であるサラ・ダニウス氏は月曜日、スウェーデンの公共放送ラジオの番組の中で、同委員会が2016年のノーベル文学賞受賞についてボブ・ディラン氏と直接連絡を取れなかったため、同氏と連絡を取ることを諦めたことを公に発表しました。,2.1821432764033815,6.6546294829129256,24.875,25.0,-0.00390625
"Q: Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""
A:","Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""",ダニアスは「今は何もしていない。彼の親しい協力者に電話をかけたり、メールを送ったりしたが、非常に友好的な返事が返ってきた。今のところは、確かにそれで十分だ。」と語った。,2019年1月1日、ダニウスは「現在、何も行っている。彼の最も近い協力者を呼び、メールを送り、非常に友達の返信が見つかりました。今、それはおそらく十分です。」と述べた。,7.879356782810766,17.70441906846189,jpn_Jpan, ダニアスは「今は何もしていない。彼の親しい協力者に電話をかけたり、メールを送ったりしたが、非常に友好的な返事が返ってきた。今のところは、確かにそれで十分だ。」と語った。,7.879356782810766,17.70441906846189,10.25,9.875,-0.0076904296875
"Q: Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.
A:","Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.",RingのCEOであるジェイミー・スミノフは以前に、玄関の呼び出し音がガレージにある自分店から聞こえなかったことから事業を始めたと述べました。,2014年、彼のガーデンのドアが音を出なかった。,0.7874101821225883,4.913100545028279,jpn_Jpan, RingのCEOであるジェイミー・スミノフは以前に、玄関の呼び出し音がガレージにある自分店から聞こえなかったことから事業を始めたと述べました。,0.7874101821225883,4.913100545028279,20.375,22.75,-0.01055908203125
"Q: He built a WiFi door bell, he said.
A:","He built a WiFi door bell, he said.",彼はWi-Fiで鳴るドアベルを作ったそうです。,ワイファイドアドアベルを建てる。,4.069582841180383,11.939233643826807,bod_Tibt, ཁོས་སྒོའི་སྟེང་ཝཡེ་ཕྷེའི་སྒོ་དྲིལ་ཞིག་བཏགས་ཡིན་ཞེས་བཤད།,0.0,0.0,6.75,7.625,0.1826171875
"Q: Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.
A:",Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,シミノフ氏は、2013年にシャークタンクのエピソードに出演した後、番組委員会が資金提供を辞退した後に売上が急激に伸びたと述べています。,2013年、シミノフは、シャーマンタウンのエピソードで、このスタートアップのスタートアップのスタートアップのスタートアップのスタートアップのスタートアップのスタートアップのスタートアップのスタートアップのスタートアップのスタートアップのスタートアップのスタートアップのスタートアップのスタートアップのスタートアップのスタートアップのスタートアップのスタートアップのスタートアップのスタートアップのスタートアップのスタートアップのスタートアップのスタート,3.0914079830239567,8.492005549744649,jpn_Jpan, シミノフ氏は、2013年にシャークタンクのエピソードに出演した後、番組委員会が資金提供を辞退した後に売上が急激に伸びたと述べています。,3.0914079830239567,8.492005549744649,21.0,21.125,-0.016845703125
"Q: In late 2017, Siminoff appeared on shopping television channel QVC.
A:","In late 2017, Siminoff appeared on shopping television channel QVC.",2017年後半にシミノフ氏はテレビショッピング「QVC」に出演しました。,2017年、シミノフは、QVCのショッピングテレビチャンネルで出演しました。,12.151974811408735,35.19169360120487,jpn_Jpan, 2017年後半にシミノフ氏はテレビショッピング「QVC」に出演しました。,12.151974811408735,35.19169360120487,5.40625,5.4375,0.9453125
"Q: Ring also settled a lawsuit with competing security company, the ADT Corporation.
A:","Ring also settled a lawsuit with competing security company, the ADT Corporation.",Ringはまた、競合するセキュリティ企業であるADTとの訴訟で和解しました。,2014年、ADTは、競合するセキュア・コンピュータのセキュア・コンピュータのセキュア・コンピュータのセキュア・コンピュータのセキュア・コンピュータのセキュア・コンピュータのセキュア・コンピュータのセキュア・コンピュータのセキュア・コンピュータのセキュア・コン,2.9295568109786307,10.716574334282235,jpn_Jpan, Ringはまた、競合するセキュリティ企業であるADTとの訴訟で和解しました。,2.9295568109786307,10.716574334282235,22.5,22.5,0.01446533203125
