prompt,reference,generation_baseline,generation_function_vector,bleu_baseline,bleu_function_vector,chrf_baseline,chrf_function_vector,function_vector_lang,bleu_function_vector_lang,chrf_function_vector_lang
"Q: Pittman suggested that conditions wouldn't improve until sometime next week.
A:", Pittman diggle na anam yi du soppeeku ba beneen ayubés wa., Pittman aay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay kaay ka, Pittman suggested that conditions wouldn't improve until sometime next week.,1.8864569336713677,4.2156402172385,8.334380262747759,18.913304328567097,eng_Latn,100.00000000000004,100.0
"Q: Each of these nomadic rampages or marches lasts for approximately 17 days.
A:", Saccage wala yeegukaay nomades yii mën nañu yagg ba lu mat fukki fann ak juróom ñaar.,, 17 days,0.0,0.0,0.0,1.096645211624732,eng_Latn,0.055308437014783385,8.897792837198883
"Q: The different constructions have different capabilities, are sensitive to different wave-lengths and have differing degrees of acuity, also they require different processing to make sense of the input and different numbers to work optimally.
A:"," Barina mbir yuñ tabax yu seeni man-man wuute, ni ñuy yëgee onde yi itam bokkul te ni ñu koy dundee itam wuute na, kon ni ñuy leen di yoree itam dafa wara wuute ndax bu ci nekk mëna dox nimu waree.",," The different constructions have different capabilities, are sensitive to different wave-lengths and have differing degrees of acuity, also they require different processing to make sense of the input and different numbers to work optimally.",0.0,0.8613138285494172,0.0,12.80463392058118,eng_Latn,100.00000000000004,100.0
"Q: The typhoon is estimated to be moving toward China at eleven kph.
A:", Jàpp nañu ni typhon baa ngi jëm Chine ci gaawaayu 11km/h., The typhoon is estimated to be moving toward China at eleven kph., The typhoon is estimated to be moving toward China at eleven kph.,2.2854640586554065,2.2854640586554065,14.661380688746553,14.661380688746553,eng_Latn,100.00000000000004,100.0
"Q: Massa is due to be out for at least the rest of the 2009 season.
A:", Ci yoon Massa dootul bokk fileek njeexte saison 2009., Massa is due to be out for at least the rest of the 2009 season., Massa is due to be out for at least the rest of the 2009 season.,2.445593937240363,2.445593937240363,19.45275029826184,19.45275029826184,eng_Latn,100.00000000000004,100.0
"Q: One of strong points of Charlotte, North Carolina, is that it has an abundance of high-quality options for families.
A:"," Benn ci tomb yu am doole yu Charlotte, ci Bëj-ganaaru Karolin, mooy ni dafay maye ay tànnéef yu bari yu am baaxaay bu jeggi dayo ngir jabóot yi.",," One of strong points of Charlotte, North Carolina, is that it has an abundance of high-quality options for families.",0.0,1.7019977319155826,0.0,17.21865124978589,eng_Latn,100.00000000000004,100.0
"Q: This makes inexpensive zoom lenses hard to use in low-light conditions without a flash.
A:", Lii day deff yaatal bu yomb ci seetu yu dëgër ngir jëfandikoo ci ay anam yomb te leer teddu andakk melax.,, The lens is not fast enough.,0.0,0.18464326195709427,0.0,4.808114383730419,eng_Latn,0.8887839864973845,8.657363910377503
"Q: Traditionally, the heir to the throne would go straight into the military after finishing school.
A:"," Si Aada, donnu nguur gi warna dem si tak der ginaw bi mu pare jang.",, False,0.0,0.0,0.0,1.152073732718894,eng_Latn,0.0,1.2402487222463634
"Q: A cell is the smallest structural and functional unit of a living (things) organism.
A:", Benn néék mooy yeef bi geenee ndaw té eepp njariñ ci benn mbir buy dund., A cell is the smallest structural and functional unit of a living (things) organism., Cell is the basic structural and functional unit of life.,1.727223799216787,1.54582481630137,7.3939224046732654,6.8717551234631395,eng_Latn,26.74467209059257,50.30792323882402
"Q: Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries.
A:"," Gëstukati Lead yi wax nañu ni lii mën naa waral ñu teel gis kaanseer, tiberkilooz, VIH ak sibiru ci malaat yi nekk ci réew yu neew doole yi, fi nga xamatane dayoob ñu nekk ci digante dundu ak dee ci feebar yu melni kanseer di sin mën na nekk genwàll ci réew yu am doole yooyu.",," The researchers say that the new technology could be used to detect a wide range of diseases, including cancer, tuberculosis, HIV and malaria.",0.0,0.2731082192718655,0.0,10.919566530712041,eng_Latn,15.795114823301397,34.84257702796867
"Q: Germany code-named the attack “Operation Sealion”. Most of the British Army's heavy weapons and supplies had been lost when it evacuated from Dunkirk, so the army was fairly weak.
A:"," Alëmaañ mu ngi duppee woon cong gi “Operation Sealion”. Nganaayu arme biritanik bi yepp dañu leena ñàkk baa nu leen doon yóbbu jëlee leen Dunkirk, no one arme bi dafa xawoona ñàkk doole."," Germany code-named the attack “Operation Sealion”. Most of the British Army's heavy weapons and supplies had been lost when it evacuated from Dunkirk, so the army was fairly weak."," The British had a strong navy and air force, but the Germans had a strong army.",18.05757964184324,0.2639638000287589,23.213390190095915,7.225976678814627,eng_Latn,0.678973203505019,16.13542282850654
"Q: These aren't very nimble so the trail has to take a long swerve around the Transantarctic Mountains to come onto the plateau.
A:"," Yii nii ju bu ñu, kon yoon wi dafay am wiiri ci montaañ buy lëkkële antarktik di ñëw ci asset bi.",, The Transantarctic Mountains are a mountain range in Antarctica that separates the East Antarctic Ice Sheet from the West Antarctic Ice Sheet.,0.0,1.123099644603982,0.0,9.800745912897593,eng_Latn,15.252486773676054,31.3692685070125
"Q: There are infinite variations possible, but this remains what most people mean when they talk of ""going to Disney World"".
A:"," Am na pàcc yu bari te wuute, wante lii moy li ëp li nit yi di wax bu ñuy wax ni ""ño ngi dem Disney World"".",, The Magic Kingdom,0.0,0.0,0.0,2.405092606442066,eng_Latn,0.0,2.673956531744916
