prompt,query,reference,generation_function_vector,bleu_function_vector,chrf_function_vector,function_vector_lang,reference_lang,bleu_function_vector_lang,chrf_function_vector_lang,metricx_qe_function_vector,metricx_function_vector
"Q: ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.
A:","""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.","«Actualmente, tenemos ratones de cuatro meses de edad que antes solían ser diabéticos y que ya no lo son», agregó.",Los ahora se los  los  los se los que los los se los que los se los los los se los los los los se los los los los se los los los los se los los los los se los los los los Los los se los Los los Los se los Los los Los los Los se los Los los Los Los los Los Los se Los los Los Los Los Los Los Los Los Los Los Los Los Los Los Los Los Los Los Los Los Los Los Los Los Los Los Los Los Los,0.4357268709208794,6.062527581635895,spa_Latn," «Actualmente, tenemos ratones de cuatro meses de edad que antes solían ser diabéticos y que ya no lo son», agregó.",0.4357268709208794,6.062527581635895,20.75,20.0
"Q: Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.
A:","Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.","La investigación todavía se ubica en su etapa inicial, conforme indicara el Dr. Ehud Ur, docente en la carrera de medicina de la Universidad de Dalhousie, en Halifax, Nueva Escocia, y director del departamento clínico y científico de la Asociación Canadiense de Diabetes.",El Dr El Dr El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El,0.35896057761679323,1.237005407124859,vec_Latn," El dotor Ehud Ur, profesor de medesina a l’Università Dalhousie a Halifax, Nova Scossia e capo dea division clinica e sientifia de l’Asociasion Diabete del Canada ga avisà che el studio xe ancora nee fasi inisiałi.",0.35896057761679323,1.3628274008115444,25.0,23.875
"Q: Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.
A:","Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.","Al igual que otros especialistas, es escéptico acerca de si la diabetes tiene cura y remarca que estos descubrimientos no son relevantes para quienes que ya padecen de diabetes de tipo 1.","El La que el La, se el La, se el La, se El La, El La, se El La, El La, El La, El La, El La, El La, El La, El La, El La, El La, El La, El La, El La, El La, El La, El La, El La, El La, El La, El La, El La, El La, El La, El La, El La, El La,",0.426878472907377,4.485344418090993,lmo_Latn," Coma olter esperts, a’l g’ha cres minga tant qe ‘l diabet ‘l pœ vesser curad, parqè qeste descoverte i g’han nuguna rellevanza par le persone qe i g’han jemò ‘l diabet de Tip 1.",0.426878472907377,3.9983042832443925,24.75,22.75
"Q: On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.
A:","On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.","El lunes, Sara Danius, secretaria permanente del Comité por el Nobel de Literatura de la Academia Sueca, declaró públicamente en un programa radiofónico de Sveriges, en Suecia, que, al no poder contactar directamente con Bob Dylan para comunicarle el premio en Literatura 2016, el comité había abandonado sus esfuerzos por comunicarse con él.","En el día, la La La La, el La La, el La La, el La La, el La La, el La La, el La La, La La La, el La La, La La La, el La La, La La La, La La La, La La La, La La La, La La La, La La La, La La La, La La La, La La La, La La La, La La La, La La La, La La La",0.6383322041916221,6.221168652121278,lmo_Latn," Ol lundesdì Sara Dabius, secretar permanent de la Comision dol Nobel par la Literatura a la Academia Svedes, la g’ha nonziad durant un program radio in su Sveriges Radio qe ‘l comitad, qe ‘l g’é minga ruvad a contatar Bob Dylan par la sò vitòria dol Premi Nobel in Literatura ind ol 2016, a ‘l g’ha decidud desmeter de circar de contatar-l.",0.8452619222660946,4.680786847477701,25.0,25.0
"Q: Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""
A:","Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""","Danius declaró: «Actualmente no estamos haciendo nada. Llamé y envié correos electrónicos a su asistente más cercano y recibí contestaciones muy cordiales. Por el momento, eso es sin dudas suficiente».","El Dani, se el que se el que se el que se el que se el que se el que se el que se el que se el que se el que se el que se el que se el el que se el el que se el el que se el el que se el el que se el el que se el el se el el que se el el el que se el el el el que se el el el el el se el el el el el se el el el el el el",0.4724186878758777,5.671265733621261,spa_Latn," Danius declaró: «Actualmente no estamos haciendo nada. Llamé y envié correos electrónicos a su asistente más cercano y recibí contestaciones muy cordiales. Por el momento, eso es sin dudas suficiente».",0.4724186878758777,5.671265733621261,23.0,22.75
"Q: Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.
A:","Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.","Con anterioridad, el director ejecutivo de Ring, Jamie Siminoff, mencionó que la compañía había iniciado a raíz de que el timbre de su entrada no podía oírse desde la tienda que tenía montada en su garaje.","Anteriormente, el La La La, el La La, el La La, el La La, el La La, La La, el La La, La La, el La La, La La, La La, La La, La La, La La, La La, La La, La La, La La, La La, La La, La La, La La, La La, La La, La La, La La, La La, La La, La La, La",0.9119981239179452,7.406953000947553,lmo_Latn," Inanz ol CEO de Ring, Jamie Siminoff, a’l g’ha sotallinead qe la compagnia la g’ha comenzad quand qe ‘l sò campanell ‘l se possiva minga odir de la sò botiga ind ol sò garaj.",0.4312572865610176,5.116518896774876,24.625,23.875
"Q: He built a WiFi door bell, he said.
A:","He built a WiFi door bell, he said.",Él dijo que construyó un timbre wifi.,El se el Se se el Se se El se se El se El se El se El se El se El se El se El se El se El se El se El se El se El se El se El se El El se El El se El El se El El El El se El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El,0.0,0.7716049382716049,vec_Latn," Ga costruìo un canpaneo wifi, el ga dito.",0.35896057761679323,1.3987356301409135,16.25,18.0
"Q: Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.
A:",Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,"Siminoff declaró que las ventas se dispararon luego de su aparición en un episodio de Shark Tank en el año 2013, en el que el panel del programa televisivo se negó a financiar la puesta en marcha de la compañía.",Sim El Simin se el Se el Se el Sim El El Se El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El,0.5367712622457371,4.170627552652821,vec_Latn, Siminoff ga dito che łe vendite ga vùo ‘na spinta dopo che xe stà in ‘n episodio de Shank Tank nel 2013 dove ła giuria del programa gaveva rifiutà de finansiàr ła nova inpresa.,0.35896057761679323,2.5927956234497285,23.375,22.625
"Q: In late 2017, Siminoff appeared on shopping television channel QVC.
A:","In late 2017, Siminoff appeared on shopping television channel QVC.","Hacia fines del año 2017, Siminoff hizo una aparición en el canal de compras televisadas QVC.",En el año Sim Sim en el  El Sim en el El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El El,0.8625145731220353,6.913082345737194,vec_Latn, Ała fine del 2017 Siminoff xe aparso sul canałe tełevisivo de vendite QVC.,0.36264270632120366,3.205434629713478,24.0,23.75
"Q: Ring also settled a lawsuit with competing security company, the ADT Corporation.
A:","Ring also settled a lawsuit with competing security company, the ADT Corporation.","Ring también llegó a un acuerdo en el litigio con la compañía de seguridad de la competencia, ADT Corporation.","El La La La, el La La se el La La, el La La se el La La, el La La La La, el La La La La, el La La La La, el La La La La, el La La La La, La La La La, el La La La La, La La La La, El La La La La, La La La La, El La La La La, La La La La, El La La La La, La La La La,",0.426878472907377,4.303997041969297,lmo_Latn," Ring a’l g’ha pò anc resulvud una causa cond una impresa de sigureza rivalla, la ADT Corporation.",0.35896057761679323,3.617734220521828,23.625,24.375
