prompt,query,reference,generation_function_vector,bleu_function_vector,chrf_function_vector,function_vector_lang,reference_lang,bleu_function_vector_lang,chrf_function_vector_lang
"Q: ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.
A:","""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",「我々が飼っている生後4か月のマウスはかつて糖尿病でしたが現在は糖尿病ではない、」と彼は付け加えました。,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic.""",0.0,0.2606882168925964,eng_Latn," ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",83.46641868857333,85.54155904084021
"Q: Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.
A:","Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.",ノバスコシア州ハリファックスにあるダルハウジー大学医学部教授でカナダ糖尿病協会の臨床・科学部門の責任者を務めるエフード・ウル博士は、この研究はまだ初期段階にあるとして注意を促しました。,糖尿病の専門家であるダラス大学の医学教授エフド・ウルは、この研究はまだ初期段階にあると警告した。,11.764220478235712,23.151565598116328,jpn_Jpan, ノバスコシア州ハリファックスにあるダルハウジー大学医学部教授でカナダ糖尿病協会の臨床・科学部門の責任者を務めるエフード・ウル博士は、この研究はまだ初期段階にあるとして注意を促しました。,11.764220478235712,23.151565598116328
"Q: Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.
A:","Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.",他の専門家たちと同様に、彼は糖尿病を完治できるかどうかについては懐疑的であり、これらの調査結果はすでにI型糖尿病を患っている人々には何の関連性もないことを指摘しています。,他の専門家と同様に、糖尿病は治療できると主張している。,1.0077341424251436,10.855685811993489,jpn_Jpan, 他の専門家たちと同様に、彼は糖尿病を完治できるかどうかについては懐疑的であり、これらの調査結果はすでにI型糖尿病を患っている人々には何の関連性もないことを指摘しています。,1.0077341424251436,10.855685811993489
"Q: On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.
A:","On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.",スウェーデンアカデミーのノーベル文学委員会の常任幹事であるサラ・ダニウス氏は月曜日、スウェーデンの公共放送ラジオの番組の中で、同委員会が2016年のノーベル文学賞受賞についてボブ・ディラン氏と直接連絡を取れなかったため、同氏と連絡を取ることを諦めたことを公に発表しました。,2016年ノーベル文学賞を受賞したボブ・ディランは、スウェーデンアカデミーの常務秘書であるサラ・ダニウスによって、直接連絡を取ることができず、ノーベル文学賞を受賞したボブ・ディランは、スウェーデンアカデミーの常務秘書であるサラ・ダニウスによって、直接連絡を取ることができず、ノーベル文学賞を受賞したボブ・ディ,18.393894339780882,30.47173691336012,jpn_Jpan, スウェーデンアカデミーのノーベル文学委員会の常任幹事であるサラ・ダニウス氏は月曜日、スウェーデンの公共放送ラジオの番組の中で、同委員会が2016年のノーベル文学賞受賞についてボブ・ディラン氏と直接連絡を取れなかったため、同氏と連絡を取ることを諦めたことを公に発表しました。,18.393894339780882,30.47173691336012
"Q: Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""
A:","Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""",ダニアスは「今は何もしていない。彼の親しい協力者に電話をかけたり、メールを送ったりしたが、非常に友好的な返事が返ってきた。今のところは、確かにそれで十分だ。」と語った。,ダニウスは言った、「今は何もしていない。私は彼の最も近い協力者と連絡を取り、非常にフレンドリーな返信を得た。今後は十分だ。,15.509466325274243,20.14485383214813,jpn_Jpan, ダニアスは「今は何もしていない。彼の親しい協力者に電話をかけたり、メールを送ったりしたが、非常に友好的な返事が返ってきた。今のところは、確かにそれで十分だ。」と語った。,15.509466325274243,20.14485383214813
"Q: Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.
A:","Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.",RingのCEOであるジェイミー・スミノフは以前に、玄関の呼び出し音がガレージにある自分店から聞こえなかったことから事業を始めたと述べました。,以前、リングのCEOであるジェイミー・シモフは、ドアベルが聞き取りにくいので、彼のショップから発言した。,14.386099448121255,18.1347566660705,jpn_Jpan, RingのCEOであるジェイミー・スミノフは以前に、玄関の呼び出し音がガレージにある自分店から聞こえなかったことから事業を始めたと述べました。,14.386099448121255,18.1347566660705
"Q: He built a WiFi door bell, he said.
A:","He built a WiFi door bell, he said.",彼はWi-Fiで鳴るドアベルを作ったそうです。,彼がWiFiドアベルを作ったと言いました。,14.827340167306762,28.11472015041887,jpn_Jpan, 彼はWi-Fiで鳴るドアベルを作ったそうです。,14.827340167306762,28.11472015041887
"Q: Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.
A:",Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,シミノフ氏は、2013年にシャークタンクのエピソードに出演した後、番組委員会が資金提供を辞退した後に売上が急激に伸びたと述べています。,2013年、シマノフは、2013年にテレビ番組の審査員が起業資金を拒否したため、売り上げが伸びた。,4.888145728377605,14.243254776802218,jpn_Jpan, シミノフ氏は、2013年にシャークタンクのエピソードに出演した後、番組委員会が資金提供を辞退した後に売上が急激に伸びたと述べています。,4.888145728377605,14.243254776802218
"Q: In late 2017, Siminoff appeared on shopping television channel QVC.
A:","In late 2017, Siminoff appeared on shopping television channel QVC.",2017年後半にシミノフ氏はテレビショッピング「QVC」に出演しました。,2017年末、シミニフはショッピングテレビチャンネルQVCに出演した。,6.972648853058603,28.070441602276887,jpn_Jpan, 2017年後半にシミノフ氏はテレビショッピング「QVC」に出演しました。,6.972648853058603,28.070441602276887
"Q: Ring also settled a lawsuit with competing security company, the ADT Corporation.
A:","Ring also settled a lawsuit with competing security company, the ADT Corporation.",Ringはまた、競合するセキュリティ企業であるADTとの訴訟で和解しました。,1990年代、リングは競合するセキュリティ会社、ADTコーポレーションと提携して、セキュリティシステムを開発しました。,8.899891914341406,24.393701864748294,jpn_Jpan, Ringはまた、競合するセキュリティ企業であるADTとの訴訟で和解しました。,8.899891914341406,24.393701864748294
