prompt,query,reference,generation_function_vector,bleu_function_vector,chrf_function_vector,function_vector_lang,reference_lang,bleu_function_vector_lang,chrf_function_vector_lang,metricx_qe_function_vector
"Q: «Actualmente, tenemos ratones de cuatro meses de edad que antes solían ser diabéticos y que ya no lo son», agregó.
A:","«Actualmente, tenemos ratones de cuatro meses de edad que antes solían ser diabéticos y que ya no lo son», agregó.","""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.","Currently, we have rats that are four months old, which, previously, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats, rats",0.8367646333598532,11.29358878317645,krc_Cyrl,,,,16.375
"Q: La investigación todavía se ubica en su etapa inicial, conforme indicara el Dr. Ehud Ur, docente en la carrera de medicina de la Universidad de Dalhousie, en Halifax, Nueva Escocia, y director del departamento clínico y científico de la Asociación Canadiense de Diabetes.
A:","La investigación todavía se ubica en su etapa inicial, conforme indicara el Dr. Ehud Ur, docente en la carrera de medicina de la Universidad de Dalhousie, en Halifax, Nueva Escocia, y director del departamento clínico y científico de la Asociación Canadiense de Diabetes.","Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.","The research is still in its initial stage, as the Dr. Ehud Ur, the researcher, the research is still in its initial stage, The research is still in its initial stage, The research is still in the initial stage, The research is still in the initial stage, The research is still in the initial stage, The research is still in the initial stage, The research is still in the initial stage, The research is still in the initial stage, The research is still in the initial stage",9.315391675181546,23.781734168112713,eng_Latn," Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.",9.315391675181546,23.781734168112713,15.125
"Q: Al igual que otros especialistas, es escéptico acerca de si la diabetes tiene cura y remarca que estos descubrimientos no son relevantes para quienes que ya padecen de diabetes de tipo 1.
A:","Al igual que otros especialistas, es escéptico acerca de si la diabetes tiene cura y remarca que estos descubrimientos no son relevantes para quienes que ya padecen de diabetes de tipo 1.","Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.","Like other experts, he is skeptical that diabetes has cure and it is not relevant for those who diabetes has cure, like other experts, he is skeptical that diabetes has cure, like other experts, he is skeptical that diabetes has cure, like other experts, he is skeptical that diabetes has cure, like other experts, he is skeptical that diabetes has cure, like other experts, he is skeptical that diabetes has cure, like other experts, he is skeptical that diabetes has cure, like other experts, he",6.068750039821331,29.30757654385912,eng_Latn," Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.",6.068750039821331,29.30757654385912,21.875
"Q: El lunes, Sara Danius, secretaria permanente del Comité por el Nobel de Literatura de la Academia Sueca, declaró públicamente en un programa radiofónico de Sveriges, en Suecia, que, al no poder contactar directamente con Bob Dylan para comunicarle el premio en Literatura 2016, el comité había abandonado sus esfuerzos por comunicarse con él.
A:","El lunes, Sara Danius, secretaria permanente del Comité por el Nobel de Literatura de la Academia Sueca, declaró públicamente en un programa radiofónico de Sveriges, en Suecia, que, al no poder contactar directamente con Bob Dylan para comunicarle el premio en Literatura 2016, el comité había abandonado sus esfuerzos por comunicarse con él.","On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.","On Monday, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the Swedish, the",2.057814691762219,11.937380235947991,eng_Latn," On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.",2.057814691762219,11.937380235947991,21.75
"Q: Danius declaró: «Actualmente no estamos haciendo nada. Llamé y envié correos electrónicos a su asistente más cercano y recibí contestaciones muy cordiales. Por el momento, eso es sin dudas suficiente».
A:","Danius declaró: «Actualmente no estamos haciendo nada. Llamé y envié correos electrónicos a su asistente más cercano y recibí contestaciones muy cordiales. Por el momento, eso es sin dudas suficiente».","Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""","Danius said: ""Currently, we are not doing anything. I called and sent a message to the current, and it is not currently, it is not doing anything, it is not doing anything, it is not currently, it is not currently, it is not currently, it is not currently, it is not currently, it is not currently, it is not currently, it is not currently, it is not currently, it is not currently, it is not currently, it is not currently",3.131196698350704,24.555355802795372,eng_Latn," Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""",3.131196698350704,24.555355802795372,16.25
"Q: Con anterioridad, el director ejecutivo de Ring, Jamie Siminoff, mencionó que la compañía había iniciado a raíz de que el timbre de su entrada no podía oírse desde la tienda que tenía montada en su garaje.
A:","Con anterioridad, el director ejecutivo de Ring, Jamie Siminoff, mencionó que la compañía había iniciado a raíz de que el timbre de su entrada no podía oírse desde la tienda que tenía montada en su garaje.","Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.","In the previous, the director executive, Jamie Simin, the company, the company, the previous, the director executive, the previous, the director executive, the previous, the director executive, the previous, the director executive, the previous, the director executive, the previous, the director executive, the previous, the director executive, the previous, the director executive, the previous, the director executive, the previous, the director executive, the previous, the director executive, the previous, the director",1.0015733693066158,15.422030631941505,eng_Latn," Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.",1.0015733693066158,15.422030631941505,17.125
"Q: Él dijo que construyó un timbre wifi.
A:",Él dijo que construyó un timbre wifi.,"He built a WiFi door bell, he said.","He said that he said that he built a wireless clock, He said that he said that he built a wireless clock, He said that he said that he built a wireless clock, He said that he said that he built a wireless clock, He said that he said that he built a wireless clock, He said that he said that he built a wireless clock, He said that he said that he built a wireless clock, He said that he said that he built a wireless clock, He said that he",0.9665805096182079,12.332729719688421,eng_Latn," He built a WiFi door bell, he said.",0.9665805096182079,12.332729719688421,9.4375
"Q: Siminoff declaró que las ventas se dispararon luego de su aparición en un episodio de Shark Tank en el año 2013, en el que el panel del programa televisivo se negó a financiar la puesta en marcha de la compañía.
A:","Siminoff declaró que las ventas se dispararon luego de su aparición en un episodio de Shark Tank en el año 2013, en el que el panel del programa televisivo se negó a financiar la puesta en marcha de la compañía.",Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,Siminoff said that sales were skyrocketed after the company was the company was the company was the company was the company was the company was the company was the company was the company was the company was the company was the company was the company was the company was the company was the company was the company was the company was the company was the company was the company was the company was the company was the company was the company was the company was the company was the company was the company was the company was,2.8986377179120186,15.951117236977977,eng_Latn, Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,2.8986377179120186,15.951117236977977,20.875
"Q: Hacia fines del año 2017, Siminoff hizo una aparición en el canal de compras televisadas QVC.
A:","Hacia fines del año 2017, Siminoff hizo una aparición en el canal de compras televisadas QVC.","In late 2017, Siminoff appeared on shopping television channel QVC.","Towards the end of 2017, Simminoff appeared on the television channel QVC, Towards the end of 2 The end of 2017, Simmin The end of 2017, Simmin The end of 2017, Simmin The end of 2017, Simmin The end of 2017, Simmin The end of 2017, Simmin The end of 2 The end",5.619172458146456,39.80684010824924,eng_Latn," In late 2017, Siminoff appeared on shopping television channel QVC.",5.619172458146456,39.80684010824924,13.3125
"Q: Ring también llegó a un acuerdo en el litigio con la compañía de seguridad de la competencia, ADT Corporation.
A:","Ring también llegó a un acuerdo en el litigio con la compañía de seguridad de la competencia, ADT Corporation.","Ring also settled a lawsuit with competing security company, the ADT Corporation.","Ring also reached an agreement with the company, Ring also reached an agreement with the company, Ring also reached an agreement with the company, Ring also reached an agreement with the company, Ring also reached an agreement with the company, Ring also reached an agreement with the company, The company, The company, The company, The company, The company, The company, The company, The company, The company, The company, The company, The company, The company, The company, The company, The",1.123607329764487,16.431986597896724,eng_Latn," Ring also settled a lawsuit with competing security company, the ADT Corporation.",1.123607329764487,16.431986597896724,11.0
