prompt,query,reference,generation_function_vector,bleu_function_vector,chrf_function_vector,function_vector_lang,reference_lang,bleu_function_vector_lang,chrf_function_vector_lang,metricx_qe_function_vector,metricx_function_vector
"Q: ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.
A:","""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.","«Actualmente, tenemos ratones de cuatro meses de edad que antes solían ser diabéticos y que ya no lo son», agregó.","""We now have 4-month-old mice que no son diabéticos que antes eran diabéticos"", añadió.",6.681071581248928,24.60507899493288,spa_Latn," «Actualmente, tenemos ratones de cuatro meses de edad que antes solían ser diabéticos y que ya no lo son», agregó.",6.681071581248928,24.60507899493288,23.0,23.625
"Q: Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.
A:","Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.","La investigación todavía se ubica en su etapa inicial, conforme indicara el Dr. Ehud Ur, docente en la carrera de medicina de la Universidad de Dalhousie, en Halifax, Nueva Escocia, y director del departamento clínico y científico de la Asociación Canadiense de Diabetes.","Dr. Ehud Ur, profesor de medicina en Dalhousie University en Halifax, Canadá y presidente de la división clínica y científica de la Asociación Canadiense de Diabetes advirtió que la investigación está en sus primeras etapas.",28.052910472408254,47.9593562925545,spa_Latn," La investigación todavía se ubica en su etapa inicial, conforme indicara el Dr. Ehud Ur, docente en la carrera de medicina de la Universidad de Dalhousie, en Halifax, Nueva Escocia, y director del departamento clínico y científico de la Asociación Canadiense de Diabetes.",28.052910472408254,47.9593562925545,1.5546875,1.6328125
"Q: Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.
A:","Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.","Al igual que otros especialistas, es escéptico acerca de si la diabetes tiene cura y remarca que estos descubrimientos no son relevantes para quienes que ya padecen de diabetes de tipo 1.","Like some otros expertos, él es sostenido que no se puede curar la diabetes, notando que estos resultados no tienen relevancia para las personas que ya tienen diabetes tipo 1.",4.3007030130408355,38.80575578444276,spa_Latn," Al igual que otros especialistas, es escéptico acerca de si la diabetes tiene cura y remarca que estos descubrimientos no son relevantes para quienes que ya padecen de diabetes de tipo 1.",4.3007030130408355,38.80575578444276,10.6875,10.1875
"Q: On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.
A:","On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.","El lunes, Sara Danius, secretaria permanente del Comité por el Nobel de Literatura de la Academia Sueca, declaró públicamente en un programa radiofónico de Sveriges, en Suecia, que, al no poder contactar directamente con Bob Dylan para comunicarle el premio en Literatura 2016, el comité había abandonado sus esfuerzos por comunicarse con él.","Sara Danius, laurada en la literatura en 2016, anunció públicamente durante un programa de radio en Sveriges Radio, en Suecia, que la Comisión Nobel de Literatura, incapaz de contactar a Bob Dylan directamente, abandonó sus esfuerzos para contactar a este músico, que no ha recibido el premio Nobel de Literatura en 2016.",18.417265871919863,48.06745767124019,spa_Latn," El lunes, Sara Danius, secretaria permanente del Comité por el Nobel de Literatura de la Academia Sueca, declaró públicamente en un programa radiofónico de Sveriges, en Suecia, que, al no poder contactar directamente con Bob Dylan para comunicarle el premio en Literatura 2016, el comité había abandonado sus esfuerzos por comunicarse con él.",18.417265871919863,48.06745767124019,9.25,9.5
"Q: Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""
A:","Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""","Danius declaró: «Actualmente no estamos haciendo nada. Llamé y envié correos electrónicos a su asistente más cercano y recibí contestaciones muy cordiales. Por el momento, eso es sin dudas suficiente».","Danius dijo, ""Actualmente estamos haciendo nada. Llamé y envié correos a su colaborador más cercano y recibimos respuestas muy amables. Por ahora, eso es bastante suficiente.""",33.544096281911095,53.20845227787706,spa_Latn," Danius declaró: «Actualmente no estamos haciendo nada. Llamé y envié correos electrónicos a su asistente más cercano y recibí contestaciones muy cordiales. Por el momento, eso es sin dudas suficiente».",33.544096281911095,53.20845227787706,4.625,4.40625
"Q: Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.
A:","Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.","Con anterioridad, el director ejecutivo de Ring, Jamie Siminoff, mencionó que la compañía había iniciado a raíz de que el timbre de su entrada no podía oírse desde la tienda que tenía montada en su garaje.","Elaborando la respuesta, el CEO de Ring, Jamie Siminoff, dijo que la empresa comenzó cuando su buzón no era audible desde su tienda en su garaje.",22.21573763544421,35.21208257170414,spa_Latn," Con anterioridad, el director ejecutivo de Ring, Jamie Siminoff, mencionó que la compañía había iniciado a raíz de que el timbre de su entrada no podía oírse desde la tienda que tenía montada en su garaje.",22.21573763544421,35.21208257170414,6.15625,7.125
"Q: He built a WiFi door bell, he said.
A:","He built a WiFi door bell, he said.",Él dijo que construyó un timbre wifi.,"¿Se construyó un buzón de WiFi, dijo que.",15.133218633429316,48.11495592362805,spa_Latn, Él dijo que construyó un timbre wifi.,15.133218633429316,48.11495592362805,15.25,16.5
"Q: Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.
A:",Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,"Siminoff declaró que las ventas se dispararon luego de su aparición en un episodio de Shark Tank en el año 2013, en el que el panel del programa televisivo se negó a financiar la puesta en marcha de la compañía.","Siminoff, quien se convirtió en el primer hombre en ser seleccionado para la serie de televisión Shark Tank, dijo que las ventas se fortalecieron después de su aparición en la serie de televisión Shark Tank en 2013, donde la serie de televisión panel de la serie de televisión panel de la serie de televisión panel de la serie de televisión panel de la serie de televisión panel de la serie de televisión panel de la serie",13.714705052496416,36.96499972205805,spa_Latn," Siminoff declaró que las ventas se dispararon luego de su aparición en un episodio de Shark Tank en el año 2013, en el que el panel del programa televisivo se negó a financiar la puesta en marcha de la compañía.",13.714705052496416,36.96499972205805,19.25,19.25
"Q: In late 2017, Siminoff appeared on shopping television channel QVC.
A:","In late 2017, Siminoff appeared on shopping television channel QVC.","Hacia fines del año 2017, Siminoff hizo una aparición en el canal de compras televisadas QVC.","En la televisión de compras en QVC, Siminoff apareció en diciembre de 2017.",11.39898951975894,34.84754454790929,spa_Latn," Hacia fines del año 2017, Siminoff hizo una aparición en el canal de compras televisadas QVC.",11.39898951975894,34.84754454790929,6.125,6.71875
"Q: Ring also settled a lawsuit with competing security company, the ADT Corporation.
A:","Ring also settled a lawsuit with competing security company, the ADT Corporation.","Ring también llegó a un acuerdo en el litigio con la compañía de seguridad de la competencia, ADT Corporation.","The Ring también resolvió un litigio con la empresa de seguridad ADT Corporation, que se ha establecido en la empresa de seguridad ADT Corporation, que se ha establecido en la empresa de seguridad ADT Corporation, que se ha establecido en la empresa de seguridad ADT Corporation, que se ha establecido en la empresa de seguridad ADT Corporation, que se ha establecido en la empresa de seguridad ADT Corporation, que se ha establecido en la empresa de seguridad",4.784049605869867,31.66394717012292,spa_Latn," Ring también llegó a un acuerdo en el litigio con la compañía de seguridad de la competencia, ADT Corporation.",4.784049605869867,31.66394717012292,24.25,22.0
