prompt,query,reference,generation_function_vector,bleu_function_vector,chrf_function_vector,function_vector_lang,reference_lang,bleu_function_vector_lang,chrf_function_vector_lang,metricx_qe_function_vector,metricx_function_vector
"Q: ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.
A:","""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.","""Limu wax mooy, leegi am nañu am jinaxu 4 weer yu musoon am jabet te leegi ama tuñu ko. ""","""Neeñn yeeñn yeeñn yeeñn yeeñn yeeñn yeeñn yeeñn yeeñn yeeñn yeeñn yeeñn yeeñn yeeñn yeeñn yeeñn yeeñn yeeñn yeeñn yeeñn yeeñn yeeñn yeeñn yeeñn yeeñ",0.47462176237300036,3.4872874688064193,dik_Latn," ɣook  ka nɔŋ  rïɛ̈c nɔŋ pɛ̈ï ka ŋuan cïn guɔ̈p tuany ëë thukar ku  ka ke ye gup naŋ tuany ëë thukar"", acï juak.",0.0,2.154921463115644,25.0,25.0
"Q: Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.
A:","Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.","Dr. Ehud Ur, professor ci walum paj ci dara bu magg bi Dalhousie ca Halifax, Nova Scotia ak siisu paccu paj ak xam-xam ca mbootay ñu am jabët ci Kanadaa artuna ni saaytu bi dama nekk ci bés yu jiitu yi.",Dr. Yaañiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñiñi,1.1292853412400066,3.3330278385959673,arn_Latn,,,,25.0,25.0
"Q: Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.
A:","Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.","Ni yénééni borom xamxam yi, geemulni gni am jabét meenna gno wér, di waxni geestu yi amugnu solo dara ci nit yi am jabétu Type 1.",Niiñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñeeñee,0.0,1.7712841463674518,wol_Latn," Ni yénééni borom xamxam yi, geemulni gni am jabét meenna gno wér, di waxni geestu yi amugnu solo dara ci nit yi am jabétu Type 1.",0.0,1.7712841463674518,25.0,25.0
"Q: On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.
A:","On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.","Altine, Sara Danius, sekreteer permanaa bu Comité Nobel bu literature ci Academi bu Suede, dafa xamle ci benn emisioŋu rajo ci Sveriges Radio ca Suède ni ginaaw kuréel gi mënul jokkoo ak Bob Dylan ci ki gàddu neexalu Nobel ci literature 2016, dakkal nañu li ñu ko doon jéema jokkoo ak moom.","On Monday, Sara Danius, ciññeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñ",4.036722184436621,7.7163239355452,grn_Latn," Arakõipe, Sara Danius, secretaria permanente Comité Nobel Ñe'ẽporãhaipyrepe upe Academia Sueca pe, oikuauka kuri publicamente peteĩ radio programa jave upe Radio Sveriges pe, Suecia pe, upe comité ndaikatúigui oñe'ẽ Karai Bob Dylan ndive omombe'u haguã chupe ogana hague pe Premio Nobel Ñe'ẽporãhaipyrepe 2016 pegua, ohejama kuri pe ñeha'ã oñe'ẽ haguã hendive.",2.8833232699091425,7.568001729345385,25.0,25.0
"Q: Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""
A:","Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""","Danius wax na ni, “Fimne nii defu ñu dara. Woote na te yónnee naa ay m-bataaxal ci way-liggéeyandoowam biko gëna jege te jot ay tontu yu neex lool. Léegi, loolu war naa doy.”","Danius yoon, ""Yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, yoon, y",1.245943405081048,6.017838520873396,xho_Latn," UDanius uthe, ""Ngalo mzuzu asenzi nto. Ndinxebelelene ndathumela i-imeyile koyemtu ophangela kufuphi naye ndafumana iimpendulo ezinobuhlobo kakhulu. Okwangoku, oku kwanele.""",1.245943405081048,4.902646290043522,23.5,25.0
"Q: Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.
A:","Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.","Bu njëkk, Direktëru Ring, Jamie Siminoff, dafa gisoon ni këru liggéeyukaay bi tambaliwoon na biñu mënul woon dégg limuy sab ci magasiinam bi nekk ci garaasam.",Yëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñëñë,0.35896057761679323,0.5650994575045208,chv_Cyrl,,,,25.0,25.0
"Q: He built a WiFi door bell, he said.
A:","He built a WiFi door bell, he said.","Defar na ab sonëri buntu buy doxee WIFI, ci limu wax.","Yaa, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, yoo, y",0.5398548275054964,1.988042002746016,wol_Latn," Defar na ab sonëri buntu buy doxee WIFI, ci limu wax.",0.5398548275054964,1.988042002746016,10.75,16.0
"Q: Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.
A:",Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,Siminoff wax na ne njaay yi dañoo yokku gannaaw ba mu feeñee ci 2013 ci benn episodu Shark Tank fa gurupi xew xew gi bañee dugal seen xaalis ci këru liggéeyukaay gu ndaw guy dooga door.,Simuneeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñeñ,0.8013531907080245,3.564265402866198,grn_Latn," Siminoff he'íkuri pe ñemu ojupi tuicha ha'e osẽ rire Shark Tank episodio-pe 2013-pe, upépe umi show panel-pegua ombotovékuri ome'ẽ hag̃ua chupe pirapire oñepyrũ hag̃ua iñemuha.",0.7711171045735049,3.419450351349057,25.0,25.0
"Q: In late 2017, Siminoff appeared on shopping television channel QVC.
A:","In late 2017, Siminoff appeared on shopping television channel QVC.","Ci njeexte 2017, la Siminoff feeñ ci television buy siiwal njaay bii di QVC.","In 2017, Simuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñuñ",0.8671339908544159,7.968513941074577,ast_Latn," A finales de 2017, Siminoff apaeció na canal de teletienda de QVC.",0.7291698644541256,11.365591272174374,25.0,25.0
"Q: Ring also settled a lawsuit with competing security company, the ADT Corporation.
A:","Ring also settled a lawsuit with competing security company, the ADT Corporation.",Ring lijjanti na jàppante bi amoon ci wàllu yoon ak ADT Corporation bii di seen wujj ci liggéey.,"Yaa, yoon baa yoon baa yoon baa yoon baa yoon baa yoon baa yoon baa yoon baa yoon baa yoon baa yoon baa yoon baa yoon baa yoon baa yoon baa yoon baa yoon baa yoon baa yoon baa yoon baa yoon baa yoon baa yoon baa yoon baa y",0.7144315612998046,5.249277826938446,gaz_Latn," Riingi dabalataan himannaa seeraa dhaabbata nageenyaa isa waliin dorgomu, Koorporeeshinii ADT irratti banee ture xumuraan ga’e.",0.7144315612998046,6.087682999956476,22.75,25.0
