prompt,query,reference,generation_function_vector,bleu_function_vector,chrf_function_vector,function_vector_lang,reference_lang,bleu_function_vector_lang,chrf_function_vector_lang,metricx_qe_function_vector,metricx_function_vector
"Q: ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.
A:","""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",「我々が飼っている生後4か月のマウスはかつて糖尿病でしたが現在は糖尿病ではない、」と彼は付け加えました。,"""We now have 4ヶ月の老犬が糖尿病の元々、4ヶ月の老犬が糖尿病の元々、現在、4ヶ月の老犬が糖尿病の元々、現在、現在、現在、現在、現在、現在、現在、現在、現在、現在、現在、現在、現在、現在、現在、現在、現在、現在、現在、現在、現在、現在、現在、現在、現在、現在、現在、現在、現在、現在、",0.5422773289161769,4.683305178828444,zho_Hant, 「我們有 4 個月大曾經罹患糖尿病老鼠現在沒有糖尿病了」他補充道。,0.5422773289161769,4.22244526815285,24.75,25.0
"Q: Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.
A:","Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.",ノバスコシア州ハリファックスにあるダルハウジー大学医学部教授でカナダ糖尿病協会の臨床・科学部門の責任者を務めるエフード・ウル博士は、この研究はまだ初期段階にあるとして注意を促しました。,Dr. エド・ユーは、カナダのダグラス大学の医科大学院で、カナダ糖尿病協会は、この研究はまだ初期段階です。,11.9427037397839,19.6551576555704,jpn_Jpan, ノバスコシア州ハリファックスにあるダルハウジー大学医学部教授でカナダ糖尿病協会の臨床・科学部門の責任者を務めるエフード・ウル博士は、この研究はまだ初期段階にあるとして注意を促しました。,11.9427037397839,19.6551576555704,10.625,12.6875
"Q: Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.
A:","Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.",他の専門家たちと同様に、彼は糖尿病を完治できるかどうかについては懐疑的であり、これらの調査結果はすでにI型糖尿病を患っている人々には何の関連性もないことを指摘しています。,糖尿病は、すでにタイプ1糖尿病の人は、すでにタイプ1糖尿病の人は、すでにタイプ1糖尿病の人は、すでにタイプ1糖尿病の人は、すでにタイプ1糖尿病の人は、すでにタイプ1糖尿病の人は、すでにタイプ1糖尿病の人は、すでにタイプ1糖尿病の人は、すでにタイプ1糖尿病の人は、すでにタイプ1糖尿病の人は、すでにタイプ1糖尿病の人は、すでにタイプ1糖尿病の人は、すでにタイプ1糖尿病の人は、すでにタイプ1糖尿病の,0.6183986441008578,4.529109661721627,jpn_Jpan, 他の専門家たちと同様に、彼は糖尿病を完治できるかどうかについては懐疑的であり、これらの調査結果はすでにI型糖尿病を患っている人々には何の関連性もないことを指摘しています。,0.6183986441008578,4.529109661721627,23.125,22.625
"Q: On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.
A:","On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.",スウェーデンアカデミーのノーベル文学委員会の常任幹事であるサラ・ダニウス氏は月曜日、スウェーデンの公共放送ラジオの番組の中で、同委員会が2016年のノーベル文学賞受賞についてボブ・ディラン氏と直接連絡を取れなかったため、同氏と連絡を取ることを諦めたことを公に発表しました。,2016年にノーベル文学賞を受賞した。,0.0510055510092227,6.812107952844988,jpn_Jpan, スウェーデンアカデミーのノーベル文学委員会の常任幹事であるサラ・ダニウス氏は月曜日、スウェーデンの公共放送ラジオの番組の中で、同委員会が2016年のノーベル文学賞受賞についてボブ・ディラン氏と直接連絡を取れなかったため、同氏と連絡を取ることを諦めたことを公に発表しました。,0.0510055510092227,6.812107952844988,25.0,25.0
"Q: Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""
A:","Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""",ダニアスは「今は何もしていない。彼の親しい協力者に電話をかけたり、メールを送ったりしたが、非常に友好的な返事が返ってきた。今のところは、確かにそれで十分だ。」と語った。,ダニウスは、今、彼が最も近い協力者から、今、彼が最も近い協力者から、今、彼が最も近い協力者から、今、彼が最も近い協力者から、今、彼が最も近い協力者から、今、彼が最も近い協力者から、今、彼が最も近い協力者から、今、彼が最も近い協力者から、今、彼が最も近い協力者から、今、彼が最も,0.7480029803745815,4.541867390479416,jpn_Jpan, ダニアスは「今は何もしていない。彼の親しい協力者に電話をかけたり、メールを送ったりしたが、非常に友好的な返事が返ってきた。今のところは、確かにそれで十分だ。」と語った。,0.7480029803745815,4.541867390479416,24.625,25.0
"Q: Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.
A:","Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.",RingのCEOであるジェイミー・スミノフは以前に、玄関の呼び出し音がガレージにある自分店から聞こえなかったことから事業を始めたと述べました。,以前、リングのCEO、ジャミー・シモンは、彼の店は、彼の店は、以前、リングのCEO、ジャミー・シモンは、以前、リングのCEO、ジャミー・シモンは、以前、リングのCEO、ジャミー・シモンは、以前、リングのCEO、ジャミー・シモンは、以前、リングのCEO、ジャミー・シモンは、以前、リングのCEO、ジャミー・シモンは、,1.1797322527454466,4.40134382379338,yue_Hant, 此前，Ring 的行政總裁Jamie Siminoff 表示公司創立的源由是從他車庫的店中聽不到門鈴。,0.36264270632120366,0.40933278755628333,23.25,24.125
"Q: He built a WiFi door bell, he said.
A:","He built a WiFi door bell, he said.",彼はWi-Fiで鳴るドアベルを作ったそうです。,彼はWiFiドアベルを建てた。彼は言った。,10.600313379512592,21.224081545941015,jpn_Jpan, 彼はWi-Fiで鳴るドアベルを作ったそうです。,10.600313379512592,21.224081545941015,4.84375,5.3125
"Q: Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.
A:",Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,シミノフ氏は、2013年にシャークタンクのエピソードに出演した後、番組委員会が資金提供を辞退した後に売上が急激に伸びたと述べています。,Siminoffは2013年のショーに登場したShark Tankの番組で、2013年のショーで、Siminoffは、2013年のショーで、Siminoffは、2013年のショーで、Siminoffは、2013年のショーで、Siminoffは、2013年のショーで、Siminoffは、2013年のショーで、Siminoffは、2013年のショーで、Siminoff,1.1014039432205798,6.444590433913399,yue_Hant, Siminoff 表示，2013 年他在《創智贏家》節目中亮相，節目的評審團拒絕為這間初創公司提供資金，其後銷量有所增長。,1.5576203941537503,7.335620748770616,25.0,25.0
"Q: In late 2017, Siminoff appeared on shopping television channel QVC.
A:","In late 2017, Siminoff appeared on shopping television channel QVC.",2017年後半にシミノフ氏はテレビショッピング「QVC」に出演しました。,2017年12月、シモニンはショッピングチャンネル QVC で、2017年12月、シモニンはショッピングチャンネル QVC で、2017年12月、シモニンはショッピングチャンネル QVC で、2017年12月、シモニンはショッピングチャンネル QVC で、2017年12月、シモニンはショッピングチャンネル QVC で、2017,0.7195175746258358,10.797939227745228,jpn_Jpan, 2017年後半にシミノフ氏はテレビショッピング「QVC」に出演しました。,0.7195175746258358,10.797939227745228,25.0,25.0
"Q: Ring also settled a lawsuit with competing security company, the ADT Corporation.
A:","Ring also settled a lawsuit with competing security company, the ADT Corporation.",Ringはまた、競合するセキュリティ企業であるADTとの訴訟で和解しました。,警報器も競合するセキュリティ会社と、競合するセキュリティ会社と、競合するセキュリティ会社と、競合するセキュリティ会社と、競合するセキュリティ会社と、競合するセキュリティ会社と、競合するセキュリティ会社と、競合するセキュリティ会社と、競合するセキュリティ会社と、競合するセキュリティ会社と、競合するセキュリティ会社と、競合するセキュリティ会社と、競合するセキュリティ会社と、競合するセキュリティ,2.6195948115399332,11.224114808747103,jpn_Jpan, Ringはまた、競合するセキュリティ企業であるADTとの訴訟で和解しました。,2.6195948115399332,11.224114808747103,20.25,23.125
