prompt,reference,generation_baseline,generation_function_vector,bleu_baseline,bleu_function_vector,chrf_baseline,chrf_function_vector
"Q: Pittman suggested that conditions wouldn't improve until sometime next week.
A:",M. Pittman a laissé entendre que les conditions ne s'amélioreraient pas avant la semaine prochaine., Pittman a propos que les conditions ne s'amélioreraient pas avant la semaine prochaine., Pittman suggested that conditions wouldn't improve until sometime next week.,75.03721585560763,3.7303716847300374,78.7357986975614,20.50180572650865
"Q: Each of these nomadic rampages or marches lasts for approximately 17 days.
A:",Chacun de ces raids ou chacune de ces razzias dure environ 17 jours., Chaque de ces marches ou de ces rampes a duré environ 17 jours., The first march was from the city of Kadesh to the city of Kadesh. The second march was from the city of Kadesh to the city of Kadesh. The third march was from the city of Kadesh to the city of Kadesh. The fourth march was from the city of Kadesh to the city of Kadesh. The fifth march was from the city,19.209534151258666,0.4285889246676481,48.12680613446009,8.330031089371245
"Q: The different constructions have different capabilities, are sensitive to different wave-lengths and have differing degrees of acuity, also they require different processing to make sense of the input and different numbers to work optimally.
A:","Les diverses constructions ont des capacités différentes, sont sensibles à des longueurs d’onde distinctes et ont des degrés d’acuité différents. Elles nécessitent également des traitements distincts pour l’interprétation des données reçues et les nombres qu’il leur faut pour fonctionner de manière optimale diffèrent aussi."," Les constructions différentes ont des capacités différentes, sont sensibles à des longueurs d'onde différentes et ont des degrés différents d'acuité, elles nécessitent également des traitements différents pour faire sens de l'entrée et des chiffres différents pour fonctionner optimalement.<eos>"," The different constructions have different capabilities, are sensitive to different wave-lengths and have differing degrees of acuity, also they require different processing to make sense of the input and different numbers to work optimally.",34.598672100471084,1.0974799445460242,58.692240101929414,19.526547052822472
"Q: The typhoon is estimated to be moving toward China at eleven kph.
A:",On estime que le typhon se dirige vers la Chine à une vitesse de 11 km/h., Le typhon est estimé à se déplacer vers la Chine à une vitesse de 11 km/h., The typhoon is estimated to be moving toward China at eleven kph.,57.28145662417072,2.161956367131169,66.31957780991243,19.01095402791736
"Q: Massa is due to be out for at least the rest of the 2009 season.
A:",Il est prévu que Massa soit absent au moins jusqu'à la fin de la saison 2019., Massa est indisponible pour au moins la saison 2009., I think he's out for the year.,8.852451580314403,1.5436644068195333,32.21123612965503,5.428839570909223
"Q: One of strong points of Charlotte, North Carolina, is that it has an abundance of high-quality options for families.
A:","Un des points forts de Charlotte, en Caroline du Nord, est l'abondance des services de haute qualité pour les familles."," Une des forces de Charlotte, en Caroline du Nord, est qu'elle a une abondance de choix de qualité pour les familles."," The city is home to a variety of attractions and activities that are sure to please the whole family. From the North Carolina Aquarium to the North Carolina Zoo, there is something for everyone to enjoy.",47.23068550135542,1.0648525923253458,67.59939020492712,17.460325386954345
"Q: This makes inexpensive zoom lenses hard to use in low-light conditions without a flash.
A:",Cela rend les objectifs zoom peu coûteux difficiles à utiliser dans des conditions de faible luminosité sans flash., Ce qui rend difficile d'utiliser des zooms à faible luminosité sans flash., I have a 10-22mm lens and it is very good for low light. I have a 10-22mm lens and it is very good for low light.,23.877645497636408,1.1599713834969503,44.73370058460317,11.222041539362033
"Q: Traditionally, the heir to the throne would go straight into the military after finishing school.
A:","Dans la tradition, l'héritier du trône faisait son service militaire après avoir fini ses études."," En France, le prince héritier allait directement au service militaire après avoir fini ses études.", The heir to the throne would go straight into the military after finishing school.,36.38589897066981,1.5388879966323197,56.52384136043407,15.595955239939757
"Q: A cell is the smallest structural and functional unit of a living (things) organism.
A:",Une cellule est la plus petite unité structurelle et fonctionnelle d'un organisme vivant., Un cell est la plus petite unité structurale et fonctionnelle d'un organisme vivant., A cell is the smallest structural and functional unit of a living organism.,63.832403259199225,1.9218385341145365,82.33190242075204,25.290774553991866
"Q: Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries.
A:","Selon les chercheurs principaux, cela pourrait permettre une détection précoce du cancer, de la tuberculose, du VIH et du paludisme chez les patients des pays à faible revenu, où le taux de survie à des maladies telles que le cancer du sein peut être deux fois moins élevé que dans les pays riches."," Les chercheurs avancent que cette technique pourrait permettre de détecter plus tôt le cancer, la tuberculose, l'hépatite et le paludisme chez les patients de pays en développement, où les taux de survie pour des maladies comme le cancer du sein peuvent être de moitié moins élevés que dans les pays riches.<eos>"," The researchers say the technology could also be used to detect other diseases, such as diabetes, heart disease and stroke.",29.125543504702723,0.26886338803129917,57.03026932789472,10.00514597867745
