prompt,query,reference,generation_function_vector,bleu_function_vector,chrf_function_vector,function_vector_lang,reference_lang,bleu_function_vector_lang,chrf_function_vector_lang,metricx_qe_function_vector
"Q: ""Limu wax mooy, leegi am nañu am jinaxu 4 weer yu musoon am jabet te leegi ama tuñu ko. ""
A:","""Limu wax mooy, leegi am nañu am jinaxu 4 weer yu musoon am jabet te leegi ama tuñu ko. ""","""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.","""Limu wax mooy, leegi am nañu am jinaxu 4 weer yu musoon am jabet te leegi ama tuñu ko. "" is a sentence in the language of the people of the island of the island of the island of the island of the island of the island of the island of the island of the island of the island of the island of the island of the island of the island of the island of the island of the island",0.5650168428812912,10.70349615858355,eng_Latn," ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",0.5650168428812912,10.70349615858355,24.125
"Q: Dr. Ehud Ur, professor ci walum paj ci dara bu magg bi Dalhousie ca Halifax, Nova Scotia ak siisu paccu paj ak xam-xam ca mbootay ñu am jabët ci Kanadaa artuna ni saaytu bi dama nekk ci bés yu jiitu yi.
A:","Dr. Ehud Ur, professor ci walum paj ci dara bu magg bi Dalhousie ca Halifax, Nova Scotia ak siisu paccu paj ak xam-xam ca mbootay ñu am jabët ci Kanadaa artuna ni saaytu bi dama nekk ci bés yu jiitu yi.","Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.","Dr. Ehud Ur, professor at the University of Toronto, is a professor at the University of Toronto, and he is a professor at the University of Toronto, and he is a professor at the University of Toronto, and he is a professor at the University of Toronto, and he is a professor at the University of Toronto, and he is a professor at the University of Toronto, and he is a professor at the University of Toronto, and he is a professor at the University of Toronto, and",7.015771900085506,24.06466592184123,eng_Latn," Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.",7.015771900085506,24.06466592184123,22.5
"Q: Ni yénééni borom xamxam yi, geemulni gni am jabét meenna gno wér, di waxni geestu yi amugnu solo dara ci nit yi am jabétu Type 1.
A:","Ni yénééni borom xamxam yi, geemulni gni am jabét meenna gno wér, di waxni geestu yi amugnu solo dara ci nit yi am jabétu Type 1.","Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.","The first sentence is a sentence in the language of the Yenééni people, which is a language spoken in the Yenééni people's country. The first sentence is a sentence in the language of the Yenééni people, which is a language spoken in the Yenééni people's country. The first sentence is a sentence in the language of the Yenééni people, which is a language spoken in the Yenééni people's",0.5715937904204528,15.197144883570942,eng_Latn," Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.",0.5715937904204528,15.197144883570942,25.0
"Q: Altine, Sara Danius, sekreteer permanaa bu Comité Nobel bu literature ci Academi bu Suede, dafa xamle ci benn emisioŋu rajo ci Sveriges Radio ca Suède ni ginaaw kuréel gi mënul jokkoo ak Bob Dylan ci ki gàddu neexalu Nobel ci literature 2016, dakkal nañu li ñu ko doon jéema jokkoo ak moom.
A:","Altine, Sara Danius, sekreteer permanaa bu Comité Nobel bu literature ci Academi bu Suede, dafa xamle ci benn emisioŋu rajo ci Sveriges Radio ca Suède ni ginaaw kuréel gi mënul jokkoo ak Bob Dylan ci ki gàddu neexalu Nobel ci literature 2016, dakkal nañu li ñu ko doon jéema jokkoo ak moom.","On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.","The Nobel Prize in Literature was awarded to Bob Dylan in 2016, and the Nobel Prize in Literature was awarded to Bob Dylan in 2016, and the Nobel Prize in Literature was awarded to Bob Dylan in 2016, and the Nobel Prize in Literature was awarded to Bob Dylan in 2016, and the Nobel Prize in Literature was awarded to Bob Dylan in 2016, and the Nobel Prize in Literature was awarded to Bob Dylan",6.133402557748363,26.433725366752835,eng_Latn," On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.",6.133402557748363,26.433725366752835,24.875
"Q: Danius wax na ni, “Fimne nii defu ñu dara. Woote na te yónnee naa ay m-bataaxal ci way-liggéeyandoowam biko gëna jege te jot ay tontu yu neex lool. Léegi, loolu war naa doy.”
A:","Danius wax na ni, “Fimne nii defu ñu dara. Woote na te yónnee naa ay m-bataaxal ci way-liggéeyandoowam biko gëna jege te jot ay tontu yu neex lool. Léegi, loolu war naa doy.”","Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""","The first sentence is a sentence in the first person, the second sentence is a sentence in the second person, and the third sentence is a sentence in the third person. The first sentence is a sentence in the first person, the second sentence is a sentence in the second person, and the third sentence is a sentence in the third person. The first sentence is a sentence in the first person, the second sentence is a sentence in the second person, and the third sentence is a sentence in the third",0.5838768621249747,12.56339317927794,eng_Latn," Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""",0.5838768621249747,12.56339317927794,25.0
"Q: Bu njëkk, Direktëru Ring, Jamie Siminoff, dafa gisoon ni këru liggéeyukaay bi tambaliwoon na biñu mënul woon dégg limuy sab ci magasiinam bi nekk ci garaasam.
A:","Bu njëkk, Direktëru Ring, Jamie Siminoff, dafa gisoon ni këru liggéeyukaay bi tambaliwoon na biñu mënul woon dégg limuy sab ci magasiinam bi nekk ci garaasam.","Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.","The first of the two, the first of the two, the first of the two, the first of the two, the first of the two, the first of the two, the first of the two, the first of the two, the first of the two, the first of the two, the first of the two, the first of the two, the first of the two, the first of the two, the first of the two, the first of the two, the first of the",0.5076469172229491,7.084195020664663,eng_Latn," Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.",0.5076469172229491,7.084195020664663,25.0
"Q: Defar na ab sonëri buntu buy doxee WIFI, ci limu wax.
A:","Defar na ab sonëri buntu buy doxee WIFI, ci limu wax.","He built a WiFi door bell, he said.",The best way to get a Wi-Fi connection is to use a Wi-Fi router. The best way to get a Wi-Fi connection is to use a Wi-Fi router. The best way to get a Wi-Fi connection is to use a Wi-Fi router. The best way to get a Wi-Fi connection is to use a Wi-Fi router. The best way to get a Wi-Fi connection is to use a Wi-Fi router. The best way to get a Wi-Fi connection is to use a Wi-Fi,0.380515593898734,5.8788616216452265,eng_Latn," He built a WiFi door bell, he said.",0.380515593898734,5.8788616216452265,24.75
"Q: Siminoff wax na ne njaay yi dañoo yokku gannaaw ba mu feeñee ci 2013 ci benn episodu Shark Tank fa gurupi xew xew gi bañee dugal seen xaalis ci këru liggéeyukaay gu ndaw guy dooga door.
A:",Siminoff wax na ne njaay yi dañoo yokku gannaaw ba mu feeñee ci 2013 ci benn episodu Shark Tank fa gurupi xew xew gi bañee dugal seen xaalis ci këru liggéeyukaay gu ndaw guy dooga door.,Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,"The 2013 episode of Shark Tank, which was the first episode of the series, was the first episode of the series. The first episode of the series was the first episode of the series. The first episode of the series was the first episode of the series. The first episode of the series was the first episode of the series. The first episode of the series was the first episode of the series. The first episode of the series was the first episode of the series. The first",1.7611603127705642,16.09396405954094,eng_Latn, Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,1.7611603127705642,16.09396405954094,23.875
"Q: Ci njeexte 2017, la Siminoff feeñ ci television buy siiwal njaay bii di QVC.
A:","Ci njeexte 2017, la Siminoff feeñ ci television buy siiwal njaay bii di QVC.","In late 2017, Siminoff appeared on shopping television channel QVC.","In 2017, the Siminoff fee was the most expensive television in the United States, and the most expensive television in the United States was the QVC.",8.30932758331526,32.36311310748612,eng_Latn," In late 2017, Siminoff appeared on shopping television channel QVC.",8.30932758331526,32.36311310748612,13.5
"Q: Ring lijjanti na jàppante bi amoon ci wàllu yoon ak ADT Corporation bii di seen wujj ci liggéey.
A:",Ring lijjanti na jàppante bi amoon ci wàllu yoon ak ADT Corporation bii di seen wujj ci liggéey.,"Ring also settled a lawsuit with competing security company, the ADT Corporation.",The ring is a ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the ring of the,0.426878472907377,6.267810646528668,ban_Latn," Gelanggang nyane taler ngentegang perkara dengan pesaing perusahaan keamanan, ADT Corporation.",0.0,6.221574970280376,21.125
