prompt,query,reference,generation_function_vector,bleu_function_vector,chrf_function_vector,function_vector_lang,reference_lang,bleu_function_vector_lang,chrf_function_vector_lang,metricx_qe_function_vector,metricx_function_vector,commet_function_vector
"Q: ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.
A:","""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.","""Agora temos ratos de 4 meses de idade que não são diabéticos e que antes eram diabéticos,""complementou.","""Agora temos 4 meses de idade que são diabéticos que usam para sempre ser diabético, e que usam para sempre ser diabético.""",27.042049185058644,52.338062199102545,por_Latn," ""Agora temos ratos de 4 meses de idade que não são diabéticos e que antes eram diabéticos,""complementou.",27.042049185058644,52.338062199102545,23.75,24.125,0.0537109375
"Q: Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.
A:","Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.","O Médico Ehud Ur, um professor de medicina na Universidade de Dalhousie em Halifax, Nova Escócia, e presidente da divisão clínica e científica da Canadian Diabetes Association disse que o estudo ainda está dando seus primeiros passos.","Dr. Ur, professor de medicina da Dalhousie em Nova Scotia e presidente da divisão clínica e científica da Associação canadense de diabetes, alerta que a pesquisa ainda está em seu primeiro estágio.",26.811902532959877,50.281880651692866,por_Latn," O Médico Ehud Ur, um professor de medicina na Universidade de Dalhousie em Halifax, Nova Escócia, e presidente da divisão clínica e científica da Canadian Diabetes Association disse que o estudo ainda está dando seus primeiros passos.",26.811902532959877,50.281880651692866,1.828125,1.4609375,0.890625
"Q: Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.
A:","Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.","Assim como alguns outros especialistas, ele é cético sobre a cura do diabetes, observando que essas descobertas não têm relevância às pessoas que já têm diabetes tipo 1.","O que acha que a diabetes pode ser curada, observando que essas descobertas não têm relevância para pessoas que já têm diabetes, observando que essas descobertas não têm relevância para pessoas que já têm diabetes.",32.673788260081324,55.3303721267577,por_Latn," Assim como alguns outros especialistas, ele é cético sobre a cura do diabetes, observando que essas descobertas não têm relevância às pessoas que já têm diabetes tipo 1.",32.673788260081324,55.3303721267577,22.0,23.25,0.0021209716796875
"Q: On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.
A:","On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.","Na segunda-feira, Sara Danius, secretária permanente do Comitê Nobel de Literatura da Academia Sueca, anunciou publicamente durante um programa de rádio na Rádio Sveriges na Suécia que o comitê, incapaz de entrar em contato com Bob Dylan diretamente sobre a conquista do Prêmio Nobel de Literatura de 2016, havia abandonado seus esforços para contactá-lo.","A jornalista Sara Danius, diretora-secretária do Nobel da Literatura da Sesc, publicou durante uma série de programas de rádio na Sesc em Sete de Setembro, em 2016, durante uma série de programas de rádio na Sesc em Sete de Setembro, em 2016, durante uma série de programas de rádio na Sesc em Sete de Setembro, em 2016, durante uma série de",8.092318825395656,29.247381091180593,por_Latn," Na segunda-feira, Sara Danius, secretária permanente do Comitê Nobel de Literatura da Academia Sueca, anunciou publicamente durante um programa de rádio na Rádio Sveriges na Suécia que o comitê, incapaz de entrar em contato com Bob Dylan diretamente sobre a conquista do Prêmio Nobel de Literatura de 2016, havia abandonado seus esforços para contactá-lo.",8.092318825395656,29.247381091180593,25.0,25.0,-0.0361328125
"Q: Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""
A:","Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""","Danius disse: ""Neste momento não estamos fazendo nada. Tenho ligado e enviado e-mails para o seu colaborador mais próximo e tenho recebido repostas muito amigáveis. Por enquanto, isso certamente é o suficiente.""","Danius disse, ""Agora estamos fazendo nada. Eu tenho chamado e enviado emails para o seu mais próximo colaborador e recebi muito apoio. Por agora, isso é suficiente. Por agora, isso é suficiente.""",21.15601997196429,51.883230897611284,por_Latn," Danius disse: ""Neste momento não estamos fazendo nada. Tenho ligado e enviado e-mails para o seu colaborador mais próximo e tenho recebido repostas muito amigáveis. Por enquanto, isso certamente é o suficiente.""",21.15601997196429,51.883230897611284,12.1875,12.375,0.1728515625
"Q: Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.
A:","Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.","Anteriormente, o CEO da Ring, Jamie Siminoff, comentou que a empresa surgiu quando sua campainha não podia ser ouvida de sua loja em sua garagem.","A CEO da Siminoff, que começou quando o seu CEO, Jamie Siminoff, disse que a empresa começou quando seu balde de telefone não era ouvido de sua garagem.",24.45127645167546,44.124284941557036,por_Latn," Anteriormente, o CEO da Ring, Jamie Siminoff, comentou que a empresa surgiu quando sua campainha não podia ser ouvida de sua loja em sua garagem.",24.45127645167546,44.124284941557036,18.875,18.875,-0.00634765625
"Q: He built a WiFi door bell, he said.
A:","He built a WiFi door bell, he said.","Ele montou uma campainha sem fio, disse.","Eleu, construiu um telefone de buzina, ele disse.",6.754312828675709,22.812007692312477,por_Latn," Ele montou uma campainha sem fio, disse.",6.754312828675709,22.812007692312477,17.375,19.0,-0.00787353515625
"Q: Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.
A:",Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,"Siminoff afirmou que as vendas aumentaram após sua aparição de 2013 em um episódio do Shark Tank, no qual os jurados do programa recusaram o financiamento da startup.",Siminoff disse que a venda de seus produtos aumentou após o episódio de Shark Tank em que o panel de jurados recusaram a financiamento.,11.303433489131478,39.42567174179822,por_Latn," Siminoff afirmou que as vendas aumentaram após sua aparição de 2013 em um episódio do Shark Tank, no qual os jurados do programa recusaram o financiamento da startup.",11.303433489131478,39.42567174179822,4.4375,3.9375,0.9296875
"Q: In late 2017, Siminoff appeared on shopping television channel QVC.
A:","In late 2017, Siminoff appeared on shopping television channel QVC.","Siminoff foi exibido no canal de televisão de compras QVC, no final de 2017.",Siminoff apareceu no canal de TV Shopping QVC.,11.407366440092597,27.116669441716258,por_Latn," Siminoff foi exibido no canal de televisão de compras QVC, no final de 2017.",11.407366440092597,27.116669441716258,8.8125,8.3125,0.796875
"Q: Ring also settled a lawsuit with competing security company, the ADT Corporation.
A:","Ring also settled a lawsuit with competing security company, the ADT Corporation.","A Ring ganhou também uma causa judicial contra a empresa de segurança concorrente, a ADT Corporation.",A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A:,0.35896057761679323,0.7432739797244606,sag_Latn," Ndôkua ti Ring a zia nga â mbéni kusala ti ndia nga na kota ndôkua ti sédouti, Ndôkua ti ADT Corporation.",0.0,0.14204545454545456,19.625,19.5,-0.0791015625
