prompt,query,reference,generation_function_vector,bleu_function_vector,chrf_function_vector,function_vector_lang,reference_lang,bleu_function_vector_lang,chrf_function_vector_lang
"Q: ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.
A:","""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.","أضاف قائلاً، ""لدينا الآن فئران تبلغ من العمر 4 أشهر التي كانت تعاني في السابق من مرض السكري، ولكنها لم تعد تعاني منه الآن.","""The most common cause of diabetes in mice is a mutation in the leptin receptor gene,"" said Dr. David S. Klein, director of the Center for Diabetes Research at Baylor College of Medicine in Houston. ""The leptin receptor gene is a gene that is involved in the regulation of body weight and energy balance. When the leptin receptor gene is mutated, the mice become obese and develop diabetes.""",0.46981119395512716,0.8606819519670618,eng_Latn," ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",1.2851989647050064,18.134980077436833
"Q: Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.
A:","Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.",نبه الدكتور إيهود أور -أستاذ الطب في جامعة دالهوزي في هاليفاكس، نوفا سكوتيا ورئيس الشعبة الطبية والعلمية في الجمعية الكندية للسكري- إلى أن البحث لا يزال في أيامه الأولى.,"The research is promising, but it is still too early to say whether the findings will be replicated in other studies. The study was done in a small group of people with type 1 diabetes, and the results may not be generalizable to people with type 2 diabetes. The study also did not look at the long-term effects of the drug on the kidneys, heart and blood vessels.",0.5035759332800325,0.45478429589569946,eng_Latn," Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.",1.9305382202019463,26.8724195548723
"Q: Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.
A:","Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.",مثل باقي الخبراء الآخرين، فهو متشكك فيما إذا كان يمكن علاج السكري، مع ملاحظة أن هذه النتائج ليس لها علاقة بالناس الذي لديهم السكري من النوع الأول سابقاً.,"The study is important because it shows that the body’s immune system can be reprogrammed to attack the body’s own cells, which are responsible for the disease. This is a major breakthrough because it means that the body’s immune system can be reprogrammed to attack the body’s own cells, which are responsible for the disease. This is a major breakthrough because it means that the body’s immune system can be reprogrammed to attack the body’s own cells, which are responsible for the disease",0.32587296148707645,0.37475026016665547,eng_Latn," Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.",0.9217079234914175,17.380775495841284
"Q: On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.
A:","On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.",في يوم الإثنين ، أعلنت سارة دانيوس -السكرتيرة الدائمة للجنة نوبل للأدب في الأكاديمية السويدية- على الملأ خلال برنامج إذاعي على راديو السويد في السويد، أن اللجنة -التي لم تتمكن من الوصول مباشرة إلى بوب ديلان بشأن الفوز بجائزة نوبل في الأدب لعام 2016- قد تخلت عن جهودها للوصول إليه.,"The Nobel Committee for Literature has not abandoned its efforts to reach Bob Dylan. The committee has been in contact with the singer-songwriter for some time, and the committee has been in contact with the singer-songwriter’s representatives. The committee has also been in contact with the singer-songwriter’s representatives, and the committee has been in contact with the singer-songwriter’s representatives, and the committee has been in contact with the singer-songwriter’s representatives, and the committee has been in contact with the singer",0.3246825315050284,0.42973933759241895,eng_Latn," On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.",8.712146538623529,32.56689656917462
"Q: Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""
A:","Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""","قال دانيوس ""لن نقوم الآن بفعل أي شيء. لقد قمت بالاتصال وإرسال رسائل بريد إلكتروني إلى أقرب المتعاونين معه وحصلت على ردود لطيفة جداً. هذا يكفي في الوقت الحالي بالطبع"".",Danius is not a very good scientist. He is a very good politician. He is a very good politician because he is a very good politician. He is a very good politician because he is a very good politician. He is a very good politician because he is a very good politician. He is a very good politician because he is a very good politician. He is a very good politician because he is a very good politician. He is a very good politician because he is a very good politician.,0.3737501979518193,1.0004701168197614,eng_Latn," Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""",0.8597475347333055,13.56673421197133
"Q: Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.
A:","Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.",في السابق، لاحظ جيمي سيمينوف، الرئيس التنفيذي لشركة Ring، أن الشركة بدأت عندما لم يكن جرس بابه مسموعاً من متجره في مرآب منزله.,The company's first product was a doorbell that could be heard from a distance. The company's first product was a doorbell that could be heard from a distance. The company's first product was a doorbell that could be heard from a distance. The company's first product was a doorbell that could be heard from a distance. The company's first product was a doorbell that could be heard from a distance. The company's first product was a doorbell that could be heard from a,0.33834796941275397,0.5731808052866145,eng_Latn," Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.",1.138062378350233,14.413616497878012
"Q: He built a WiFi door bell, he said.
A:","He built a WiFi door bell, he said.",قال إنه صنع جرس باب يعمل بتقنية واي فاي.,"He built a WiFi door bell, he said.",2.812739937159535,1.6514900662251655,eng_Latn," He built a WiFi door bell, he said.",100.00000000000004,100.0
"Q: Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.
A:",Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,قال سيمينوف إن المبيعات ارتفعت بعد ظهوره في عام 2013 في حلقة شارك تانك، حيث رفضت لجنة العرض تمويل الشركة البادئة.,"The Shark Tank episode aired in 2013, but the company was founded in 2012. The company was founded by Siminoff and his wife, who are both engineers. The company was founded in 2012, and the Shark Tank episode aired in 2013. The company was founded in 2012, and the Shark Tank episode aired in 2013. The company was founded in 2012, and the Shark Tank episode aired in 2013. The company was",0.39952724108597504,1.7390087880442464,eng_Latn, Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,4.301760361713113,24.573261577857718
"Q: In late 2017, Siminoff appeared on shopping television channel QVC.
A:","In late 2017, Siminoff appeared on shopping television channel QVC.","في أواخر عام 2017، ظهر ""سيمينوف"" على قناة التسوق التلفزيونية كيو في سي.","Yes, she was on QVC. She was on the show for a few weeks. She was on the show for a few weeks. She was on the show for a few weeks. She was on the show for a few weeks. She was on the show for a few weeks. She was on the show for a few weeks. She was on the show for a few weeks. She was on the show for a few weeks. She was on the show for a few weeks. She was",0.35896057761679323,0.518406764462651,eng_Latn," In late 2017, Siminoff appeared on shopping television channel QVC.",1.435842310467173,8.091210611908057
"Q: Ring also settled a lawsuit with competing security company, the ADT Corporation.
A:","Ring also settled a lawsuit with competing security company, the ADT Corporation.",كما قامت رينج بتسوية دعوى قضائية مع شركة الأمن المنافسة، شركة ADT.,"Yes, we settled a lawsuit with ADT Corporation. The lawsuit was filed by a former employee who alleged that ADT had violated the Fair Labor Standards Act by failing to pay overtime wages to employees who worked more than 40 hours in a workweek. The lawsuit was settled for an undisclosed amount.",1.0648065942311606,2.106407870219131,eng_Latn," Ring also settled a lawsuit with competing security company, the ADT Corporation.",9.427217646506417,35.548137134441035
