prompt,query,reference,generation_baseline,bleu_baseline,chrf_baseline
"Q: Si quiere viajar alrededor del mundo circunscribiéndose al hemisferio sur, se reducirán sus opciones de vuelos y destinos pues escasean las rutas transoceánicas.
A: If you want to fly around the world completely in the Southern Hemisphere, the choice of flights and destinations is limited due to the lack of transoceanic routes.

Q: No es posible que las prácticas nutricionales adecuadas, por sí solas, generen un rendimiento de elite, pero puede influir en gran medida el bienestar general de los atletas jóvenes.
A: Proper nutritional practices alone cannot generate elite performances, but they can significantly affect young athletes' overall wellness.

Q: No obstante, comparada con la mayor parte de las demás tumbas reales, la de Tutankamón apenas merece ser visitada, dado que su tamaño es mucho menor y está escasamente decorada.
A: Compared to most of the other royal tombs, however, the tomb of Tutankhamun is barely worth visiting, being much smaller and with limited decoration.

Q: Se puede ahorrar dinero comprando mapas nuevos para GPS, un dispositivo GPS independiente, o también rentar uno en cualquier agencia de alquiler de automóviles.
A: It can save money over buying new maps for a GPS, or a standalone GPS device or renting one from a car rental company.

Q: En las últimas tres décadas, China ha desarrollado una economía de mercado, aun cuando, oficialmente, continúa teniendo un régimen comunista.
A: During the last three decades, despite officially remaining a communist state, China has developed a market economy.

Q: «Actualmente, tenemos ratones de cuatro meses de edad que antes solían ser diabéticos y que ya no lo son», agregó.
A:"," «Actualmente, tenemos ratones de cuatro meses de edad que antes solían ser diabéticos y que ya no lo son», agregó."," ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.","""We have four-month-old mice that used to be diabetic and are no longer diabetic,"" he added.",57.0893455314178,70.92375485903382
"Q: El récord mano a mano de Nadal contra el canadiense fue de 7-2.
A: Nadal's head to head record against the Canadian is 7–2.

Q: Además, cada país tiene leyes propias que determinan qué artículos de emergencia deben encontrarse dentro del automóvil.
A: Each country also has unique laws requiring what emergency items need to be in the car.

Q: Fue categórica la negativa de Roberts a dar su opinión respecto de cuándo considera que inicia la vida humana, punto de gran importancia al abordar la ética del aborto, y dijo que no sería moralmente correcto comentar sobre detalles de casos probables.
A: Roberts flatly refused to say about when he believes life begins, an important question when considering the ethics of abortion, saying that it would be unethical to comment on the specifics of likely cases.

Q: Italia tenía como objetivo primordial a los países africanos. Para capturarlos, precisaría una plataforma de lanzamiento de tropas para que estas pudieran navegar por el Mar Mediterráneo y, así, invadir África.
A: Italy's main goals were African countries. To capture those countries, they would need to have a troop launching pad, so as troops could sail across the Mediterranean Sea and invade Africa.

Q: Durante la Primera y la Segunda Guerra Mundial se utilizaron submarinos. En ese entonces, eran muy lentos y su rango de disparo muy limitado.
A: Submarines were used in World War I and World War II. Back then they were very slow and had a very limited shooting range.

Q: La investigación todavía se ubica en su etapa inicial, conforme indicara el Dr. Ehud Ur, docente en la carrera de medicina de la Universidad de Dalhousie, en Halifax, Nueva Escocia, y director del departamento clínico y científico de la Asociación Canadiense de Diabetes.
A:"," La investigación todavía se ubica en su etapa inicial, conforme indicara el Dr. Ehud Ur, docente en la carrera de medicina de la Universidad de Dalhousie, en Halifax, Nueva Escocia, y director del departamento clínico y científico de la Asociación Canadiense de Diabetes."," Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.","The research is still in its early stages, as Dr. Ehud Ur, a professor in the medical school at Dalhousie University in Halifax, Nova Scotia, and director of the clinical and scientific department of the Canadian Diabetes Association, indicated.",53.62837855346185,73.33003415958478
"Q: El squash, el karate y el patinaje intentaron ingresar al programa de los Juegos Olímpicos, al igual que el béisbol y el softbol, que quedaron fuera en la competencia del 2005.
A: Squash, karate and roller sports tried to get onto the Olympic program as well as baseball and softball, which were voted out of the Olympic Games in 2005.

Q: Trabajar como voluntario mientras se encuentra de viaje es una forma extraordinaria de marcar la diferencia, pero el objetivo no es solo el de dar.
A: Volunteering while travelling is a great way to make a difference but it's not just about giving.

Q: La manera más sencilla de comenzar en el negocio de la escritura sobre viajes es mejorar sus aptitudes en una página web de blogs de viajes establecida.
A: The easiest way to get started in the business of travel writing is to hone your skills on an established travel blog website.

Q: El deseo del creyente es una experiencia directa, sensación o apreciación de la realidad divina, del dios o deidades.
A: The believer seeks a direct experience, intuition, or insight into divine reality/the deity or dieties.

Q: La longitud de la mano del ser humano es menor que la del pie y sus falanges son más rectas.
A: The human hand is shorter than the foot, with straighter phalanges.

Q: Al igual que otros especialistas, es escéptico acerca de si la diabetes tiene cura y remarca que estos descubrimientos no son relevantes para quienes que ya padecen de diabetes de tipo 1.
A:"," Al igual que otros especialistas, es escéptico acerca de si la diabetes tiene cura y remarca que estos descubrimientos no son relevantes para quienes que ya padecen de diabetes de tipo 1."," Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.","Like other experts, he is skeptical about whether diabetes can be cured and emphasizes that these findings are not relevant to those who already have type 1 diabetes.",52.084993399988726,72.51040057497819
"Q: Fue un médico e investigador científico llamado Raymond Damadian quien, en el año 1970, descubrió las bases para la utilización de la resonancia magnética por imágenes como instrumento para elaborar diagnósticos médicos.
A: In the year 1970, Raymond Damadian, a medical doctor and research scientist, discovered the basis for using magnetic resonance imaging as a tool for medical diagnosis.

Q: A la fecha de su deceso, aparte de haber sido medallista olímpico y mundial, Saito era director del comité de entrenamiento de la Federación de Judo japonesa.
A: As well as a former Olympic and World champion, Saito was the All Japan Judo Federation training committee chairman at the time of his death.

Q: Scott Kouns, capitán del cuartel de bomberos, comentó: «Era un día de calor en Santa Clara, con temperaturas de 90 grados.
A: Fire captain Scott Kouns said, ""It was a hot day in the Santa Clara with temperatures in the 90s.

Q: Cada ferrocarril cuenta con vagones MetroPlus y Metro; los primeros siempre se ubican en el extremo del tren más cercano a Ciudad del Cabo.
A: Every train has both MetroPlus and Metro coaches; the MetroPlus coaches are always on the end of the train nearest Cape Town.

Q: El lunes, los científicos de la facultad de medicina de la Universidad de Stanford anunciaron el invento de una nueva herramienta de diagnóstico que puede catalogar las células según su tipo: un pequeñísimo chip que se puede imprimir y fabricar con impresoras de inyección de uso corriente, por un posible costo de, aproximadamente, un centavo de dólar por cada uno.
A: On Monday, scientists from the Stanford University School of Medicine announced the invention of a new diagnostic tool that can sort cells by type: a tiny printable chip that can be manufactured using standard inkjet printers for possibly about one U.S. cent each.

Q: El lunes, Sara Danius, secretaria permanente del Comité por el Nobel de Literatura de la Academia Sueca, declaró públicamente en un programa radiofónico de Sveriges, en Suecia, que, al no poder contactar directamente con Bob Dylan para comunicarle el premio en Literatura 2016, el comité había abandonado sus esfuerzos por comunicarse con él.
A:"," El lunes, Sara Danius, secretaria permanente del Comité por el Nobel de Literatura de la Academia Sueca, declaró públicamente en un programa radiofónico de Sveriges, en Suecia, que, al no poder contactar directamente con Bob Dylan para comunicarle el premio en Literatura 2016, el comité había abandonado sus esfuerzos por comunicarse con él."," On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.","On Monday, Sara Danius, permanent secretary of the Swedish Academy's Nobel Committee for Literature, publicly announced on Sveriges Radio, a Swedish radio program, that, because the committee was unable to contact Bob Dylan directly to inform him of the 2016 Nobel Prize for Literature, the committee had abandoned its efforts to contact him.",45.877280786328384,72.86047148815817
"Q: Se hace al emitir una pequeña partícula de luz llamada «fotón».
A: They do this by emitting a tiny particle of light called a ""photon"".

Q: Forma parte de la Séptima Flota del cuerpo de Marines de los Estados Unidos y su base es en Sasebo, Nagasaki, Japón.
A: It is assigned to the U.S. Navy’s Seventh Fleet and based in Sasebo, Nagasaki in Japan.

Q: A pesar de ello, algunos expertos estiman que, debido a que la civilización también existió en las cuencas del ahora río seco Sarasvati, sería más acertado denominarla civilización Indo-Sarasvati; por su parte, otros la llaman civilización Harappa, que es el nombre del primero de sus sitios en ser excavado en la década de los veinte.
A: Although some scholars speculate that since the civilisation also existed in the basins of the now dried up Sarasvati River, it should be aptly called the Indus-Sarasvati Civilization, while some call it the Harappan Civilization after Harappa, the first of its sites to be excavated in the 1920s.

Q: Las rutas navegables rusas fueron usadas por los vikingos para dirigirse al Mar Negro y al Mar Caspio. Aún es posible utilizar partes de estas vías. Consulte si es preciso contar con autorizaciones especiales, lo que es una posibilidad, y podría ser difícil obtener.
A: Vikings used the Russian waterways to get to the Black Sea and Caspian Sea. Parts of these routes can still be used. Check possible need for special permits, which may be difficult to get.

Q: Su ejército y marina eran más débiles, aunque cuatro barcos nuevos acababan de ser construidos justo antes del inicio de la guerra.
A: It had a weaker army and a weaker navy, although they had just built four new ships right before the beginning of the war.

Q: Danius declaró: «Actualmente no estamos haciendo nada. Llamé y envié correos electrónicos a su asistente más cercano y recibí contestaciones muy cordiales. Por el momento, eso es sin dudas suficiente».
A:"," Danius declaró: «Actualmente no estamos haciendo nada. Llamé y envié correos electrónicos a su asistente más cercano y recibí contestaciones muy cordiales. Por el momento, eso es sin dudas suficiente»."," Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""","Danius said, ""We are not doing anything right now. I called and sent emails to his closest assistant and got very friendly replies. For the moment, that is surely enough.""",46.34276002192644,61.236346010224075
"Q: Aunque suele no haber control de inmigración, es solo una formalidad, al llegar a su país de origen, el control aduanero puede ser un estorbo.
A: While immigration check is usually absent or a formality when you arrive in your homeland, customs control can be a hassle.

Q: Actualmente, los viajes en avión rara vez se reservan directamente con la aerolínea, sin antes realizar una búsqueda y comparación de precios.
A: Nowadays air travel is only rarely booked directly through the airline without first searching and comparing prices.

Q: Los vínculos entre Armenia y Azerbaiyán siguen viéndose afectados por las diferencias de índole diplomático que giran en torno a esta región.
A: Diplomatic arguments over the region continue to mar relations between Armenia and Azerbaijan.

Q: En muchos lugares del mundo, saludar con la mano es un gesto amistoso que significa «hola».
A: In many parts of the world, waving is a friendly gesture, indicating ""hello.""

Q: David, O'Shannessy, jefe de inspección de la RSPCA Nueva Gales del Sur, afirmó a ABC que en Australia debería ser algo normal someter a vigilancia e inspecciones a los mataderos.
A: RSPCA New South Wales chief inspector David O'Shannessy told the ABC that surveillance and inspections of abattoirs should be commonplace in Australia.

Q: Con anterioridad, el director ejecutivo de Ring, Jamie Siminoff, mencionó que la compañía había iniciado a raíz de que el timbre de su entrada no podía oírse desde la tienda que tenía montada en su garaje.
A:"," Con anterioridad, el director ejecutivo de Ring, Jamie Siminoff, mencionó que la compañía había iniciado a raíz de que el timbre de su entrada no podía oírse desde la tienda que tenía montada en su garaje."," Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.","Prior to this, Ring CEO Jamie Siminoff said the company was founded after he realized his doorbell couldn't be heard from his garage.",16.335899491333596,45.14041607445112
"Q: Comencemos explicando los planes de Italia. Fundamentalmente, Italia era el «hermano menor» de Alemania y Japón.
A: Let's start with an explanation about Italy's plans. Italy was mainly the ""little brother"" of Germany and Japan.

Q: Prima del Velocirráptor, la Hesperonychus elizabethae pertenece a la familia Dromaeosauridae.
A: Hesperonychus elizabethae is a species of the family Dromaeosauridae and is a cousin of Velociraptor .

Q: Como consecuencia de su exposición durante la crisis de las hipotecas de alto riesgo en 2007, había sido necesario para Northern Rock obtener respaldo económico.
A: Northern Rock had required support due to its exposure during the subprime mortgage crisis in 2007.

Q: Conocemos a numerosos políticos, hombres de ciencia y artistas griegos. Es probable que la figura más famosa de esta cultura sea Homero, el proverbial poeta no vidente escritor de dos poemas, obras maestras de la literatura griega: la Ilíada y la Odisea.
A: We know many Greek politicians, scientists, and artists. Possibly the most known person of this culture is Homer, the legendary blind poet, who composed two masterpieces of Greek literature: the poems Iliad and Odyssey.

Q: La colonia empieza una fase nómade cuando la comida disponible disminuye. En esta fase, forman nidos temporales que se cambian a diario.
A: The colony begins a nomadic phase when available food has decreased. During this phase, the colony makes temporary nests that are changed everyday.

Q: Él dijo que construyó un timbre wifi.
A:", Él dijo que construyó un timbre wifi.," He built a WiFi door bell, he said.",He said he built a wifi doorbell.,11.670826803245706,51.20899587518514
"Q: Entre estas capacidades, entender la intención de los demás es crucial, ya que nos permite resolver posibles ambigüedades en las acciones físicas.
A: Among these abilities, understanding the intention of others is crucial. It allows us to resolve possible ambiguities of physical actions.

Q: Su deceso ocurrió el martes, en Osaka.
A: He died in Osaka on Tuesday.

Q: Cuentan que su motivación era alcanzar la fama a cualquier precio y que los efesios, indignados por ello, anunciaron que jamás se registraría el nombre de Herostrato.
A: According to the story, his motivation was fame at any cost. The Ephesians, outraged, announced that Herostratus' name never be recorded.

Q: Al comienzo de la guerra, viajaban principalmente sobre el nivel del mar, pero, a medida que se desarrollaron los radares y adquirieron mayor precisión, los submarinos se vieron forzados a sumergirse para evitar ser detectados.
A: In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen.

Q: Según Fray Bartolomé de las Casas (Tratado de las Indias), los colonos provenientes de España asesinaron cerca de cien mil taínos entre 1492 y 1498.
A: Based on Fray Bartolomé de las Casas (Tratado de las Indias) between 1492 and 1498 the Spanish conquerors killed around 100,000 Taínos.

Q: Siminoff declaró que las ventas se dispararon luego de su aparición en un episodio de Shark Tank en el año 2013, en el que el panel del programa televisivo se negó a financiar la puesta en marcha de la compañía.
A:"," Siminoff declaró que las ventas se dispararon luego de su aparición en un episodio de Shark Tank en el año 2013, en el que el panel del programa televisivo se negó a financiar la puesta en marcha de la compañía.", Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,"Siminoff said that sales skyrocketed after his appearance in an episode of Shark Tank in 2013, in which the panel of the TV show refused to finance the launch of the company.",13.871953183638405,48.00940331731875
"Q: Durante esta cesión parlamentaria se introdujo una modificación cuando la cámara de representantes eliminó la segunda oración y, posteriormente, el lunes, el senado lo aprobó con una redacción similar.
A: A change was made this legislative session when the second sentence was deleted first by the House of Representatives and then was passed in a similar form by the Senate Monday.

Q: En ciertos ferrocarriles transfronterizos, se realizan inspecciones dentro del tren en movimiento, por lo que usted debe tener una identificación válida al abordar uno de ellos.
A: In some cross-border trains inspections are done on the running train and you should have valid ID with you when boarding one of those trains.

Q: Algunos hoteles son dueños de un legado de la edad de oro del tren a vapor y de los transatlánticos, que datan de antes de la Segunda Guerra Mundial, en el siglo XIX o comienzos del siglo XX.
A: Some hotels have a heritage from the golden age of steam railways and ocean liners; before the Second World War, in the 19th or early 20th centuries.

Q: Por lo general, brindan mayor ancho de banda y mejor calidad de servicio. Están encriptados y, gracias a ello, es más complicado hackearlos.
A: They normally offer higher bandwidth and better quality of service. They are encrypted and thus harder to spy on.

Q: Y después, regresan al norte por el oeste, nuevamente atravesando el río Mara, una vez concluidas las lluvias, cerca de abril.
A: And then back to the north through the west, once again crossing the Mara river, after the rains in around April.

Q: Hacia fines del año 2017, Siminoff hizo una aparición en el canal de compras televisadas QVC.
A:"," Hacia fines del año 2017, Siminoff hizo una aparición en el canal de compras televisadas QVC."," In late 2017, Siminoff appeared on shopping television channel QVC.","By the end of 2017, Siminoff made an appearance on the QVC shopping channel.",17.12473044894657,46.50078259620631
"Q: El general James Ewing evitó la fuga de las tropas antagónicas tomando el puente sobre Assunpink Creek y guiando a 700 soldados a través del río en Trenton Ferry.
A: General James Ewing would take 700 militia across the river at Trenton Ferry, seize the bridge over the Assunpink Creek and prevent any enemy troops from escaping.

Q: En las tiendas de cada esquina hay una enorme y confusa variedad de tarjetas de telefonía prepagas que pueden utilizarse en teléfonos públicos o comunes.
A: Every corner store is filled with a confusing array of pre-paid phone cards that can be used from pay phones or ordinary telephones.

Q: Se montaron dos haces de luz direccionados al cielo en la noche.
A: Two beams of light have been rigged up to point skywards overnight.

Q: En Howe Sound, exactamente junto a Vancouver, se encuentra esta auténtica comunidad a la que se puede llegar fácilmente en taxis acuáticos programados que parten desde Granville Island, en el centro de Vancouver.
A: This authentic community is located in Howe Sound just off Vancouver, and is easily accessed via scheduled water taxis departing Granville Island in downtown Vancouver.

Q: A pesar de haber perdido un giroscopio previamente en la misión de la estación espacial, la misma mantuvo su altitud hasta que se completó la caminata espacial.
A: The station maintained its attitude, despite the loss of a gyroscope earlier in the space station mission, until the end of the spacewalk.

Q: Ring también llegó a un acuerdo en el litigio con la compañía de seguridad de la competencia, ADT Corporation.
A:"," Ring también llegó a un acuerdo en el litigio con la compañía de seguridad de la competencia, ADT Corporation."," Ring also settled a lawsuit with competing security company, the ADT Corporation.","Ring also reached a settlement in the litigation with the competing security company, ADT Corporation.",31.82084684007776,66.51968653845593
