prompt,query,reference,generation_baseline,bleu_baseline,chrf_baseline,metricx_baseline,metricx_qe_baseline,commet_baseline
"Q: If you get hurt trying to help, you may only serve to make matters worse.
A: إذا أوذيت بينما تحاول تقديم المساعدة، فقد تساعد فقط على جعل الأمور أسوء.

Q: Helicopters rescued the twelve crewmembers and the only injury was a broken nose.
A: أنقذت المروحيات أفرد الطاقم الاثني عشر وكانت الإصابة الوحيدة أنفًا مكسورًا.

Q: Fill your home with a rich coffee in the morning and some relaxing chamomile tea at night.
A: املأ منزلك بقهوة غنية في الصباح وبعضاً من شاي البابونج المريح في الليل.

Q: David Headley's scouting and information gathering had helped to enable the operation by the 10 gunmen from the Pakistani militant group Laskhar-e-Taiba.
A: لقد ساعد استكشاف وجمع المعلومات الذي قام به ديفيد هيدلي في إتاحة العملية التي تفذها 10 مسلحين من الجماعة الباكستانية المسلحة لشكر طيبة.

Q: Your passport must be valid for at least 6 months beyond your travel dates. A round/onward trip ticket is needed to prove the length of your stay.
A: لا بد أن يكون جواز السفر الخاص بك سارياً على الأقل لمدة 6 شهور بعد تواريخ السفر الخاصة بك. سنحتاج إلى تذكرة ذهاب وعودة لإثبات مدة إقامتك.

Q: ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.
A:"," ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added."," أضاف قائلاً، ""لدينا الآن فئران تبلغ من العمر 4 أشهر التي كانت تعاني في السابق من مرض السكري، ولكنها لم تعد تعاني منه الآن.","""أنا الآن لدينا 4 أشهر من الماعز المريض الذي كان مريضًا قبل ذلك، ولهذا السبب"".",3.967844084995905,21.04552532143746,21.5,19.25,0.0103759765625
"Q: Asynchronous communication encourages time for reflection and reaction to others.
A: يحفّز الاتصال غير المتزامن لتخصيص الوقت للتأمل والتفاعل تجاه الآخرين.

Q: The artistic event is also part of a campaign by the Bucharest City Hall that seeks to relaunch the image of the Romanian capital as a creative and colourful metropolis.
A: الحدث الفني يكون أيضاً جزء من حملة أقامها مجلس مدينة بوخارست الذي يطمح في إعادة إحياء صورة العاصمة الرومانية كعاصمة مبدعة وزاهية.

Q: Massa is due to be out for at least the rest of the 2009 season.
A: من المُقرّر أن يغيب ماسا لما تبقى من موسم 2009 على أقل تقدير.

Q: Time has been studied by religious, philosophical, and scientific scholars for thousands of years.
A: وقد درس علماء الدين والفلسفة والعلوم الوقت لآلاف السنين.

Q: San Francisco is also one of the best places in the nation for other Asian cuisine: Korean, Thai, Indian, and Japanese.
A: تعد سان فرانسيسكو أيضاً واحدة من أفضل الأماكن في البلاد لمأكولات المطابخ الآسيوية الأخرى: الكورية والتايلاندية والهندية واليابانية.

Q: Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.
A:"," Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.", نبه الدكتور إيهود أور -أستاذ الطب في جامعة دالهوزي في هاليفاكس، نوفا سكوتيا ورئيس الشعبة الطبية والعلمية في الجمعية الكندية للسكري- إلى أن البحث لا يزال في أيامه الأولى.,أستاذ دكتور إهدو أور، أستاذ الطب في جامعة دالهاوسي في هاليفاكس، نوفا سكوشا، ووزير قسم الطب والعلوم الطبية في الجمعية الكندية لمرض السكري، أعلن أنه لا يزال في مرحلة مبكرة من الدراسة.,34.44655040806333,50.43643011000295,6.96875,6.0625,0.65625
"Q: Thus the scourges of Delhi Belly, the Pharaoh's Curse, Montezuma's Revenge, and their many friends.
A: وبالتالي آفات دلهي بيلي ولعنة الفراعنة وانتقام مونتيزوما، وأصدقاؤهم الكثيرون.

Q: Some of the rocks, which are very rare on Earth, are being sold from US$11,000 to $22,500 per ounce, which is about ten times more than the cost of gold.
A: وتُباع بعض الصخور النادرة جدًا على الأرض بسعر يبدأ من 11000 دولار أمريكي إلى 22500 دولار أمريكي للأوقية، وهو ما يزيد بنحو عشرة أضعاف عن تكلفة الذهب.

Q: According to the story, his motivation was fame at any cost. The Ephesians, outraged, announced that Herostratus' name never be recorded.
A: وبحسب ما ذكر في الرواية، فإن دافعه كان الوصول إلى الشّهرة بأيّ ثمن. وقد أعلن سكان أفسس الغاضبون رفضهم تسجيل اسم هيروستراتس مطلقًا.

Q: You need to notice the victim's position as you approach him or her and any automatic red flags.
A: ستحتاج إلى ملاحظة وضعية الضحية وأنت تقترب منه، وأي مؤشرات خطر تلقائية.

Q: Any camping below the rim in Grand Canyon requires a backcountry permit.
A: يتطلب أي مخيم أسفل الحافة في غراند كانيون تصريحاً للتخييم الليلي.

Q: Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.
A:"," Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.", مثل باقي الخبراء الآخرين، فهو متشكك فيما إذا كان يمكن علاج السكري، مع ملاحظة أن هذه النتائج ليس لها علاقة بالناس الذي لديهم السكري من النوع الأول سابقاً.,كما يعتقد بعض العلماء، فإن داء السكر قد لا يمكن إصلاحه، وذكر أن هذه النتائج لا تؤثر على الأشخاص الذين لديهم داء السكر المزمن.,8.853769995131634,24.73405563203467,6.0625,4.9375,0.640625
"Q: With roots in Barcelona's Running Tours Barcelona and Copenhagen's Running Copenhagen, it was quickly joined by Running Tours Prague based in Prague and others.
A: مع جذوره في جولات عدو برشلونة في برشلونة وكوبنهاغن للعدو في كوبنهاغن، و سرعان ما انضم إليه جولات عدو براغ ومقره في براغ وآخرين.

Q: Mr Costello said that when nuclear power generation becomes economically viable, Australia should pursue its use.
A: قال كوستيلو إنه عندما يصبح توليد الطاقة النووية مجدياً من الناحية الاقتصادية، يجب على أستراليا أن السعي لاستخدامها.

Q: There are varying estimates for how many people speak Hindi. It is estimated to be between the second and fourth most commonly spoken language in the world.
A: تتفاوت التقديرات بالنسبة لعدد الناس الذين يتحدثون اللغة الهندية. وتشير التقديرات إلى أن تكون بين ثاني و رابع أكثر اللغات شيوعاً في العالم.

Q: maybe you'll discover a simple beverage that you can make for breakfast when you're back to your daily routine.
A: ربما تكتشف مشروباً بسيطاً يمكنك تحضيره على الإفطار عندما تعود إلى روتينك اليومي.

Q: The territory of Turkey is more than 1,600 kilometres (1,000 mi) long and 800 km (500 mi) wide, with a roughly rectangular shape.
A: يبلغ طول منطقة تركيا يصل أكثر من 1600 كيلومتر (1000 ميل) وعرضها 800 كيلومتر (500 ميل) ولها هيئة تشبه المستطيل.

Q: On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.
A:"," On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.", في يوم الإثنين ، أعلنت سارة دانيوس -السكرتيرة الدائمة للجنة نوبل للأدب في الأكاديمية السويدية- على الملأ خلال برنامج إذاعي على راديو السويد في السويد، أن اللجنة -التي لم تتمكن من الوصول مباشرة إلى بوب ديلان بشأن الفوز بجائزة نوبل في الأدب لعام 2016- قد تخلت عن جهودها للوصول إليه.,في يوم الأحد، سارا دانيوس، المدير العام للنوبل في الأدب السويدي، في برنامج إذاعي على إذاعة السويدية، الإعلن عن النوبل في الأدب السويدي، التي لم تستطع الاتصال بهذا النوع من النوبل، عن طريق الاتصال به، عن طريق الاتصال به.,9.810149299002598,29.93429679805231,15.6875,17.5,0.011962890625
"Q: The country's supreme leader, Ayatollah Ali Khamenei, has described the dependency on oil as ""a trap"" dating from before Iran's Islamic revolution in 1979 and from which the country should free itself.
A: وصف المرشد الأعلى للبلاد، آية الله علي خامنئي، الاعتماد على النفط بأنه ""فخ"" يعود تاريخه إلى ما قبل الثورة الإسلامية الإيرانية عام 1979 ويجب أن تتحرر البلاد منه.

Q: Submarines are ships designed to travel underwater, and remain there for an extended amount of time.
A: الغواصات هي سفن مصممة للسفر تحت الماء، والبقاء هناك لفترة طويلة من الزمن.

Q: A couple of thousand staff live here in summer in some four dozen bases mostly in those areas; a small number stay over winter.
A: يعيش ألفا موظفٍ هنا في الصيف في حوالي 48 قاعدة معظمهم في هذه المناطق، وعدد قليل يظل حتى الشتاء.

Q: Arrows from their deadly crossbows could penetrate the armor of rival soldiers. About 1000 B.C., the Assyrians introduced the first cavalry.
A: يمكن أن تخترق السهام المُطلقة من الأقواس القاتلة دروع الجنود المتنافسين. قدم الآشوريون أول سلاح فرسان في حوالي عام 1000 قبل الميلاد.

Q: Piquet Jr. was sacked after the 2009 Hungarian Grand Prix.
A: تم استبعاد بيكيه جونيور بعد سباق جائزة المجر الكبرى في 2009

Q: Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""
A:"," Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough."""," قال دانيوس ""لن نقوم الآن بفعل أي شيء. لقد قمت بالاتصال وإرسال رسائل بريد إلكتروني إلى أقرب المتعاونين معه وحصلت على ردود لطيفة جداً. هذا يكفي في الوقت الحالي بالطبع"".","قال دانيوس، ""حتى الآن لا نشغل. أرسلته إلى شخص أقرب له، وأجابني بمراسلات ورسائل إلكترونية. لقد كان ذلك كافيًا.""",6.039940827975044,20.99820605010675,14.0625,13.8125,0.65625
"Q: The hostel's guests were mostly citizens of the United Arab Emirates.
A: وكان معظم نزلاء الفندق من مواطني دولة الإمارات العربية المتحدة.

Q: It can be customized to make it easy to read and also with as much or little color as desired.
A: يمكن تخصيصها لجعل القراءة أسهل وكذلك مع أكبر قدر من الألوان أو أقل حسب الحاجة.

Q: There was also another tribe on the Chatham islands these were Maori who migrated away from New Zealand.
A: كانت هناك أيضاً قبيلة أخرى في جزر تشاتام وهم الماوري الذين هاجروا من نيوزيلندا.

Q: The pit is either heated with hot stones from a fire, or in some places geothermal heat makes areas of ground naturally hot.
A: تسخّن الحفرة إما بالحجارة المسخنة من النار، أو في بعض الأماكن تجعل الطاقة الحرارية الأرضية مناطق من الأرض ساخنةً بشكل طبيعي.

Q: The Angkor Pass is needed to enter the temple so do not forget to bring your passport along when heading to Tonle Sap.
A: تصريح أنغكور مطلوب لدخول المعبد لذلك لا تنس أن تحضر جواز سفرك معك عندما تتجه إلى تونلي ساب.

Q: Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.
A:"," Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.", في السابق، لاحظ جيمي سيمينوف، الرئيس التنفيذي لشركة Ring، أن الشركة بدأت عندما لم يكن جرس بابه مسموعاً من متجره في مرآب منزله.,كان قبل ذلك، الرئيس التنفيذي للشركة، جيمي سيمينوف، قال إن الشركة بدأت عندما لم يكن صوت بابها audible من متجر سيمينوف في garage.,32.81462282307271,48.541998513089005,13.9375,14.6875,0.494140625
"Q: A triceratops' teeth would have been able to crush not only leaves but even very tough branches and roots.
A: لم يكن بوسع أسنان الترايسراتوبس فحسب أن تسحق ورق الشجر، بل الفروع والجذور شديدة الصلابة.

Q: Latvia and Slovakia have both delayed the process of joining ACTA.
A: أجلتا كلا لاتفيا وسلوفاكيا انضمامهما إلى اتفاقية مكافحة التزييف التجارية.

Q: 21-year-old Jesus joined Manchester City last year in January 2017 from Brazilian club Palmeiras for a reported fee of £27 million.
A: انضم هيسوس البالغ من العمر 21 عاماً إلى مانشستر سيتي العام الماضي في يناير 2017 قادماً من نادي بالميراس البرازيلي مقابل مبلغ يبلغ 27 مليون جنيه إسترليني.

Q: Gridley or Stark placed a stake about 100 feet (30 m) in front of the fence and ordered that no one fire until the regulars passed it.
A: وضع جريدلي أو ستارك وتدًا على بعد حوالي 100 قدم (30 مترًا) أمام السياج وأمر ألا يطلق أحد النار حتى يعبره ضباط الجيش.

Q: The US Navy also said they were investigating the incident.
A: قالت البحرية الأمريكية أيضاً أنها تُحَقق في الحادثِ.

Q: He built a WiFi door bell, he said.
A:"," He built a WiFi door bell, he said.", قال إنه صنع جرس باب يعمل بتقنية واي فاي.,قام ببناء مكالمة الهاتف عبر الإنترنت، قال.,3.377156414337854,14.620464890146476,16.125,13.25,0.51171875
"Q: As far as we know, there is only one planetary body that displays more dynamism than Titan, and its name is Earth,"" added Stofan.
A: أضاف ستوفان، ""على حد علمنا، ثمة جسم كوكبي واحد فقط ذو ديناميكية أكثر من تيتان يُسمى الأرض"".

Q: Seeing the sites and wildlife of the Galapagos is best done by boat, just as Charles Darwin did it in 1835.
A: أفضل طريقة لمشاهدة المواقع والحياة البرية في جزر غالاباغوس بالقارب، بالضبط كما فعل تشارلز داروين في عام 1835.

Q: Consider getting an eye exam at home, especially if insurance covers it, and bringing the prescription along to be filed elsewhere.
A: خذ بعين الاعتبار هنا مسألة الحصول على فحص العين في البيت، وخاصةً إذا كان التأمين يغطي هذا الفحص، وتقديم الوصفة الطبية في مكان آخر.

Q: He would need to be judged differently if he had lost his car keys and it was his own car that he was trying to break into.
A: ويمكن الحكم عليه بشكل مختلف إذا فقد مفاتيح سيارته وكانت سيارته هي التي يحاول اقتحامها.

Q: Many governments require visitors entering, or residents leaving, their countries to be vaccinated for a range of diseases.
A: تطالب العديد من الحكومات بتلقيح الزوار الذين يدخلون أو يغادرون دولها ضد مجموعة من الأمراض.

Q: Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.
A:", Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup., قال سيمينوف إن المبيعات ارتفعت بعد ظهوره في عام 2013 في حلقة شارك تانك، حيث رفضت لجنة العرض تمويل الشركة البادئة.,أشار سيمينوف إلى أن المبيعات ارتفعت بعد ظهوره في أحد حلقات برنامج Shark Tank في عام 2013، حيث رفضت شركة Shark Tank المشاركة في مساعدة الشركة.,34.884811929431876,49.533273796156394,6.25,6.40625,0.8671875
"Q: The Northern Rock bank had been nationalised in 2008 following the revelation that the company had received emergency support from the UK Government.
A: تم تأميم بنك روك الشمالي في عام 2008 بعد الإعلان عن أن الشركة تلقت دعماً طارئاً من حكومة المملكة المتحدة.

Q: Pittman suggested that conditions wouldn't improve until sometime next week.
A: اقترح بيتمان أن الأحوال لن تتحسن حتى وقتٍ ما في الأسبوع القادم.

Q: Enceladus is the most reflective object in the solar system, reflecting about 90 percent of the sunlight that hits it.
A: إن إنسيلادوس هو الجسم الأكثر انعكاساً في النظام الشمسي، وهو ما يعكس نحو 90% من ضوء الشمس الذي يصطدم به.

Q: Russian ground control activated the jets and normal attitude of the station was regained.
A: قامت المراقبة الأرضية الروسية بتنشيط النفّثات وتم استعادة الوضع الطبيعي للمحطة.

Q: Visa requirements and costs vary from nation to nation and are affected by the country you come from.
A: تتفاوت متطلبات التأشيرات وتكاليفها باختلاف الدول، وتتأثر أيضاً تلك المتطلبات بالدولة الآتي منها.

Q: In late 2017, Siminoff appeared on shopping television channel QVC.
A:"," In late 2017, Siminoff appeared on shopping television channel QVC."," في أواخر عام 2017، ظهر ""سيمينوف"" على قناة التسوق التلفزيونية كيو في سي.",في عام 2017، ظهرت سيمينوف على قناة التلفاز التلفزيوني QVC.,25.55134604765215,47.00686532698208,6.03125,5.5,0.75390625
"Q: With Armenian backing, a new republic was created. However, no established nation - not even Armenia - officially recognizes it.
A: أُنشئت جمهورية جديدة بدعم أرميني، وبالرغم من ذلك، لم تحظ باعتراف رسمي من أي دولة بما في ذلك أرمينيا نفسها.

Q: After you become comfortable with formatting and editing on the web, then later, you might create your own website.
A: بعد أن تعتاد التنسيق والتحرير على الويب، يمكنك لاحقاً إنشاء موقعك الخاص.

Q: Today's announcement also extended the government's commitment made in March of this year to fund extra carriages.
A: وقد شمل إعلان اليوم أيضاً تمديد التزام الحكومة الذي وعدت به في مارس هذا العام بتمويل عربات قطار إضافية.

Q: Germany code-named the attack “Operation Sealion”. Most of the British Army's heavy weapons and supplies had been lost when it evacuated from Dunkirk, so the army was fairly weak.
A: أطلقت ألمانيا على الهجوم الاسم السري ""عملية أسد البحر"". فَقَد الجيش البريطاني معظم أسلحته الثقيلة وإمداداته عند إجلائه من دونكيرك، لذلك فقد كان ضعيفاً إلى حدٍ كبير.

Q: Mr Costello said that when nuclear power generation becomes economically viable, Australia should pursue its use.
A: قال كوستيلو إنه عندما يصبح توليد الطاقة النووية مجدياً من الناحية الاقتصادية، يجب على أستراليا أن السعي لاستخدامها.

Q: Ring also settled a lawsuit with competing security company, the ADT Corporation.
A:"," Ring also settled a lawsuit with competing security company, the ADT Corporation.", كما قامت رينج بتسوية دعوى قضائية مع شركة الأمن المنافسة، شركة ADT.,كما أنه حل قضية مع شركة الأمن الأسترالية، ADT Corporation.,12.08374559320701,32.648269745584145,9.125,7.875,0.625
