prompt,query,reference,generation_baseline,bleu_baseline,chrf_baseline
"Q: With the same time zone as Hawaii, the islands are sometimes thought of as ""Hawaii down under"".
A: Vikiwa katika eneo la saa sawa na Hawaii, wakati mwingine visiwa hivyo hufikiriwa kuwa ""Hawaii ya chini kwa chini"".

Q: ""Apart from the fever and a sore throat, I feel well and in good shape to carry out my work by telecommuting.
A: ""Bali na joto na vidonda vya koo, nahisi vizuri na hali njema kuendelea na kazi yangu kwa mawasiliano ya simu.

Q: The Brazilian suffered a serious head injury after a crash during the 2009 Hungarian Grand Prix.
A: Mbrazili huyo alipata jeraha baya la kichwani baada ya ajali wakati wa Grand Prix ya Hungaria ya 2009.

Q: The approach to obtaining information was different. No longer did pressure reside within individual recall, but the ability to recall text became more of a focus.
A: Njia ya kupata habari ilikuwa tofauti. Shaka haikuwa tena ndani ya kumbukumbu ya mtu binafsi, lakini uwezo wa kukumbuka maandishi ukawa wa kuzingatiwa zaidi.

Q: Make and carry copies of your policy and your insurer's contact details with you.
A: Tengeneza na ubebe nakala za hati ya bima na maelezo ya mawasiliano ya mtoa huduma wako wa bima.

Q: ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.
A:"," ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added."," ""Sasa tuna panya wenye umri wa miezi minne ambao hawana kisukari ambao awali walikuwa na kisukari"", aliongeza.","""Sasa tuna panya wenye umri wa miezi 4 ambao hawana ugonjwa wa kisukari ambao walikuwa na ugonjwa wa kisukari,"" aliongeza.",48.40932204144309,73.11272209869118
"Q: The United States embassy located in Nairobi, Kenya has issued a warning that ""extremists from Somalia"" are planning to launch suicide bomb attacks in Kenya and Ethiopia.
A: Ubalozi wa Marekani ulio katika Nairobi, Kenya umetoa ilani kwamba ""watu wenye msimamo mkali kutoka Somalia"" wanapanga kufanya shambulio la bomu katika Kenya na Ethiopia.

Q: As time passed, many words that were borrowed from German coalesced. This was the beginning of enlightenment.
A: Kadiri muda ulivyopita, maneno mengi yaliyoombwa kutoka Ujerumani yalichanganyika. Huu ulikuwa mwanzo wa uelewa.

Q: Luxembourg has a long history but its independence dates from 1839.
A: Luxembourg ina historia ndefu lakini uhuru wake ni wa kutoka mwaka wa 1839.

Q: The translation engines have improved dramatically, and now often give more or less correct translations (and more seldom gibberish), but some care is due, as they still may have gotten it all wrong.
A: Injini za utafsiri zimeimarika sana, na sasa mara nyingi hutoa tafsiri inayokaribia usahihi (na kawaida huwa si upuzi), lakini umakini unahitajika, kwani zinaweza kuwa zimekosea kabisa.

Q: Alexander, as king, offered to pay to rebuild the temple, but his offer was denied. Later, after Alexander died, the temple was rebuilt in 323 BCE.
A: Alexander, kama mfalme, alijitolea kugharimia ujenzi upya wa hekalu, lakini toleo lake lilikataliwa. Baadaye, baada ya Alexander kufa, hekalu lilijengwa upya mnamo 323 BCE.

Q: Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.
A:"," Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days."," Dak. Ehud Ur, profesa wa udaktari katika chuo kikuu cha Dalhousie kule Halifix, Nova Scotia na mwenyekiti wa kitengo cha kliniki na kisayansi kwenye ushirika wa ugonjwa wa kisukari nchini Canada alionya kuwa utafiti bado uko kwenye siku za mapema.","Dk. Ehud Ur, profesa wa dawa katika Chuo Kikuu cha Dalhousie huko Halifax, Nova Scotia na mwenyekiti wa mgawanyiko wa kliniki na kisayansi wa Chama cha Kisukari cha Kanada alionya kwamba utafiti bado uko katika siku zake za mwanzo.",40.161245415311065,56.66351275628556
"Q: ""If it becomes commercial, we should have it. That is, there's no in-principle objection to nuclear energy"" Mr Costello said.
A: ""Kama itakuwa ya kibiashara, tunapaswa kuwa nayo. Yaani, hakuna upingaji wa nishati ya nyuklia kikanuni, Bw Costello alisema.

Q: Stone steps are laid along most of the path, and in the steeper sections steel cables provide a supporting handrail.
A: Hatua za mawe zimewekwa kando ya idadi kubwa ya vijia, na katika sehemu za mteremko nyaya za chuma hutoa reli za kushikiliwa inayounga mikono.

Q: The bus was headed to Six Flags St. Louis in Missouri for the band to play to a sold-out crowd.
A: Basi lilikuwa likielekea Six Flags St. Louis huko Missouri ili bendi hiyo icheze kwenye umati uliotandaa.

Q: ""Panama Papers"" is an umbrella term for roughly ten million documents from Panamanian law firm Mossack Fonseca, leaked to the press in spring 2016.
A: ""Karatasi za Panama"" ni jina la kijumla la takriban stakabadhi milioni kumi kutoka kwa Kampuni ya sheria ya Panama ya Mossack Fonseca, zilizofichuliwa kwa vyombo vya habari katika majira ya kuchipua ya 2016.

Q: It can usually be replenished fairly easily if you run out, and gives resolution roughly comparable to a current DSLR.
A: Kwa kawaida inaweza kujazwa tena kwa urahisi kiasi ikiisha, na hutoa ubora wa mwonekano unaoweza kulinganishwa na ule wa DSLR ya sasa.

Q: Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.
A:"," Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes."," Kama wataalam wengine, ana shaka kuhusu kama ugonjwa wa kisukari unaweza kutibiwa, akagundua kuwa matokeo haya hayana umuhimu kwa watu ambao tayari wana ugojwa wa kisukari wa aina 1.","Kama wataalam wengine, yeye ni mshakaaiki kuhusu kama ugonjwa wa kisukari unaweza kuponywa, akibainisha kuwa matokeo haya hayana umuhimu kwa watu ambao tayari wana ugonjwa wa kisukari wa aina ya 1.",57.15961915149479,80.20021219722253
"Q: Piquet Jr. was sacked after the 2009 Hungarian Grand Prix.
A: Piquet Jr. alifutwa kazi baada ya kipindi cha 2009 cha Hungarian Grand Prix.

Q: Some studies suggest that the disease must become less lethal before it can cause a global epidemic, he noted.
A: Baadhi ya tafiti zinapendekeza kwamba ni lazima ugonjwa huo upunguze uwezo wa kuua kabla ya kusababisha janga la kimataifa, alisema.

Q: The sport is primarily played in a duel format, one fencer dueling another.
A: Mchezo huo huchezwa kimsingi kwa muundo wa kupigana, mchezaji mmoja akipigana na mwingine.

Q: You need to notice the victim's position as you approach him or her and any automatic red flags.
A: Unahitaji kugundua nafasi ya mwathiriwa unapoenda kumkaribia na kiashiria vyovyote vya kawaida vya hatari.

Q: Despite his comments he said he will be supporting the British competitors at the 2012 Olympics being held in London.
A: Licha ya maoni yake alisema ataunga mkono washindani wa Kiingereza katika Olimpiki za 2012 ambazo zinafanyika nchini London.

Q: On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.
A:"," On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him."," Mnamo Jumatatu, Sara Danius, katibu wa kudumu wa Kamati ya Nobel ya Fasihi katika Chuo cha Uswidi, alitangaza hadharani wakati wa kipindi cha redio kwenye Sveriges Radio katika Uswidi kwamba kamati hiyo, kwa kutoweza kumfikia Bob Dylan moja kwa moja kuhusu ushindi wa Tuzo la Nobel la Fasihi 2016, iliacha juhudi zake za kujaribu kumfikia.","Jumatatu, Sara Danius, katibu wa kudumu wa Kamati ya Nobel kwa ajili ya Fasihi katika Chuo cha Uswidi, alitangaza hadharani wakati wa kipindi cha redio kwenye Sveriges Radio nchini Uswidi kamati hiyo, isiyoweza kuwasiliana na Bob Dylan moja kwa moja kuhusu kushinda Tuzo ya Nobel ya 2016 katika Fasihi, ilikuwa imeacha juhudi zake",61.347473730216365,74.5616175424821
"Q: As the cars ahead of Alonso went in for fuel under the safety car, he moved up the pack to take victory.
A: Huku magari yaliyokuwa mbele ya Alonso yakiingia kuwekwa mafuta chini ya gari la usalama, alienda mbele yao kuchukua ushindi.

Q: Bowen Island is a popular day trip or weekend excursion offering kayaking, hiking, shops, restaurants, and more.
A: Kisiwa cha Bowen ni maarufu kwa safari ya mchana ama safari ya wikendi na inatoa safari za kayaki, matembezi, maduka, migahawa, na nyinginezo.

Q: Wildlife is among the most challenging motifs for a photographer, and needs a combination of good luck, patience, experience and good equipment.
A: Wanyama pori ni miongoni mwa michoro yenye changamoto zaidi kwa mpiga picha, na inahitaji mchanganyiko wa bahati nzuri, uvumilivu, uzoefu na vifaa vizuri.

Q: Although in the end, Krushchev sent in tanks to restore order, he did give way to some economic demands and agreed to appoint the popular Wladyslaw Gomulka as the new prime minister.
A: Ingawa hatimaye, Kruschev alituma vifaru kurejesha utulivu, aliridhia baadhi ya mahitaji ya kiuchumi na akakubali kumteua mtu maarufu Wladyslaw Gomulka kama waziri mkuu mpya.

Q: Flying a drone near an airport or over a crowd is almost always a bad idea, even if it's not illegal in your area.
A: Kurusha kidege-roboti karibu na uwanja wa ndege juu ya umati wa watu ni wazo mbaya karibu kila wakati, hata kama si haramu katika eneo lako.

Q: Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""
A:"," Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough."""," Danius alisema, ""Sasa hivi hatufanyi chochote. Nimepiga simu na kutuma barua pepe kwa mshirika wake wa karibu na kupata majibu ya kirafiki sana. Kwa sasa, hakika hiyo imetosha.""","Danius alisema, ""Sasa hivi hatufanyi chochote. Nimepiga simu na kutuma barua pepe kwa mshirika wake wa karibu na kupokea majibu ya kirafiki. Kwa sasa, hiyo ni ya kutosha.""",76.35125959245336,84.36403896288685
"Q: The attack put a huge strain on relations between India and Pakistan.
A: Shambulio hilo liliweka shida kubwa kwenye mahusiano kati ya India na Pakistani.

Q: Some hotels have a heritage from the golden age of steam railways and ocean liners; before the Second World War, in the 19th or early 20th centuries.
A: Baadhi ya hoteli zina urithi kutoka kwenye zama za usitawi za reli za mvuke na meli kubwa kubwa za abiria; kabla ya Vita vya Pili vya Dunia, katika karne za 19 au 20 mapema.

Q: The Mapuche were also one of the last independent American indigenous groups, that were not fully absorbed into Spanish-speaking rule until after Chile's independence.
A: Mapuche pia walikuwa mojawapo ya vikundi huru asilia vya Marekani, ambavyo havikuzama kabisa katika sheria ya Kihispania hadi baada ya uhuru wa Chile.

Q: Ovechkin's first assist of the night was on the game-winning goal by rookie Nicklas Backstrom;
A: Usaidizi wa kwanza wa usiku wa Ovechkin ulikuwa kwenye bao la ushindina mgeni Nicklas Backstrom;

Q: He graduated from the College of Arts & Sciences of the University of Virginia in 1950 and was a significant donor to that institution.
A: Alihitimu kutoka Chuo cha Sanaa na Sayansi cha Chuo Kikuu cha Virginia mnamo 1950 na alikuwa mfadhili muhimu wa taasisi hiyo.

Q: Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.
A:"," Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage."," Hapo awali, Mkurugenzi Mtendaji wa Ring, Jamie Siminoff, alitamka kampuni hiyo ilianza wakati kengele yake ya mlangoni haikuwa inasikika katika duka lake kwenye karakana yake.","Hapo awali, Mkurugenzi Mtendaji wa Ring, Jamie Siminoff, alisema kampuni ilianza wakati mlango wake wa mlango haukuweza kusikika kutoka kwenye duka lake kwenye karakana yake.",55.04702853661658,68.85331388878846
"Q: If you get hurt trying to help, you may only serve to make matters worse.
A: Ikiwa utaumia ukijaribu kusaidia, huenda utafanya mambo kuwa mabaya zaidi tu.

Q: On Wednesday, the United States' National Basketball Association (NBA) suspended its professional basketball season due to concerns regarding COVID-19.
A: Mnamo Jumatano, Ushirika wa Kitaifa wa Mpira wa Kikapu wa Marekani (NBA) ulisimamisha kipindi chake cha mpira wa kikapu wa kitaalamu kwa sababu ya wasiwasi kuhusu COVID-19.

Q: On June 28, Marshal Italo Balbo, the Governor-General of Libya and apparent heir to Mussolini, was killed by friendly fire while landing in Tobruk.
A: Mnamo Juni 28, Marshal Italo Balbo, Gavana Mkuu wa Libya na mrithi dhahiri wa Mussolini, aliuawa kimakosa alipokuwa akitua huko Tobruk.

Q: The proposed amendment already passed both houses in 2011.
A: Marekebisho yaliyopendekezwa tayari yalipitia nyumba zote mbili mnamo 2011

Q: Students can also submit questions to instructors at any time of day and expect reasonably quick responses, rather than waiting until the next face-to-face meeting.
A: Wanafunzi wanaweza pia kupeleka maswali kwa waalimu wakati wowote wa siku na wanatarajia majibu ya haraka, badala ya kungojea mkutano wa uso-kwa-uso utakaofuata.

Q: He built a WiFi door bell, he said.
A:"," He built a WiFi door bell, he said."," Aliunda kengele ya mlango ya Wi-Fi, alisema.","Alijenga kengele ya mlango ya WiFi, alisema.",46.15415465297941,74.58207454821232
"Q: Although its physical state may change, its chemical state remains the same.
A: Ingawa hali yake ya mwili inaweza kubadilika, hali yake ya kikemikali inabaki ile ile.

Q: This fleet was led by Olaf Trygvasson, a Norwegian with ambitions to reclaim his country from Danish domination.
A: Manowari hizi ziliongozwa na Olaf Trygvasson, Mnorwei aliye na matarajio ya kurudisha nchi yake kutoka kwa utawala wa Kidenmaki.

Q: This type of thinking is associated with certain science or standard procedures.
A: Aina hii ya fikira inahusishwa na taratibu fulani za kisayansi au kawaida.

Q: The artistic event is also part of a campaign by the Bucharest City Hall that seeks to relaunch the image of the Romanian capital as a creative and colourful metropolis.
A: Tukio hilo la kisanaa pia ni sehemu ya kampeni ya Bucharest City Hall ambayo ina lengo la kuzindua taswira ya mji huo mkuu wa Romania kama jiji bunifu la kusisimua.

Q: Latvia and Slovakia have both delayed the process of joining ACTA.
A: Lativia na Slovakia wamechelewesha mchakato wa kujiunga na ACTA

Q: Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.
A:", Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup., Siminoff alisema mauzo yaliongezeka baada ya yeye kuonekana katika kipindi cha Shark Tank mnamo 2013 ambapo paneli ya onyesho hilo ilikataa kufadhili biashara hiyo mpya.,Siminoff alisema mauzo yalipanda baada ya kuonekana kwenye kipindi cha Shark Tank mwaka 2013 ambapo jopo la kipindi hicho lilikataa kufadhili kuanzisha biashara hiyo.,38.03592280808265,60.216765867007084
"Q: She gained critical acclaim during her time in Atlanta and was recognized for innovative urban education.
A: Alipata sifa za kisiasa wakati wa muda wake Atlanta na alitambuliwa kwa elimu bunifu ya mjini.

Q: With Armenian backing, a new republic was created. However, no established nation - not even Armenia - officially recognizes it.
A: Kwa kuungwa mkono na Armenia, jamhuri mpya iliundwa. Hata hivyo, hakuna nchi thabiti - si hata Armenia - huitambua kirasmi.

Q: In 1995 he was voted the best player in Partizan's history.
A: Mnamo 1995, alichaguliwa kama mchezaji bora katika historia ya Partizan.

Q: This theory contradicts the claim that the moon is completely devoid of geologic activity.
A: Nadharia hii inapinga dai kwamba mwezi hauna shughuli za kijiolojia kamwe.

Q: Chiao and Sharipov reported being a safe distance from the attitude adjustment thrusters.
A: Chiao na Sharipov waliripoti walikuwa katika umbali salama kutoka kwenye vifaa vya kurushia vya kurekebisha kimo.

Q: In late 2017, Siminoff appeared on shopping television channel QVC.
A:"," In late 2017, Siminoff appeared on shopping television channel QVC."," Baadaye 2017, Siminoff alionekana katika chaneli ya ununuzi ya televisheni QVC.","Mwishoni mwa 2017, Siminoff alionekana kwenye kituo cha televisheni cha ununuzi cha QVC.",32.998954725277905,56.35353044646207
"Q: In 1994, the ethnically Armenian Nagorno-Karabakh region of Azerbaijan waged war against the Azeris.
A: Mnamo 1994, eneo la Azabaijan lililo la Nagorno-Karabakh kikabila lilifanya vita dhidi ya Azeris.

Q: This is something you always need to keep in mind, to avoid disappointment or perhaps even distaste over local ways to do things.
A: Hili ni jambo ambalo unahitaji kukumbuka kila wakati, ili kuepuka kukata tamaa au hata kuchukizwa na njia za kawaida za kufanya mambo.

Q: Regarding the global financial situation, Zapatero continued by saying that ""the financial system is a part of the economy, a crucial part.
A: Kuhusu hali ya kifedha duniani, Zapatero aliendelea kwa kusema kwamba ""mfumo wa kifedha ni sehemu muhimu ya uchumi.

Q: A Triceratops could have used its strong beak to strip off the leaves before eating the trunk.
A: Triseratops angeutumia mdomo wake wenye nguvu kuyatoa majani kabla ya kula shina.

Q: A few weeks ago, after the information published by the journalist Makis Triantafylopoulos in his popular Television show ""Zoungla"" in Alpha TV, the member of Parliament and lawyer, Petros Mantouvalos was abdicated as members of his office had been involved in illegal graft and corruption.
A: Wiki chache zilizopita, baada ya taarifa iliyochapishwa na mwanahabari Makis Triantafylopoulos kwenye kipindi chake maarufu cha televisheni ""Zoungla"" katika Alpha TV, mbunge na Mwanasheria, Petros Mantouvalos alifanywa kujiuzulu kwani memba wa ofisi yake walikuwa wamehusika katika hongo haramu na ufisadi.

Q: Ring also settled a lawsuit with competing security company, the ADT Corporation.
A:"," Ring also settled a lawsuit with competing security company, the ADT Corporation."," Ring pia alitatua mashtaka ya kampuni pinzani ya usalama, Shirika la ADT.","Ring pia alimaliza kesi na kampuni ya usalama inayoshindana, ADT Corporation.",7.363123544044883,43.307447844661375
