prompt,query,reference,generation_baseline,bleu_baseline,chrf_baseline,metricx_qe_baseline,metricx_baseline,commet_baseline
"Q: 适量饮用含酒精的饮料。酒精对每个人的影响都不一样，了解自己的饮酒极限非常重要。
A: Drink alcoholic drinks with moderation. Alcohol affects everyone differently, and knowing your limit is very important.

Q: 除了确认今天的逮捕外，官方几乎没有发布任何其他信息。
A: Authorities said little officially beyond confirming today's arrest.

Q: 车子并不是很灵活，所以必须绕着横贯南极山脉，拐一个长长的的大弯才能来到高原。
A: These aren't very nimble so the trail has to take a long swerve around the Transantarctic Mountains to come onto the plateau.

Q: 然而，星空联盟涵盖了全球各条航线，不过从智利的圣地亚哥到塔希提岛的东南太平洋航线除外，这是南美航空 (LATAM) 寰宇一家航空公司的航线。
A: However, Star Alliance covers everything except the eastern South Pacific from Santiago de Chile to Tahiti, which is a LATAM Oneworld flight.

Q: 以最少击球次数或挥棒次数完成比赛的选手获胜。
A: The player who takes the fewest strokes, or swings of the club, to complete the course wins.

Q: 他补充道：“我们现在有 4 个月大没有糖尿病的老鼠，但它们曾经得过该病。”
A:", 他补充道：“我们现在有 4 个月大没有糖尿病的老鼠，但它们曾经得过该病。”," ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.","""We now have 4-month-old mice that are not diabetic, but they were diabetic,"" he added.",62.17888104002749,74.46964726847499,5.15625,3.328125,0.9296875
"Q: 超市里成品食品的种类越来越多。有些甚至提供微波炉或其他方法用来加热食品。
A: Increasingly supermarkets are getting a more varied section of ready-made food. Some even provide a microwave oven or other means to heat food.

Q: 世界著名的太阳马戏团上演了一场特别表演，为庆祝活动拉开了序幕。
A: The celebrations started with a special show by the world-renowned group Cirque du Soleil.

Q: 无论是出于必要、还是为了换换生活方式、挑战自我，如果你想花最少的钱看世界，有些办法可以帮你做到。
A: If you want to see the world on the cheap, for necessity, lifestyle or challenge, there are some ways to do that.

Q: 尽管如此，世界上还是有许多独特的咖啡饮用方式，这些方式都值得去体验。
A: Nevertheless, there are many distinctive ways of drinking coffee around the world that are worth experiencing.

Q: 原子可被视为是全部物质的基本组成模块之一。
A: The atom can be considered to be one of the fundamental building blocks of all matter.

Q: 埃胡德·乌尔博士（新斯科舍省哈利法克斯市达尔豪西大学医学教授，加拿大糖尿病协会临床与科学部门教授）提醒，这项研究仍处在早期阶段。
A:", 埃胡德·乌尔博士（新斯科舍省哈利法克斯市达尔豪西大学医学教授，加拿大糖尿病协会临床与科学部门教授）提醒，这项研究仍处在早期阶段。," Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.","Dr. Ehud Ur (professor of medicine at Dalhousie University in Halifax, Nova Scotia, Canada, and professor of clinical and scientific affairs at the Canadian Diabetes Association) cautioned that the study is still in its early stages.",54.79456949239228,75.42733545819964,1.5390625,1.640625,0.8359375
"Q: 熟悉网上排版和编辑后，你便可创建自己的网站。
A: After you become comfortable with formatting and editing on the web, then later, you might create your own website.

Q: 对许多美国家庭来说，去迪斯尼乐园游玩是一场盛大的活动。
A: Traveling to Walt Disney World represents a major pilgrimage for many American families.

Q: 只有杞人忧天思维的影响，而不是沮丧和恐惧的影响，才能有条件地每周定期进行结构性体育锻炼。
A: Only the effects of catastrophizing, not depression and fear was conditional of regular weekly structured PA sessions.

Q: 巴西是世界上最大的罗马天主教国家，而该国的罗马天主教会向来反对同性婚姻合法化。
A: Brazil is the largest Roman Catholic country on Earth, and the Roman Catholic Church has consistently opposed the legalization of same-sex marriage in the country.

Q: 到目前为止，人类是最善于读懂他人心思的物种。
A: Humans are by far the most talented species in reading the minds of others.

Q: 和其他一些专家一样，他对糖尿病能否治愈持怀疑态度。他指出，这些发现与已患有 1 型糖尿病的人无关。
A:", 和其他一些专家一样，他对糖尿病能否治愈持怀疑态度。他指出，这些发现与已患有 1 型糖尿病的人无关。," Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.","Like other experts, he is skeptical that diabetes can be cured. He points out that the findings are irrelevant to people who already have type 1 diabetes.",40.8339803416069,64.91543801235437,0.19628906,0.19628906,1.0234375
"Q: “Luno”号上载有 120-160 立方米的燃料。在发生故障后，大风和海浪把它推到了防波堤上。
A: The Luno had 120–160 cubic metres of fuel aboard when it broke down and high winds and waves pushed it into the breakwater.

Q: 在不了解当地动物群的地区，切勿睡在地上的床垫或垫子上。
A: Do not sleep on a mattress or pad on the ground in areas where you do not know the local fauna.

Q: 它们优于网页代理的原因如下：它们重新路由所有互联网流量，而不仅仅是超文本传送协议 (http) 内容。
A: They are superior to web proxies for several reasons: They re-route all Internet traffic, not only http.

Q: 它们通常会提供更高的带宽和更优质的服务。它们经过加密，更难被监视。
A: They normally offer higher bandwidth and better quality of service. They are encrypted and thus harder to spy on.

Q: 使用几百个小时后，灯丝最终被烧坏，而灯泡也不亮了。
A: After hundreds of hours of operation the filament in the bulb eventually burns out and the light bulb no longer works.

Q: 周一，瑞典学院诺贝尔文学委员会常务秘书萨拉·丹尼尔斯在瑞典广播电台的一档节目中向公众宣布，委员会因无法直接联系到鲍勃·迪伦，通知他获得了 2016 年诺贝尔文学奖，已经放弃了与他联系的尝试。
A:", 周一，瑞典学院诺贝尔文学委员会常务秘书萨拉·丹尼尔斯在瑞典广播电台的一档节目中向公众宣布，委员会因无法直接联系到鲍勃·迪伦，通知他获得了 2016 年诺贝尔文学奖，已经放弃了与他联系的尝试。," On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.","On Monday, Sara Danius, the permanent secretary of the Swedish Academy, the Nobel literature committee, announced to the public on a radio show that the committee had given up trying to contact Bob Dylan after failing to reach him directly to inform him that he had won the 2016 Nobel prize in literature.",27.44722307663761,54.98216075783572,0.6796875,0.85546875,0.8515625
"Q: 热带气旋风暴古努（以马尔代夫语中一种以棕榈叶编织的袋子命名），在最高峰时风速可达每小时 240 千米（每小时 149 英里）。
A: At its peak, Tropical Cyclone Gonu, named for a bag of palm leaves in the language of the Maldives, reached sustained winds of 240 kilometers an hour (149 miles per hour) .

Q: 在赢得一级方程式赛车锦标赛 (Formula 1) 总冠军七次后于 2006 年退役的名将舒马赫 (Schumacher)，将接替受伤的菲利佩·马萨 (Felipe Massa)。
A: Schumacher who retired in 2006 after winning the Formula 1 championship seven times, was due to replace the injured Felipe Massa.

Q: 挪威的典型地貌，是陡峭的峡湾和山谷突然变成了高大的、多多少少无甚起伏的高原。
A: Typical for Norway are steep fjords and valleys that suddenly give way to a high, more or less even plateau.

Q: 这让学生能够按自己的节奏学习，并控制传授教学信息的节奏。
A: It allows students the ability to work at their own pace and control the pace of instructional information.

Q: 这种理念是，所有欧洲国家必须设法阻止某个国家/地区独自变得强大，因此，各国政府为了保持平衡经常更换盟友。
A: The concept was that all European nations had to seek to prevent one nation from becoming powerful, and thus national governments often changed their alliances in order to maintain the balance.

Q: 达尼厄斯说道：“目前我们保持按兵不动。我给他关系最好的合作者打过电话并发送了电子邮件，而且收到了对方非常友好的回复。就目前而言，这足够了。”
A:", 达尼厄斯说道：“目前我们保持按兵不动。我给他关系最好的合作者打过电话并发送了电子邮件，而且收到了对方非常友好的回复。就目前而言，这足够了。”," Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""","""We are keeping a low profile at the moment,"" said Daniel. ""I have called and emailed his closest collaborators and received very friendly replies. That is enough for now.""",22.903457759139506,52.246592189355326,1.25,1.625,0.8984375
"Q: 我们看到的太阳外部称作光球层，意即“光之球”。
A: The outer-part we see when we look at the Sun is called the photosphere, which means ""ball of light"".

Q: 新增 300 节车厢，使总车厢数达到 1300 节，以此缓解过度拥挤的情况。
A: An additional 300 brings the total to 1,300 carriages to be acquired to relieve overcrowding.

Q: 无人驾驶月球轨道飞行器月船一号发射了月球撞击探测器，该探测器以每秒 1.5 公里(每小时 3000 英里) 的速度掠过月球表面，并在月球南极附近成功硬着陆
A: The unmanned lunar orbiter Chandrayaan-1 ejected its Moon Impact Probe (MIP), which hurtled across the surface of the Moon at 1.5 kilometres per second (3000 miles per hour), and successfully crash landed near the Moon's south pole.

Q: 导致相位变化的重大地震活动于 3 月 10 日发生在该火山顶部火山口的东北侧。
A: The significant earthquake activity resulting in the phase change had took place on March 10 on the northeast side of the volcano's summit caldera.

Q: 在这种共振中，磁场和无线电波导致原子发出微弱的无线电信号。
A: In this resonance, magnetic field and radio waves cause atoms to give off tiny radio signals.

Q: 此前，铃声 (Ring) 公司 CEO 杰米·西米诺夫曾表示，公司成立之初，他在位于车库的工作室里是听不到门铃响声的。
A:", 此前，铃声 (Ring) 公司 CEO 杰米·西米诺夫曾表示，公司成立之初，他在位于车库的工作室里是听不到门铃响声的。," Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.","Previously, Ring CEO Jamie Siminoff said that when the company was founded, he could not hear the doorbell ring in his garage studio.",20.33059820910628,47.76655091526186,1.03125,1.609375,0.984375
"Q: 当可利用的食物减少时，这个蚁群就会迎来迁徙期。在这一阶段，蚁群会建造每天更换的临时巢穴。
A: The colony begins a nomadic phase when available food has decreased. During this phase, the colony makes temporary nests that are changed everyday.

Q: 他特别提到一些研究表明，在引发全球性疫情之前，这种疾病必须先降低自身的致命性。
A: Some studies suggest that the disease must become less lethal before it can cause a global epidemic, he noted.

Q: 确保知晓可以携带什么，不能携带什么，并申报任何超出法律允许的物件。
A: Make sure you know what you can and cannot bring in and declare anything over the legal limits.

Q: 因为呼叫是通过互联网路由的，因此你不必使用位于你居住地或旅行地点的通话公司。
A: Because calls are routed over the Internet, you do not need to use a phone company located where you live or where you travel.

Q: 地球上的各个角落都有动物的身影。它们有的在地下挖洞，有的在海洋中畅游，有的在天空中翱翔。
A: Animals are found all over the earth. They dig in the ground, swim in the oceans, and fly in the sky.

Q: 他称，他制作了一个 WiFi 门铃。
A:", 他称，他制作了一个 WiFi 门铃。," He built a WiFi door bell, he said.",He said he made a WiFi doorbell.,19.62791284379257,50.368112323057076,0.24316406,0.3203125,1.0234375
"Q: 旅舍主要为年轻人提供服务，二十岁左右的年轻人便是其典型客户，但你也可以经常在那里遇到相对年长的人。
A: Hostels cater primarily to young people – a typical guest is in their twenties – but you can often find older travellers there too.

Q: 今天，国际奥委会在柏林举行执行理事会会议，会上投票决定了要纳入的体育项目。橄榄球（更确切地说，联合会式橄榄球）以及高尔夫击败了其他五项运动，被选定为奥运会的参赛项目。
A: The International Olympic Committee voted to include the sports at its executive board meeting in Berlin today. Rugby, specifically rugby union, and golf were selected over five other sports to be considered to participate in the Olympics.

Q: 传染病是由包括病毒、细菌、真菌和其他寄生物在内的病原体引起的疾病。
A: An infectious disease is one that is caused by a pathogen, such as a virus, bacterium, fungus or other parasites.

Q: 尽管早些时候在空间站任务中丢失了一个陀螺仪，但空间站一直保持着它的姿态，直到太空行走任务结束。
A: The station maintained its attitude, despite the loss of a gyroscope earlier in the space station mission, until the end of the spacewalk.

Q: 比赛结束后，凯塞洛斯基以 2,250 分的成绩，继续在车手积分榜上高居榜首。
A: Following the race, Keselowski remains the Drivers' Championship leader with 2,250 points.

Q: 西米诺夫说，2013 年他在《创智赢家》节目中露面后，公司的销售额大增，当时节目组拒绝向这家初创公司投资。
A:", 西米诺夫说，2013 年他在《创智赢家》节目中露面后，公司的销售额大增，当时节目组拒绝向这家初创公司投资。, Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,"Siminov said that after appearing on the show in 2013, the company's sales increased, despite the show's refusal to invest in the startup.",6.251526810911487,35.16182932890121,2.453125,2.3125,0.9140625
"Q: 许多建筑物的外观都很漂亮，无论是从高楼上看去，还是从一个位置巧妙的窗口望出去，都会看到一幅美不胜收的景象。
A: Many buildings are quite beautiful to look at and the view from a tall building or from a cleverly-positioned window can be a beauty to behold.

Q: 在亚特兰大期间，她获得了评论界的赞誉，并因创新城市教育而得到表彰。
A: She gained critical acclaim during her time in Atlanta and was recognized for innovative urban education.

Q: 日本柔道选手、两枚奥运会金牌得主齐藤仁 (Hitoshi Saito) 逝世，享年 54 岁。
A: Japanese judoka Hitoshi Saito, winner of two Olympic gold medals, has died at the age of 54.

Q: 这座传统的中世纪城堡长久以来一直激发着人们的想象力，让人联想到马背长矛比武、宴会和亚瑟王骑士精神的画面。
A: The traditional medieval castle has long inspired the imagination, conjuring up images of jousts, banquets and Arthurian chivalry.

Q: 梵语是一种古老的语言，能与欧洲的拉丁语相媲美。
A: Sanskrit is an ancient language and is comparable to the Latin language spoken in Europe.

Q: 2017 年年末，西米诺夫出现在 QVC 电视销售频道。
A:", 2017 年年末，西米诺夫出现在 QVC 电视销售频道。," In late 2017, Siminoff appeared on shopping television channel QVC.","At the end of 2017, Siminov appeared on the QVC home shopping channel.",7.692375026049747,48.72644200130211,2.03125,2.15625,0.91015625
"Q: 虽然理论上世博会可以每年举行一次（只要在不同的国家举办就行），但实际上并非如此。
A: Although in theory they can take place annually (so long as they are in different countries), in practice they are not.

Q: 马鲁基多尔 (Maroochydore) 随后在预决赛中击败了卡布尔彻 (Caboolture)。
A: Maroochydore then defeated Caboolture in the Preliminary Final.

Q: 一个在地球上重 200 磅（90公斤）的人，在木卫一上的重量约为 36 磅（16公斤）。因此重力理所当然地对你产生了较小的牵引力。
A: A person who weighs 200 pounds (90kg) on Earth would weigh about 36 pounds (16kg) on Io. So the gravity, of course, pulls less on you.

Q: 主要研究人员表示，这可以让低收入国家/地区的患者尽早发现癌症、肺结核、艾滋病和疟疾。在这些国家/地区，乳腺癌等疾病的生存率可能仅为富裕国家的一半。
A: Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries.

Q: 多米尼加共和国（西班牙语：República Dominicana）是一个加勒比国家，地处伊斯帕尼奥拉岛的东半部分，该岛分属多米尼加与海地两国
A: The Dominican Republic (Spanish: República Dominicana) is a Caribbean country that occupies the eastern half of the island of Hispaniola, which it shares with Haiti

Q: 铃声 (Ring) 公司还与竞争对手 ADT 安保公司在一起官司中达成了庭外和解。
A:", 铃声 (Ring) 公司还与竞争对手 ADT 安保公司在一起官司中达成了庭外和解。," Ring also settled a lawsuit with competing security company, the ADT Corporation.",Ring has also settled a lawsuit with rival ADT Security.,37.81244085822862,45.68395914123548,1.9609375,2.28125,0.95703125
