prompt,query,reference,generation_baseline,bleu_baseline,chrf_baseline,metricx_baseline,metricx_qe_baseline,commet_baseline
"Q: Jarque was practicing during pre-season training at Coverciano in Italy earlier in the day. He was staying in the team hotel ahead of a match planned for Sunday against Bolonia.
A: كان جارك يتدرب قبل الموسم في كوفرسيانو في إيطاليا في وقت سابق من اليوم. وكان يقيم في فندق الفريق قبل مباراة تقرر إقامتها يوم الأحد ضد بولونيا.

Q: While they are usually privately owned, they sometimes accommodate visiting heads of state and other dignitaries.
A: في حين أنها عادة ما تكون مملوكة ملكية خاصة ، إلا أنها تستوعب رؤساء الدول الزائرين أحياناً وغيرهم من الشخصيات البارزة.

Q: After you become comfortable with formatting and editing on the web, then later, you might create your own website.
A: بعد أن تعتاد التنسيق والتحرير على الويب، يمكنك لاحقاً إنشاء موقعك الخاص.

Q: However, they have a different kind of beauty and charm during winter, with many hill stations receiving healthy amounts of snow and offering activities such as skiing and snowboarding.
A: مع ذلك، فهم يتمتعون بنوع مختلف من الجمال والسحر خلال الشتاء، حيث تسقط على العديد من محطات التلال كميات كبيرة من الثلج وتقيم أنشطة كالتزحلق والتزلج على الجليد.

Q: They became proficient at amputation to save patients from gangrene as well as tourniquets and arterial clamps to stem blood flow.
A: وأصبح هؤلاء الأشخاص بارعين في البتر لإنقاذ المرضى من الغنغرينا وكذلك العاصبات والمشابك الشريانية لصد تدفق الدم.

Q: ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.
A:"," ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added."," أضاف قائلاً، ""لدينا الآن فئران تبلغ من العمر 4 أشهر التي كانت تعاني في السابق من مرض السكري، ولكنها لم تعد تعاني منه الآن.","""لقد أصبح لدينا 4 أشهر من الفئران التي لا تصاب بداء السكري، وكانت تعاني من مرض السكري""، أضاف.",17.08395816310483,35.54073134981972,7.625,7.0,0.77734375
"Q: Only the effects of catastrophizing, not depression and fear was conditional of regular weekly structured PA sessions.
A: فقط آثار الكارثة، وليس الاكتئاب والخوف كانت شرطًا في جلسات PA المنتظمة أسبوعياً.

Q: Using GPS navigation apps on your smartphone can be the easiest and most convenient way to navigate when out of your home country.
A: قد يكون استخدام تطبيقات نظام التموضع العالمي (جي بي إس) على هاتفك الذكي أسهل الطرق وأكثرها راحةً للتنقل في بلدٍ غير بلدك.

Q: Batten was ranked 190th on the 2008 400 Richest Americans list with an estimated fortune of $2.3 billion.
A: احتل باتن المركز 190 على قائمة أكثر 400 أمريكي ثراءً لعام 2008 بثروة تبلغ حوالي 2.3 مليار دولار أمريكي.

Q: Asynchronous communication encourages time for reflection and reaction to others.
A: يحفّز الاتصال غير المتزامن لتخصيص الوقت للتأمل والتفاعل تجاه الآخرين.

Q: Early in the nation's independence, Singapore Botanic Gardens' expertise helped to transform the island into a tropical Garden City.
A: في بداية استقلال البلاد، ساعدت خبرة حدائق سنغافورة النباتية في تحويل الجزيرة إلى مدينة من الحدائق الاستوائية.

Q: Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.
A:"," Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.", نبه الدكتور إيهود أور -أستاذ الطب في جامعة دالهوزي في هاليفاكس، نوفا سكوتيا ورئيس الشعبة الطبية والعلمية في الجمعية الكندية للسكري- إلى أن البحث لا يزال في أيامه الأولى.,الدكتور أهود أور، أستاذ الطب في جامعة دالهاوس في هيلزبرغ، نوفا سكوشا، وعضو مجلس إدارة الجمعية الكندية لمكافحة مرض السكري، حذر من أن هذه الأبحاث ما زالت في بداياتها.,21.32129541489826,38.30182707361027,3.109375,2.125,0.89453125
"Q: Families with small children may need more preparations, but a day outdoors is easily possible even with babies and pre-school children.
A: قد تحتاج العائلة التي تصطحب أطفالاً صغاراً إلى المزيد من الإعدادات، لكن ما زال قضاء اليوم في الخارج أمراً ممكناً بسهولة حتى مع الرضع والأطفال دون سن المدرسة.

Q: Similarly, a British traveller in Spain may mistake a wave goodbye involving the palm facing the waver (rather than the person being waved at) as a gesture to come back.
A: وعلى نحو مماثل، قد يخطئ مسافر بريطاني في أسبانيا في تلويح الوداع من راحة اليد المواجهة للشخص الذي يلوح (بدلاً من الشخص الذي يتم التلويح إليه) كإشارة للعودة.

Q: On June 28, Marshal Italo Balbo, the Governor-General of Libya and apparent heir to Mussolini, was killed by friendly fire while landing in Tobruk.
A: في ٢٨ يونيو، قُتل المارشال إيتالو بالبو، الحاكم العام لليبيا والوريث المحتمل لموسوليني، بنيران صديقة أثناء هبوطه في طبرق.

Q: ""If it becomes commercial, we should have it. That is, there's no in-principle objection to nuclear energy"" Mr Costello said.
A: وقال السيد كوستيلو: ""إذا أصبح الأمر تجارياً، فيجب أن نمتكله. بمعنى، أنه ليس هناك اعتراض من حيث المبدأ على الطاقة النووية"".

Q: He died in Osaka on Tuesday.
A: مات في أوساكا يوم الثلاثاء.

Q: Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.
A:"," Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.", مثل باقي الخبراء الآخرين، فهو متشكك فيما إذا كان يمكن علاج السكري، مع ملاحظة أن هذه النتائج ليس لها علاقة بالناس الذي لديهم السكري من النوع الأول سابقاً.,مثل بعض الخبراء الآخرين، فهو متشكك في ما إذا كان يمكن علاج مرض السكري، مشيراً إلى أن هذه النتائج لا تعني الأشخاص الذين لديهم مرض السكري النوع الأول بالفعل.,43.14820423431661,57.725606621158434,2.75,2.296875,0.9453125
"Q: The nucleus consists of two particles - neutrons and protons.
A: تتكون النواة من جسيمين - النيوترونات والبروتونات.

Q: The gas becomes thinner as you go farther from the center of the Sun.
A: ترق سماكة الغاز بابتعادك عن مركز الشمس.

Q: In many countries with such a law, local hotels will handle the registration (make sure to ask).
A: في كثيرٍ من البلدان التي يوجد فيها مثل هذا القانون، تتولّى الفنادق المحلية مهمّة التسجيل (تأكد من الاستفسار عن ذلك).

Q: The Health Minister expressed concern both for the welfare of individuals taking advantage of the temporary legality of the substances involved, and for drug-related convictions handed down since the now-unconstitutional changes came into effect.
A: وأعرب وزير الصحة عن مخاوفه بشأن صحة الأفراد الذين يقومون باستغلال الشرعية المؤقّتة للمواد المتعلقة، والإدانات المتعلقة بالمخدرات الصادرة منذ أن دخلت التغييرات غير الدستورية قيد التنفيذ.

Q: Fossil hand bones two million to three million years old reveal this shift in specialization of the hand from locomotion to manipulation.
A: كشفت عظام الأيدي بحفريّات تتراوح أعمارها بين مليوني وثلاثة ملايين عام عن هذا التحوّل في اختصاص اليد، من التنقّل إلى المناورة.

Q: On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.
A:"," On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.", في يوم الإثنين ، أعلنت سارة دانيوس -السكرتيرة الدائمة للجنة نوبل للأدب في الأكاديمية السويدية- على الملأ خلال برنامج إذاعي على راديو السويد في السويد، أن اللجنة -التي لم تتمكن من الوصول مباشرة إلى بوب ديلان بشأن الفوز بجائزة نوبل في الأدب لعام 2016- قد تخلت عن جهودها للوصول إليه.,في يوم الاثنين، أعلنت السيدة سارة دانينيوس، رئيسة دائرة السفيرين السويدية للآداب، خلال برنامج إذاعي على إذاعة Sveriges Radio في السويد، عن عدم قدرة الدائرة، التي لم تتمكن من الوصول إلى بوب ديدلي مباشرة، على الوصول إليه.,20.457509832426766,41.208368732792735,10.3125,9.625,0.640625
"Q: While authorities are unsure of the credibility of the threat, the Maryland Transportaion Authority made the closure with the urging of the FBI.
A: في حين أن السلطات غير متأكدة من مصداقية التهديد، قامت هيئة النقل بولاية ماريلاند بالإغلاق بطلب من مكتب التحقيقات الفيدرالي.

Q: Today's Player of the Day is Alex Ovechkin of the Washington Capitals.
A: لاعبنا لليوم أليكس أوفيتشكين وهو أحد لاعبي فريق واشنطن كابيتالز.

Q: Typical for the period, Kirby Muxloe Castle is more of a fortified house than a true castle.
A: تعد قلعة ""كيربي موكسلو""، نموذجية لهذه الفترة، فهي منزلاً محصناً أكثر من كونها قلعة حقيقية.

Q: Don't forget to add in the extra costs of additional visas, departure taxes, ground transportation, etc. for all those places outside of Africa.
A: تذكّر إضافة التّكاليف الزّائدة للتّأشيرات الإضافيّة وضرائب المغادرة والنّقل البريّ إلخ... من أجل جميع تلك الأماكن التي تقع خارجَ إفريقيا.

Q: Piquet Jr. was sacked after the 2009 Hungarian Grand Prix.
A: تم استبعاد بيكيه جونيور بعد سباق جائزة المجر الكبرى في 2009

Q: Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""
A:"," Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough."""," قال دانيوس ""لن نقوم الآن بفعل أي شيء. لقد قمت بالاتصال وإرسال رسائل بريد إلكتروني إلى أقرب المتعاونين معه وحصلت على ردود لطيفة جداً. هذا يكفي في الوقت الحالي بالطبع"".","قال دانيس، ""في الوقت الحالي، نحن لا نفعّل أي شيء. لقد اتصلت وبعثت برسائل بريد إلكتروني إلى أقرب متعاون له، وأعطيته ردوداً ودية للغاية. في الوقت الحالي، بالتأكيد، يكفي ذلك.""",24.8929565129795,42.712907791577464,6.8125,6.875,0.8984375
"Q: The game is played on grass, and the grass around the hole is mown shorter and called the green.
A: تُمارَس اللعبة على العشب، ويُقصّ العشب المحيط بالحفرة وتُسمّى ""الخضراء"".

Q: Take a look at what trips the agent is promoting, whether on a website or in a shop window.
A: ألقِ نظرة على الرحلات التي يقوم الوكيل بترويجها، سواءً كان ذلك على موقع إلكتروني أو في نافذة متجر.

Q: During the summer, also watch out for the Nordic mosquitoes. Although they do not transmit any diseases, they can be irritating.
A: خلال فصل الصيف، احذروا من البعوض النوردي فرغم أنه لا ينقل أي أمراض، إلا أن قد يكون مزعجًا.

Q: Last week, Naked News announced that it would dramatically increase its international language mandate to news reporting, with three new broadcasts.
A: في الأسبوع الماضي، أعلنت Naked News أنها سوف تزيد بشكل كبير من تفويضها الخاص باللغة الدولية في إعداد التقارير الإخبارية، مع بث ثلاث برامج جديدة.

Q: Jerusalem has many historic, archeological and cultural sites, along with vibrant and crowded shopping centers, cafés, and restaurants.
A: تضم القدس العديد من المواقع التاريخية، والأثرية، والثقافية، إلى جانب مراكز التسوق، والمقاهي، والمطاعم الحيوية والمزدحمة.

Q: Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.
A:"," Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.", في السابق، لاحظ جيمي سيمينوف، الرئيس التنفيذي لشركة Ring، أن الشركة بدأت عندما لم يكن جرس بابه مسموعاً من متجره في مرآب منزله.,في السابق، قال الرئيس التنفيذي لـ Ring، جايمس سيمينوف، إن الشركة بدأت عندما لم تسمع الجرس من متجرها في منزله.,30.914272965724823,52.282714672359646,7.4375,7.4375,0.68359375
"Q: Given how remote many of the pueblos are, you won't be able to find a significant amount of nightlife without traveling to Albuquerque or Santa Fe.
A: نظراً لبُعد العديد من قرى البويبلو، فلن تحظى بفرصة كبيرة للحياة الليلية دون السفر إلى ألباكركي أو سانتا فيه.

Q: In addition to the crushing ice, extreme weather conditions have been hampering rescue efforts.
A: علاوةً على الجليد المدمر، ما تزال الظروف الجوية القاسية عائقاً أمام جهود الإنقاذ.

Q: Stardust will set a new all-time record for being the fastest spacecraft to return to Earth, breaking the previous record set in May of 1969 during the return of the Apollo X command module.
A: سوف تحقْق ستاردست رقماً قياسياً جديداً على الإطلاق لكونها أسرع مركبة فضائية تعود إلى الأرض، محطّمةً الرّقم القياسي السّابق الذي تمّ تسجيله في شهر أَيَّار عام 1969 أثناء عودة وحدة قيادة أبولو إكس.

Q: Hesperonychus elizabethae is a species of the family Dromaeosauridae and is a cousin of Velociraptor .
A: يعد هيسبيرونيكوس إليزابيث نوعاً من عائلة الديناصورات السريعة وقريب ديناصور فيلوسيرابتور.

Q: This is something you always need to keep in mind, to avoid disappointment or perhaps even distaste over local ways to do things.
A: هذا شيء تحتاج دائمًا إلى وضعه في الاعتبار، لتجنب خيبة الأمل أو ربما حتى النفور من الطرق المحلية للقيام بالأشياء.

Q: He built a WiFi door bell, he said.
A:"," He built a WiFi door bell, he said.", قال إنه صنع جرس باب يعمل بتقنية واي فاي.,قال إنه بنى بابًا لاسلكيًا للإنترنت، وقال.,5.10809933294318,21.18217353801646,14.5625,12.875,0.32421875
"Q: Nadal bagged 88% net points in the match winning 76 points in the first serve.
A: حصد نادال نقاط على الشبكة بنسبة 88% في المباراة، ليفوز بـ76 نقطة في الإرسال الأول.

Q: Music is often recorded using sophisticated computers to process and mix sounds together.
A: يتم تسجيل الموسيقى كثيراً باستخدام الحواسب الآليّة المتطوّرة، لمعالجة ومزج الأصوات معاً.

Q: When asked what the father said, she answered ""He couldn't say a thing - he just stood there blinking.""
A: عندما سُئلت عما قاله الأب، أجابت ""لم يستطع أن يقول شيئًا - لقد تسمر هناك، وكانت عيناه ترمش فحسب"".

Q: The US Navy also said they were investigating the incident.
A: قالت البحرية الأمريكية أيضاً أنها تُحَقق في الحادثِ.

Q: In the last years of the 18th century the Vietnamese also invaded Cambodia.
A: في السنوات الأخيرة من القرن الـ18، غزا الفيتناميّون أيضاً كمبوديا.

Q: Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.
A:", Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup., قال سيمينوف إن المبيعات ارتفعت بعد ظهوره في عام 2013 في حلقة شارك تانك، حيث رفضت لجنة العرض تمويل الشركة البادئة.,"قال سيمينوف: ""ارتفعت مبيعاته بعد ظهوره في حلقة من برنامج Shark Tank في عام 2013، حيث رفضت لجنة البرنامج تقديم تمويل لشركة التكنولوجيا"".",31.107305927215833,53.37484997096526,3.390625,3.734375,0.9296875
"Q: Those participating in regular activity required more support in terms of negative perception of pain distinguishing the differences of chronic pain and discomfort feel from normal physical movement.
A: احتاجت المجموعة المشاركة في نشاطٍ بدني منتظم إلى المزيد من الدعم فيما يتعلق بالتصور السلبي للألم لكي يتمكن أفرادها من التمييز بين الألم المزمن والشعور بعدم الراحة الناتج عن حركة بدنية عادية.

Q: An official with the gas company was reporting to the scene after a neighbor called about a gas leak.
A: وصل مسؤول بشركة الغاز إلى مكان الحادث بعد أن أبلغ أحد الجيران عن تسرب غاز.

Q: Four years later a patent was granted, which was the world's first patent issued in the field of MRI.
A: بعد أريع سنوات، تم منح براءة اختراع، والتي كانت أول براءة اختراع في العالم يتم منحها في مجال التصوير بالرنين المغناطيسي.

Q: Heels should be low and wide. Sand, gravel or salt (calcium chloride) is often scattered on roads or paths to improve traction.
A: يجب أن يكون كعب الحذاء منخفضًا وعريضًا. غالبًا ما تُرش الطرقات أو الممرات بالرمال، أو الحصى، أو الملح (كلوريد الكالسيوم) لزيادة قوة الجر.

Q: Turkish diva Sezen Aksu performed with the Italian tenor Alessandro Safina and Greek singer Haris Alexiou.
A: غنت المغنية التركية ""سيزين أكسو"" مع الإيطالي ""أليساندرو سافينا"" والمغني اليوناني ""هاريس أليكسيو"".

Q: In late 2017, Siminoff appeared on shopping television channel QVC.
A:"," In late 2017, Siminoff appeared on shopping television channel QVC."," في أواخر عام 2017، ظهر ""سيمينوف"" على قناة التسوق التلفزيونية كيو في سي.","في أوائل عام 2017، ظهر ""سيمينوف"" على قناة QVC للتسوق.",46.71754291977546,55.25551973034789,5.03125,3.609375,0.73046875
"Q: About three thousand years later, in 1610, Italian astronomer Galileo Galilei used a telescope to observe that Venus has phases, just as the moon does.
A: بعد حوالي ثلاثة آلاف عام، في عام 1610، استخدم عالم الفلك الإيطالي غاليليو غاليلي تلسكوباً ليلاحظ أن كوكب الزهرة له أطوار، تماماً مثل القمر.

Q: Last month, there were major protests in Poland when that country signed ACTA, which has led to the Polish government deciding not to ratify the agreement, for now.
A: في الشهر المنقضي، شهدت بولندا احتجاجات كبرى عندما وقعت تلك الدولة على اتفاقية مكافحة التزييف التجارية، الأمر الذي أدى إلى اتخاذ الحكومة البولندية قراراً بعدم التصديق على الاتفاق في الوقت الراهن.

Q: Its a very complex entity which consists, according to a simplified Bohr model, of a central nucleus orbited by electrons, somewhat similar to planets orbiting the sun - see Figure 1.1.
A: إنه كيان معقد للغاية يتكون، وفقًا لنموذج بور البسيط، من نواة مركزية تدور حولها الإلكترونات، تشبه إلى حد ما الكواكب التي تدور حول الشمس - انظر الشكل 1.1.

Q: Increasingly supermarkets are getting a more varied section of ready-made food. Some even provide a microwave oven or other means to heat food.
A: وأصبحت محلات السوبر ماركت تمتلك على نحو متزايد أقسام أطعمة جاهزة أكثر تنوعاً. حتى أن بعضها يوفر فرن ميكروويف أو وسائل أخرى لتسخين الطعام.

Q: It seems actually to be more a way of tricking people into believing they have to pay more.
A: يبدو الأمر في الواقع وكأنه طريقة لخداع الناس لكي يعتقدوا بأنه يجب عليهم دفع المزيد.

Q: Ring also settled a lawsuit with competing security company, the ADT Corporation.
A:"," Ring also settled a lawsuit with competing security company, the ADT Corporation.", كما قامت رينج بتسوية دعوى قضائية مع شركة الأمن المنافسة، شركة ADT.,ووصلت شركة Ring أيضًا إلى اتفاق مع شركة الأمن ADT Corporation.,11.645805376010442,27.382444402536848,4.8125,5.15625,0.87109375
