prompt,query,reference,generation_baseline,bleu_baseline,chrf_baseline,metricx_qe_baseline,metricx_baseline,commet_baseline
"Q: In the nomadic phase, army ants march at night and stop to camp during the day.
A: Durant la période nomade, les fourmis légionnaires marchent la nuit et s'arrêtent pour camper le jour.

Q: ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.
A:"," ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added."," « Nous avons à présent des souris de 4 mois qui ne sont pas diabétiques alors qu'elles l'étaient auparavant », a-t-il ajouté.","""Nous avons maintenant des souris de 4 mois qui ne sont pas diabétiques et qui étaient diabétiques auparavant"", a-t-il ajouté.",50.27663039889897,67.94509508310458,6.34375,3.953125,1.015625
"Q: A formal anniversary event was scheduled for a later date, officials said.
A: Les autorité ont déclaré qu'une cérémonie anniversaire officielle avait été prévue à une date ultérieure.

Q: Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.
A:"," Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days."," Le Dr Ehud Ur, professeur de médecine à l'Université Dalhousie de Halifax (Nouvelle-Écosse) et président de la division clinique et scientifique de l'Association canadienne du diabète, a averti que la recherche en était encore à ses débuts.","Le Dr. Ehud Ur, professeur de médecine à l'Université Dalhousie de Halifax, en Nouvelle-Écosse, et président du comité scientifique et clinique de l'Association canadienne du diabète, avertit que la recherche est encore dans ses premiers stades.",58.70010034488504,73.34138750648039,2.71875,1.9765625,1.0078125
"Q: The Global Running Tours successor, Go Running Tours networks dozens of sightrunning providers on four continents.
A: Le successeur de Global Running Tours, Go Running Tours, met en réseau des dizaines de prestataires de services de jogging touristique sur quatre continents.

Q: Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.
A:"," Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes."," À l'instar d'autres experts, il se montre sceptique quant à la possibilité de guérir le diabète, faisant remarquer que ces résultats ne sont pas applicables aux personnes qui souffrent déjà de diabète de type 1.","Comme certains autres experts, il est sceptique quant à la possibilité de guérir le diabète, notant que ces résultats n'ont aucune pertinence pour les personnes atteintes de diabète de type 1.",45.482094648069314,59.0404815135796,0.47070312,0.45507812,1.0234375
"Q: Sir Richard Branson's Virgin Group had a bid for the bank rejected prior to the bank’s nationalisation.
A: Le groupe Virgin de Sir Richard Branson a vu son offre d’achat rejetée avant la nationalisation de la banque.

Q: On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.
A:"," On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him."," Lundi, lors d'une émission de radio sur Sveriges Radio, en Suède, Sara Danius, secrétaire permanente du Comité Nobel de Littérature de l'Académie Suédoise, a annoncé publiquement que le comité, incapable de joindre directement Bob Dylan au sujet du prix Nobel de littérature 2016, avait renoncé à le contacter.","Le 1er janvier 2016, Sara Danius, secrétaire perpétuelle du comité Nobel de la Littérature de l'Académie suédoise, a annoncé publiquement lors d'un programme radio sur Sveriges Radio en Suède que le comité, incapable de contacter directement Bob Dylan concernant le prix Nobel de la Littérature 2016, avait abandonné ses efforts pour",46.815615772375295,67.55525305507105,4.84375,6.8125,0.46484375
"Q: Not all were supportive of the inclusion of the women’s ranks.
A: Tout le monde n'était pas transporté par l'idée d'inclure des troupes féminines.

Q: Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""
A:"," Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough."""," Danius a déclaré : « En ce moment, nous ne faisons rien. J'ai appelé et envoyé des courriels à son plus proche collaborateur et j'ai reçu des réponses très amicales. Pour l'instant, c'est certainement suffisant. »","Danius a déclaré : « Actuellement, nous ne faisons rien. J'ai appelé et envoyé des e-mails à ses collaborateurs les plus proches et j'ai reçu des réponses très amicales. Pour l'instant, cela suffit certainement. »",63.13064925257266,76.71052378706071,2.53125,1.6875,1.015625
"Q: The glaciers are not stable, but flow down the mountain. This will cause cracks, crevasses, which may be obscured by snow bridges.
A: Les glaciers ne sont pas stables, mais se détachent de la montagne. Cela provoque des fissures, des crevasses, qui peuvent être obscurcies par des ponts de neige.

Q: Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.
A:"," Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage."," Auparavant, le PDG de Ring, Jamie Siminoff, a fait remarquer qu'il a lancé l'entreprise lorsque la sonnette de sa porte d'entrée n'était pas audible depuis son magasin dans son garage.","Siminoff, le PDG de Ring, a déclaré que la société a commencé lorsque le son de son sonnette n'était pas audible de son atelier dans son garage.",30.194054811368073,48.47768722179036,4.125,4.90625,0.8515625
"Q: It can be customized to make it easy to read and also with as much or little color as desired.
A: Elle peut être personnalisée afin d'en faciliter la lecture, et l'on peut y mettre autant ou aussi peu de couleur que l'on souhaite.

Q: He built a WiFi door bell, he said.
A:"," He built a WiFi door bell, he said.", Il dit avoir conçu une sonnette de porte Wi-Fi.,"Il a construit un sonnette de porte avec WiFi, il a dit.",17.609282679116177,44.36511487302234,4.09375,3.6875,0.9296875
"Q: After the match, King of Clay said, ""I am just excited about being back in the final rounds of the most important events. I am here to try to win this.""
A: Après le match, le roi de la terre battue a déclaré : « Je suis tout simplement ravi d'être de retour pour les phases finales des événements les plus importants. Je suis ici pour essayer de gagner ».

Q: Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.
A:", Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup., M. Siminoff a déclaré que les ventes ont augmenté après son apparition en 2013 dans un épisode de Shark Tank où le panel de la série a refusé de financer la start-up.,Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,5.010770701461872,26.282652896619012,25.0,25.0,1.0234375
"Q: The South Pole Traverse (or Highway) is a 1600 km trail from McMurdo Station on the Ross Sea to the Pole.
A: L'autoroute du pôle Sud est une route de 1 600 km entre la station de McMurdo, au bord de la mer de Ross, et le pôle.

Q: In late 2017, Siminoff appeared on shopping television channel QVC.
A:"," In late 2017, Siminoff appeared on shopping television channel QVC."," Fin 2017, Siminoff est apparu sur la chaîne de télé-achat QVC.","En 2017, Siminoff a apparu sur la chaîne de télévision QVC.",53.973235937786534,69.08191785639768,3.40625,3.625,0.84375
"Q: Jerusalem has many historic, archeological and cultural sites, along with vibrant and crowded shopping centers, cafés, and restaurants.
A: Jérusalem compte de nombreux sites historiques, archéologiques et culturels ainsi que des centres commerciaux, cafés et restaurants animés et très fréquentés.

Q: Ring also settled a lawsuit with competing security company, the ADT Corporation.
A:"," Ring also settled a lawsuit with competing security company, the ADT Corporation."," Ring a également réglé un procès avec une entreprise de sécurité concurrente, l'ADT Corporation.","Ring a également réglé un litige avec la société de sécurité concurrente, la société ADT.",41.859187881827765,55.946658834575466,1.140625,1.1015625,0.984375
