prompt,query,reference,generation_baseline,bleu_baseline,chrf_baseline,metricx_baseline,metricx_qe_baseline,commet_baseline
"Q: Se visitar a Groenlândia durante as estações frias (considerando que, quanto mais ao norte for, mais frio estará), é necessário levar suficientes roupas quentes.
A: If you visit Greenland during cold seasons (considering that the further north you go, the colder it will be), it is essential to bring warm enough clothing.

Q: No calor do dia, os viajantes podem experimentar miragens que dão a ilusão de água (ou outras coisas).
A: In the heat of the day, travelers can experience mirages that give the illusion of water (or other things).

Q: Apenas poucos anos após a chegada dos exploradores europeus, a população de Tainos foi reduzida significativamente pelos conquistadores espanhóis.
A: Within a few short years following the arrival of European explorers, the population of Tainos had significantly been reduced by the Spanish conquerors

Q: Os dentes de um tricerátops provavelmente eram capazes de esmagar não só as folhas, mas também os galhos e as raízes bastante resistentes.
A: A triceratops' teeth would have been able to crush not only leaves but even very tough branches and roots.

Q: Com origem nos Tours de Corrida de Barcelona e no de Copenhague, não demorou para ganhar a companhia dos Tours de Corrida sediados em Praga e outras corridas.
A: With roots in Barcelona's Running Tours Barcelona and Copenhagen's Running Copenhagen, it was quickly joined by Running Tours Prague based in Prague and others.

Q: ""Agora temos ratos de 4 meses de idade que não são diabéticos e que antes eram diabéticos,""complementou.
A:"," ""Agora temos ratos de 4 meses de idade que não são diabéticos e que antes eram diabéticos,""complementou."," ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.","""Now we have 4-month-old rats that are not diabetic and that were diabetic before,"" he added.",33.2169152401064,54.46005158238849,4.25,5.75,0.984013557434082
"Q: Algumas corridas Cross Country durante o inverno, combinadas com exercícios de musculação para a parte superior do corpo, são a melhor preparação para a temporada de corrida.
A: Some cross country running during the winter, combined with gymnasium work for the upper part of the body, is the best preparation for the running season.

Q: Sua aparição frequente na música, filmes, literatura e cultura popular ajudou a tornar a cidade e seus marcos conhecidos em todo o mundo.
A: Its frequent portrayal in music, films, literature and popular culture has helped make the city and its landmarks known throughout the world.

Q: Aprender a criar mídias interativas exige habilidades convencionais e tradicionais, assim como o domínio de ferramentas em aulas interativas (esboço sequencial, edição de áudio e vídeo, narração de histórias, etc.)
A: Learning to create interactive media requires conventional and traditional skills, as well as tools mastered in interactive classes (storyboarding, audio and video editing, story telling, etc.)

Q: Hsieh falou, em adição, que o fotogênico Ma tinha mais estilo do que tinha de substância
A: Hsieh also argued that the photogenic Ma was more style than substance.

Q: Viver e trabalhar voluntariamente num país estrangeiro é uma ótima forma de conhecer uma cultura diferente, conhecer novas pessoas, aprender sobre si mesmo, adquirir um senso de perspectiva e até ganhar novas habilidades.
A: Living and volunteering in a foreign country is a great way to get to know a different culture, meet new people, learn about yourself, get a sense of perspective and even gain new skills.

Q: O Médico Ehud Ur, um professor de medicina na Universidade de Dalhousie em Halifax, Nova Escócia, e presidente da divisão clínica e científica da Canadian Diabetes Association disse que o estudo ainda está dando seus primeiros passos.
A:"," O Médico Ehud Ur, um professor de medicina na Universidade de Dalhousie em Halifax, Nova Escócia, e presidente da divisão clínica e científica da Canadian Diabetes Association disse que o estudo ainda está dando seus primeiros passos."," Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.","Dr. Ehud Ur, a professor of medicine at Dalhousie University in Halifax, Nova Scotia, and president of the Canadian Diabetes Association's clinical and scientific division, said the study is still in its early stages.",60.9007735142124,74.87140441406186,1.4453125,0.90625,0.9770158529281616
"Q: Apesar de seus comentários, ele declarou que vai apoiar os competidores britânicos nas Olimpíadas de 2012 em Londres.
A: Despite his comments he said he will be supporting the British competitors at the 2012 Olympics being held in London.

Q: O homem suspeito de detonar a bomba foi detido, após sofrer os ferimentos da explosão.
A: The man suspected of detonating the bomb was detained, after sustaining injuries from the blast.

Q: Sim! O Rei Tutancâmon, às vezes chamado de ""Rei Tut"" ou ""Jovem Faraó"", é um dos mais conhecidos reis do Antigo Egito nos tempos modernos.
A: Yes! King Tutankhamun, sometimes referred to as ""King Tut"" or ""The Boy King"", is one of the most well known ancient Egyptian kings in modern times.

Q: Algumas câmeras de filme de tamanho médio usam um formato de 6 por 6 cm, mais precisamente um negativo de 56 por 56 mm.
A: Some medium-format film cameras use a 6 by 6 cm format, more precisely a 56 by 56 mm negative.

Q: Diversos lugares em Rotorua oferecem hangi geotérmico, enquanto outros hangi podem ser amostrados em Christchurch, Wellington e em outros lugares.
A: Several places in Rotorua offer geothermal hangi, while other hangi can be sampled in Christchurch, Wellington and elsewhere.

Q: Assim como alguns outros especialistas, ele é cético sobre a cura do diabetes, observando que essas descobertas não têm relevância às pessoas que já têm diabetes tipo 1.
A:"," Assim como alguns outros especialistas, ele é cético sobre a cura do diabetes, observando que essas descobertas não têm relevância às pessoas que já têm diabetes tipo 1."," Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.","Like some other experts, he is skeptical about the cure for diabetes, noting that these discoveries have no relevance to people who already have type 1 diabetes.",60.07884130595556,78.14039765576383,0.64453125,0.71875,1.0
"Q: A mídia local informa o capotamento de um veículo de incêndio do aeroporto, durante o atendimento.
A: Local media reports an airport fire vehicle rolled over while responding.

Q: Embora você possa ouvir a palavra usada por nativos da Groenlândia, seu uso deve ser evitado por estrangeiros.
A: While you may hear the word used by Greenlandic Natives, its use should be avoided by foreigners.

Q: Um átomo pode ser considerado como um das partículas fundamentais de toda a matéria.
A: The atom can be considered to be one of the fundamental building blocks of all matter.

Q: Um dia, talvez, os seus bisnetos estarão num planeta extraterrestre, perguntando-se sobre os ancestrais arcaicos deles?
A: Maybe one day, your great grandchildren will be standing atop an alien world wondering about their ancient ancestors?

Q: O café é uma das commodities mais comercializadas mundialmente, sendo provável que você encontre muitas espécies na sua região.
A: Coffee is one of the world's most traded commodities, and you can probably find many types in your home region.

Q: Na segunda-feira, Sara Danius, secretária permanente do Comitê Nobel de Literatura da Academia Sueca, anunciou publicamente durante um programa de rádio na Rádio Sveriges na Suécia que o comitê, incapaz de entrar em contato com Bob Dylan diretamente sobre a conquista do Prêmio Nobel de Literatura de 2016, havia abandonado seus esforços para contactá-lo.
A:"," Na segunda-feira, Sara Danius, secretária permanente do Comitê Nobel de Literatura da Academia Sueca, anunciou publicamente durante um programa de rádio na Rádio Sveriges na Suécia que o comitê, incapaz de entrar em contato com Bob Dylan diretamente sobre a conquista do Prêmio Nobel de Literatura de 2016, havia abandonado seus esforços para contactá-lo."," On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.","On Monday, Sara Danius, permanent secretary of the Swedish Academy's Nobel Prize Committee, announced publicly during a radio program on Sveriges Radio in Sweden that the committee, unable to contact Bob Dylan directly about the 2016 Nobel Prize in Literature, had abandoned its efforts to contact him.",65.52507773982373,79.71566212820962,1.125,1.1171875,0.9489744901657104
"Q: O nitrogênio como gás ainda tem as mesmas propriedades do nitrogênio líquido. O estado líquido é mais denso, mas as moléculas ainda são as mesmas.
A: Nitrogen as a gas still has the same properties as liquid nitrogen. The liquid state is denser but the molecules are still the same.

Q: Os passeios turísticos são caros, exigem boa forma física, só podem ser feitos no verão (entre novembro e fevereiro) e são limitados, em grande parte, à Península, às Ilhas e ao Mar de Ross.
A: Tourist visits are costly, demand physical fitness, can only take place in summer Nov-Feb, and are largely limited to the Peninsula, Islands and Ross Sea.

Q: Embora geralmente sejam de propriedade privada, algumas vezes acomodam chefes de estado e outros dignitários visitantes.
A: While they are usually privately owned, they sometimes accommodate visiting heads of state and other dignitaries.

Q: Todo os anos, por volta de outubro, quase 1,5 milhão de herbívoros viajam em direção às planícies do sul, cruzando o Rio Mara, vindo das colinas do norte, em busca das chuvas.
A: Every year around October nearly 1.5 million herbivores travel towards the southern plains, crossing the Mara River, from the northern hills for the rains.

Q: Se acreditava que esta ave de rapina de sangue quente, completamente emplumada, andava reta em cima de duas pernas com garras como um Velociraptor.
A: This fully feathered, warm blooded bird of prey was believed to have walked upright on two legs with claws like the Velociraptor.

Q: Danius disse: ""Neste momento não estamos fazendo nada. Tenho ligado e enviado e-mails para o seu colaborador mais próximo e tenho recebido repostas muito amigáveis. Por enquanto, isso certamente é o suficiente.""
A:"," Danius disse: ""Neste momento não estamos fazendo nada. Tenho ligado e enviado e-mails para o seu colaborador mais próximo e tenho recebido repostas muito amigáveis. Por enquanto, isso certamente é o suficiente."""," Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""","Danius said: ""At this moment we are not doing anything. I have called and sent emails to your nearest collaborator and I am receiving very friendly responses. For the moment, this is certainly enough.""",35.78525020347806,63.594188126018366,2.6875,2.796875,0.8733189702033997
"Q: A cidade será a primeira no sudeste da Europa a receber o CowParade, o maior evento de arte pública do mundo, entre junho e agosto deste ano.
A: The city will be the first in southeastern Europe to host CowParade, the world's largest public art event, between June and August this year.

Q: Principalmente nos primeiros dias, pense em gastar em hotéis, comidas e serviços de boa qualidade e de estilo ocidental para ajudar a entrar no clima.
A: Especially in your initial days, consider splurging on Western-style and -quality hotels, food, and services to help acclimatize.

Q: Elementos e compostos podem alternar de estados sem sofrer alterações.
A: Elements and compounds can move from one state to another and not change.

Q: Uma Feira Mundial (comumente nomeada de Exposição Mundial, ou simplesmente Expo) é um grande festival internacional de artes e ciências.
A: A World's Fair (commonly called World Exposition, or simply Expo) is large international festival of arts and sciences.

Q: A forma mais fácil de começar no ramo de ""escrever sobre viagens"" é aperfeiçoar suas habilidades num blogue de viagem que já esteja estabelecido.
A: The easiest way to get started in the business of travel writing is to hone your skills on an established travel blog website.

Q: Anteriormente, o CEO da Ring, Jamie Siminoff, comentou que a empresa surgiu quando sua campainha não podia ser ouvida de sua loja em sua garagem.
A:"," Anteriormente, o CEO da Ring, Jamie Siminoff, comentou que a empresa surgiu quando sua campainha não podia ser ouvida de sua loja em sua garagem."," Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.","Previously, Ring CEO Jamie Siminoff commented that the company was born when his doorbell couldn't be heard from his garage.",27.151261465093718,54.87051177243815,3.8125,4.1875,0.9744573831558228
"Q: Apesar de o entendimento da história de uma pessoa não implicar no entendimento da cultura, ao menos contribui para que as pessoas tenham uma noção de onde se enquadram na história da organização.
A: While understanding one’s history does not assume understanding of culture, it does at least help people gain a sense of where they fall within the history of the organization.

Q: A aeronave foi dirigida para Irkutsk e estava sendo operada por tropas do interior.
A: The aircraft had been headed to Irkutsk and was being operated by interior troops.

Q: Animais selvagens podem ser tímidos ou agressivos. O ambiente pode ser frio, quente ou hostil.
A: Wild animals might either be shy or aggressive. The environment might be cold, hot, or otherwise hostile.

Q: “Apesar da febre e da dor de garganta, me sinto bem e em boas condições para fazer o meu trabalho remotamente.
A: ""Apart from the fever and a sore throat, I feel well and in good shape to carry out my work by telecommuting.

Q: Uma população é a reunião de organismos de uma determinada espécie dentro de uma determinada área geográfica.
A: A population is the collection of organisms of a particular species within a given geographic area.

Q: Ele montou uma campainha sem fio, disse.
A:"," Ele montou uma campainha sem fio, disse."," He built a WiFi door bell, he said.",He set up a wireless doorbell.,6.033504141761816,25.81489556472788,3.609375,2.53125,0.5063560009002686
"Q: As agências de viagens existem desde o século XIX. Um agente de viagens geralmente é uma boa pedida para uma viagem que vai além da experiência anterior do viajante com a natureza, a cultura, o idioma ou com países de baixa renda.
A: Travel agencies have been around since the 19th century. A travel agent is usually a good option for a journey which extends beyond a traveller's previous experience of nature, culture, language or low-income countries.

Q: Tem a mesma estrutura molecular, seja um gás, líquido ou sólido.
A: It has the same molecular structure whether it is a gas, liquid, or solid.

Q: Apesar da maior parte das agências estar disposta a aceitar a maioria das reservas comuns, muitos agentes se especializam em determinados tipos de viagens, orçamentos ou destinos.
A: Although most agencies are willing to take on most regular bookings, many agents specialise in particular types of travel, budget ranges or destinations.

Q: Os passeios turísticos são caros, exigem boa forma física, só podem ser feitos no verão (entre novembro e fevereiro) e são limitados, em grande parte, à Península, às Ilhas e ao Mar de Ross.
A: Tourist visits are costly, demand physical fitness, can only take place in summer Nov-Feb, and are largely limited to the Peninsula, Islands and Ross Sea.

Q: O espaço para as áreas mais populares, como o Bright Angel Campground, que fica ao lado do Ohantom Ranch, geralmente fica lotado já na primeira data que é aberta para reservas.
A: Space for the most popular areas, such as the Bright Angel Campground adjacent to Phantom Ranch, generally fill up by the requests received on first date they are opened to reservations.

Q: Siminoff afirmou que as vendas aumentaram após sua aparição de 2013 em um episódio do Shark Tank, no qual os jurados do programa recusaram o financiamento da startup.
A:"," Siminoff afirmou que as vendas aumentaram após sua aparição de 2013 em um episódio do Shark Tank, no qual os jurados do programa recusaram o financiamento da startup.", Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,"Siminoff said that sales increased after his appearance in 2013 on Shark Tank, in which the show's judges turned down the startup's funding.",16.37368248844126,50.647713969790864,1.390625,1.9375,0.9964282512664795
"Q: As duas equipes se encontrariam numa das semifinais principais, que Nossa venceu por 11 pontos.
A: The two sides would meet in the major semi final where Noosa ran out winners by 11 points.

Q: Apenas os efeitos da catastrofização, não da depressão e do medo, eram condicionais de sessões regulares de atividade física semanais estruturadas.
A: Only the effects of catastrophizing, not depression and fear was conditional of regular weekly structured PA sessions.

Q: De acordo com a Ansa, ""a polícia estava preocupada com alguns confrontos de alta periculosidade que poderiam provocar sucessivamente uma guerra.
A: According to Ansa, ""police were concerned by a couple of top-level hits they feared might spark a full-blown war of succession.

Q: Elas são separadas das línguas francas, que são línguas naturais ou  orgânicas que se tornam dominantes por alguma razão como meio de comunicação entre falantes de outras línguas.
A: They are separate from lingua francas, which are natural or organic languages that become dominant for one reason or another as means of communication between speakers of other languages.

Q: O interior da Antártica é um planalto desolado coberto por 2–3 km de gelo.
A: Inland Antarctica is a desolate plateau covered by 2-3 km of ice.

Q: Siminoff foi exibido no canal de televisão de compras QVC, no final de 2017.
A:"," Siminoff foi exibido no canal de televisão de compras QVC, no final de 2017."," In late 2017, Siminoff appeared on shopping television channel QVC.",Siminoff was shown on the QVC shopping channel in late 2017.,15.396503757846464,43.62508091291034,2.765625,2.0625,0.973831057548523
"Q: Imagine, se conseguir, uma pessoa de Manchester, uma de Boston, uma da Jamaica e uma de Sydney jantando em um restaurante de Toronto.
A: Imagine, if you will, a Mancunian, Bostonian, Jamaican and Sydneysider sitting around a table having dinner at a restaurant in Toronto.

Q: O brasileiro, desde então, marcou 24 gols e jogou 53 partidas pelo clube em todas as competições.
A: Since then, the Brazilian has featured in 53 matches for the club in all competitions and has scored 24 goals.

Q: O Angkor Pass é necessário para entrar no templo, então não se esqueça de trazer seu passaporte quando for para Tonle Sap.
A: The Angkor Pass is needed to enter the temple so do not forget to bring your passport along when heading to Tonle Sap.

Q: Os hostels são basicamente para jovens - um hóspede típico está na casa dos 20 anos - mas frequentemente você pode encontrar viajantes mais velhos também.
A: Hostels cater primarily to young people – a typical guest is in their twenties – but you can often find older travellers there too.

Q: Aqueles que praticavam atividades regularmente exigiam maior suporte, em termos de percepção negativa da dor, para fazer a distinção entre a dor crônica e a sensação de desconforto resultante de movimentos físicos normais.
A: Those participating in regular activity required more support in terms of negative perception of pain distinguishing the differences of chronic pain and discomfort feel from normal physical movement.

Q: A Ring ganhou também uma causa judicial contra a empresa de segurança concorrente, a ADT Corporation.
A:"," A Ring ganhou também uma causa judicial contra a empresa de segurança concorrente, a ADT Corporation."," Ring also settled a lawsuit with competing security company, the ADT Corporation.",The Ring also won a legal case against the security company ADT Corporation.,19.2444334597427,51.3809893991205,4.96875,1.7890625,0.728813648223877
