prompt,query,reference,generation_baseline,bleu_baseline,chrf_baseline,metricx_qe_baseline,metricx_baseline,commet_baseline
"Q: सोफोक्लेस और एरिस्टोफ़नीज अभी भी लोकप्रिय नाटककार हैं और उनके नाटकों को विश्व साहित्य में सबसे महान माना जाता है.
A: Sophocles and Aristophanes are still popular playwrights and their plays are considered to be among the greatest works of world literature.

Q: सड़क यात्रा करने के लिए अपनी कार का उपयोग करना एक शानदार तरीका है, कभी कभी यह “कैंप”का काम भी करती है।
A: In short, using your car is a great way to take a road trip but seldom in itself a way to ""camp"".

Q: मानव रहित लूनर ऑर्बिट चंद्रयान -1 ने अपने मून इम्पैक्ट प्रोब (एमआईपी) को छोड़ दिया, जो 1.5 किलोमीटर प्रति सेकंड (3000 मील प्रति घंटे) पर चंद्रमा की सतह से टकराया था और सफलतापूर्वक चाँद के दक्षिणी ध्रुव पर उतरा था.
A: The unmanned lunar orbiter Chandrayaan-1 ejected its Moon Impact Probe (MIP), which hurtled across the surface of the Moon at 1.5 kilometres per second (3000 miles per hour), and successfully crash landed near the Moon's south pole.

Q: अंतर्राष्ट्रीय बाग़वानी प्रदर्शनी ख़ास कार्यक्रम है, जिसमें फूलों का प्रदर्शन, वनस्पति उद्यान और पौधों के साथ कुछ और करने की प्रदशर्नी होती है.
A: International Horticultural Expositions are specialised events which showcase floral displays, botanical gardens and anything else to do with plants.

Q: विभिन्न देशों में आयकर की संरचना अलग-अलग होती है, और टैक्स के दर और ब्रैकेट में एक देश से दूसरे देश में बहुत ज्यादा अंतर होता है।
A: Income tax is structured differently in different countries, and the tax rates and brackets vary widely from one country to another.

Q: उन्होंने कहा “कि अब हमारे पास 4 महीने उम्र वाले चूहे हैं जिन्हें मधुमेह नहीं है जो मधुमेह के रोगी थे। ”
A:", उन्होंने कहा “कि अब हमारे पास 4 महीने उम्र वाले चूहे हैं जिन्हें मधुमेह नहीं है जो मधुमेह के रोगी थे। ”," ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",He said that we now have 4 month old mice that don't have diabetes who were diabetic before.,7.390502390335897,39.73888567139115,3.578125,3.921875,0.99609375
"Q: 1492 और 1498 के बीच फ़्रे बार्टोलोमे डी लास कासेस (ट्राटैडो डे लास इंडियाज़) पर आधारित, स्पेनिश विजेता ने लगभग 100,000 टिएनोस को मार डाला था.
A: Based on Fray Bartolomé de las Casas (Tratado de las Indias) between 1492 and 1498 the Spanish conquerors killed around 100,000 Taínos.

Q: ग्लेशियर स्थिर नहीं होते, लेकिन पहाड़ के नीचे बहते है. यह दरारें, हिमविदर पैदा करेंगे, जो हिम सेतु द्वारा धुँधले हो सकते हैं.
A: The glaciers are not stable, but flow down the mountain. This will cause cracks, crevasses, which may be obscured by snow bridges.

Q: माना जाता है कि यह पूरी तरह पंख से लदे गरम खून वाले शिकारी पक्षी, वेलोसाइराप्टर जैसे पंजे के साथ दो पैरों पर सीधा चलते थे।
A: This fully feathered, warm blooded bird of prey was believed to have walked upright on two legs with claws like the Velociraptor.

Q: सिर्फ़ एक वेब पता देकर, इस पेज को आसानी से एक्सेस किया जा सकता है. ऐसा करने से, यह पेज आसानी से ऐसे स्टूडेंट याद रख पाता है और उनके लिए टाइप कर पाता है, जिन्हें की-बोर्ड इस्तेमाल करने या स्पेलिंग लिखने में दिक्कत होती है.
A: This page can easily be accessed by providing just one web address, which makes it easy to remember and easy to type in for students who may have trouble using the keyboard or with spelling.

Q: खानाबदोश चरण में, चींटियों की फ़ौज रात में मार्च करती हैं और दिन के समय डेरे में रुक जाती हैं.
A: In the nomadic phase, army ants march at night and stop to camp during the day.

Q: डॉ. एहुड उर, नोवा स्कोटिया के हैलिफ़ैक्स में डलहौज़ी विश्वविद्यालय में चिकित्सा के प्रोफ़ेसर और कनाडाई डायबिटीज़ एसोसिएशन के नैदानिक ​​और वैज्ञानिक विभाग के अध्यक्ष ने आगाह किया कि शोध अभी भी अपने शुरुआती दिनों में है.
A:"," डॉ. एहुड उर, नोवा स्कोटिया के हैलिफ़ैक्स में डलहौज़ी विश्वविद्यालय में चिकित्सा के प्रोफ़ेसर और कनाडाई डायबिटीज़ एसोसिएशन के नैदानिक ​​और वैज्ञानिक विभाग के अध्यक्ष ने आगाह किया कि शोध अभी भी अपने शुरुआती दिनों में है."," Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.","Dr. Ehd Uddin, Professor of Medicine at Dalhousie University in Halifax, Nova Scotia, and Chair of the Clinical and Scientific Department of the Canadian Diabetes Association, has warned that research is still in its early days.",46.1300412572515,71.97940721265617,6.03125,5.09375,0.58984375
"Q: फ्नोम क्रोम, सिएम रीप के दक्षिण-पश्चिम में 12 किमी पर। यह पहाड़ी मंदिर 9वीं शताब्दी के अंत में राजा यसोवर्मन के शासनकाल के दौरान बनाया गया था।
A: Phnom Krom, 12 km southwest of Siem Reap. This hilltop temple was built at the end of the 9th century, during the reign of King Yasovarman.

Q: हज़ारों सालों से धार्मिक, दार्शनिक और वैज्ञानिक स्कॉलर्स द्वारा समय का अध्ययन किया जा रहा है.
A: Time has been studied by religious, philosophical, and scientific scholars for thousands of years.

Q: उन लोगों के लिए जो आराम, समय और शून्य के करीब खर्चों को कम करने की संभावना को त्यागने के इच्छुक हैं, वे न्यूनतम बजट यात्रा देखें.
A: For those willing to sacrifice comfort, time and predictability to push expenses down close to zero, see minimum budget travel.

Q: ऊपर बताये हुए तरीके से जैसे जैसे ज्ञान प्राप्त करने और सीखने की क्षमता में बदलाव आया वैसे ही ज्ञान प्राप्त करने की मूल दर भी बदल गयी।
A: As the ability to obtain knowledge and to learn changed in such a way as mentioned above the base rate at which knowledge was obtained changed.

Q: तुरंत बाद, टेस्ट रिज़ल्ट्स में हुई परेशानियों को बताते हुए द अटलांटा जर्नल-कॉन्स्टिट्यूशन ने एक रिपोर्ट प्रकाशित की.
A: Shortly after, The Atlanta Journal-Constitution published a report showing problems with test results.

Q: कुछ अन्य विशेषज्ञों की तरह, उन्हें इस बात पर संदेह है कि क्या मधुमेह को ठीक किया जा सकता है, यह देखते हुए कि इन निष्कर्षों की उन लोगों के लिए कोई प्रासंगिकता नहीं है जिन्हें पहले से ही टाइप 1 मधुमेह है.
A:"," कुछ अन्य विशेषज्ञों की तरह, उन्हें इस बात पर संदेह है कि क्या मधुमेह को ठीक किया जा सकता है, यह देखते हुए कि इन निष्कर्षों की उन लोगों के लिए कोई प्रासंगिकता नहीं है जिन्हें पहले से ही टाइप 1 मधुमेह है."," Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.","Like other experts, they have doubts about whether diabetes can be cured, given that these findings are of no relevance to those who already have type 1 diabetes.",42.66566859808928,68.46367048256356,0.91015625,1.1328125,1.015625
"Q: कुक आइलैंड्स दक्षिण प्रशांत महासागर के बीच में पोलिनेशिया में स्थित एक द्वीप देश है,जिसका नूजीलैंड के साथ खुला सहयोग है ।
A: The Cook Islands are an island country in free association with New Zealand, located in Polynesia, in the middle of the South Pacific Ocean.

Q: वास्तव में, स्थानीय कोड का अवैध नकल पर कोई प्रभाव नहीं पड़ता; बिल्कुल उसी तरह जैसे एक डिस्क की बिट-फॉर-बिट कॉपी किसी भी डिवाइस पर वैसी ही चलेगी जैसी असल डिस्क चलती है.
A: In fact, region codes have absolutely no effect on illegal copying; a bit-for-bit copy of a disk will play just fine on any device where the original will.

Q: Yahoo!और Microsoft सेवाओं के उपयोगकर्ताओं की संख्या एकसाथ AOL के ग्राहकों की संख्या का सामना करेगी.
A: The number of users of the Yahoo! and Microsoft services combined will rival the number of AOL's customers.

Q: बेल्टवे शहर के वैकल्पिक मार्ग पर किसी भी यातायात के रुकावट की सूचना नहीं थी।
A: There were no heavy traffic delays reported on the beltway, the city's alternate route.

Q: 1995 में, उन्हें पार्टिज़न के इतिहास का सबसे शानदार खिलाड़ी चुना गया.
A: In 1995 he was voted the best player in Partizan's history.

Q: सोमवार को स्वीडिश अकादमी में साहित्य के लिए नोबेल समिति के स्थायी सचिव, सारा डेनियस, स्वीडन समिति में सेवरिज रेडियो पर एक रेडियो कार्यक्रम के दौरान सार्वजनिक रूप से घोषणा की, कि साहित्य में 2016 के नोबेल पुरस्कार जीतने को लेकर सीधे बॉब डायलन तक पहुँचने में असमर्थ होकर, अपने प्रयासों को छोड़ चुके थे.
A:"," सोमवार को स्वीडिश अकादमी में साहित्य के लिए नोबेल समिति के स्थायी सचिव, सारा डेनियस, स्वीडन समिति में सेवरिज रेडियो पर एक रेडियो कार्यक्रम के दौरान सार्वजनिक रूप से घोषणा की, कि साहित्य में 2016 के नोबेल पुरस्कार जीतने को लेकर सीधे बॉब डायलन तक पहुँचने में असमर्थ होकर, अपने प्रयासों को छोड़ चुके थे."," On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.","On Monday, the permanent secretary of the Nobel Academy of Literature, Sara Daniel, announced in a radio program on the Swedish Radio Severin that she had failed to reach Bob Dylan directly to receive the Nobel Prize in Literature in 2016, and had therefore abandoned her efforts.",28.869388831035288,57.17136877928429,4.34375,5.53125,0.53515625
"Q: अपराध, और सामान्य तौर पर विदेशियों के प्रति दुर्भावना, ग्रीनलैंड में वस्तुतः अज्ञात है। यहाँ तक कि कस्बों में भी इस तरह के क्षेत्र नहीं हैं।”
A: Crime, and ill-will toward foreigners in general, is virtually unknown in Greenland. Even in the towns, there are no ""rough areas.""

Q: बूमरैंग फेंकना एक मशहूर हुनर है जिसे कई पर्यटक सीखना चाहते हैं.
A: Boomerang throwing is a popular skill that many tourists want to acquire.

Q: क्योटो जलवायु समझौते पर हस्ताक्षर करने के श्री रुड के निर्णय ने संयुक्त राज्य अमेरिका को अलग कर दिया है, जो अब एकमात्र विकसित राष्ट्र होगा जिसने समझौते की पुष्टि नहीं की है।
A: Mr. Rudd's decision to sign the Kyoto climate accord isolates the United States, which will now be the only developed nation not to ratify the agreement.

Q: तूतनखामुन (KV62) का मकबरा। घाटी में KV62 कब्रों में सबसे प्रसिद्ध हो सकता है, हावर्ड कार्टर के 1922 के युवा राजा के लगभग बरकरार शाही दफन की खोज का दृश्य।
A: Tomb of Tutankhamun (KV62). KV62 may be the most famous of the tombs in the Valley, the scene of Howard Carter's 1922 discovery of the almost intact royal burial of the young king.

Q: कुछ क्रॉस-बॉर्डर ट्रेनों में निरीक्षण चलती हुई ट्रेन में किया जाता है और उन ट्रेनों में से किसी एक पर सवार होने पर आपके पास वैध आईडी होनी चाहिए.
A: In some cross-border trains inspections are done on the running train and you should have valid ID with you when boarding one of those trains.

Q: डेनियस ने कहा, “फ़िलहाल हम कुछ नहीं कर रहे हैं. मैंने अपने साथ काम करने वाले लोगों को ईमेल भेजे हैं और उसने उनके फ्रेंडली जवाब भेजे हैं. अभी के लिए, बस इतना ही बताना चाहूँगा.”
A:"," डेनियस ने कहा, “फ़िलहाल हम कुछ नहीं कर रहे हैं. मैंने अपने साथ काम करने वाले लोगों को ईमेल भेजे हैं और उसने उनके फ्रेंडली जवाब भेजे हैं. अभी के लिए, बस इतना ही बताना चाहूँगा.”"," Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""","Dennis said, ""For now we are doing nothing. I have sent emails to my colleagues and they have replied friendly. For now, that's all I have to say.""",35.129570245214275,49.27268999229084,2.984375,4.53125,0.984375
"Q: साइतो भूतपूर्व ओलिंपिक और वर्ल्ड चैंपियन होने के साथ-साथ अपनी मृत्यु के समय ऑल जापान जूडो फ़ेडरेशन ट्रेनिंग कमेटी के अध्यक्ष भी थे.
A: As well as a former Olympic and World champion, Saito was the All Japan Judo Federation training committee chairman at the time of his death.

Q: ठीक 11:00 बजे के बाद, व्हाइटहॉल में उत्तर की ओर जाने वाले ट्रैफ़िक को प्रदर्शनकारियों ने रोक दिया.
A: Just after 11:00, protesters blocked traffic on the northbound carriage in Whitehall.

Q: गर्भपात की नैतिकता पर विचार करते समय एक महत्वपूर्ण सवाल, जीवन कब शुरू होता है पर संभावित मामलों की बारीकियों पर टिप्पणी करने को अनैतिक बताते हुए रॉबर्ट्स ने इस पर अपने विचार प्रकट करने से साफ़-साफ़ मना कर दिया.
A: Roberts flatly refused to say about when he believes life begins, an important question when considering the ethics of abortion, saying that it would be unethical to comment on the specifics of likely cases.

Q: हालाँकि, यह आप के लिए कोई बहुत बड़ी चिंता की बात नहीं होनी चाहिए , क्योंकि अक्सर पर्यटकों को कारों में भरकर ले जाया जाता है।
A: However, this shouldn't really be off your concern, because often tourists are shuffled around to fill the cars.

Q: इसका मतलब है कि हम अन्य मनुष्यों की समझ, इरादा, विश्वास, अनुभव या इच्छा का सफलतापूर्वक अनुमान लगाने में सक्षम हैं.
A: That means we are able to successfully predict what other humans perceive, intend, believe, know or desire.

Q: इससे पहले, रिंग के सीईओ, जेमी सिमिनॉफ ने बताया था कि कंपनी तब शुरू हुई जब उसके दरवाज़े की घंटी उसके गेराज में स्थित दुकान से सुनाई नहीं देती थी।
A:"," इससे पहले, रिंग के सीईओ, जेमी सिमिनॉफ ने बताया था कि कंपनी तब शुरू हुई जब उसके दरवाज़े की घंटी उसके गेराज में स्थित दुकान से सुनाई नहीं देती थी।"," Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.","Before, CEO Jamie Siminoff said that the company started when he couldn't hear the doorbell from his garage store.",18.503268166792306,47.67344929403461,4.5,4.3125,0.59765625
"Q: हेस्पेरोनिकस एलिजाबेथ, ड्रोमाओसौरिडी परिवार की एक प्रजाति है और वेलोसिरैप्टर का चचेरा भाई है।
A: Hesperonychus elizabethae is a species of the family Dromaeosauridae and is a cousin of Velociraptor .

Q: दुर्घटना स्थल का आज पता लगाया गया और वह इतना दुर्गम था कि दो पुलिसवालों को जंगल में उतरा गया ताकि वह स्थल तक पहुंच पाएं और जीवित लोगों की तलाश कर पाएं।
A: The crash site was located today and is so inaccessable that two policemen were dropped into the jungle in order to hike to the scene and seek survivors.

Q: कोमेन की नीति ने योजनाबद्ध पितृत्व को एक लंबित जाँच के कारण अयोग्य ठहराया कि कैसे योजनाबद्ध पितृत्व इसके पैसे बताता है और खर्च करता है जो प्रतिनिधि क्लिफ़ स्टर्न्स द्वारा संचालित किए जा रहे हैं.
A: Komen's policy disqualified Planned Parenthood due to a pending investigation on how Planned Parenthood spends and reports its money that is being conducted by Representative Cliff Stearns.

Q: आजकल हवाई यात्रा शायद ही कभी एयरलाइन के माध्यम से सीधे बुक की जाती हैं , पहले बिना खोज और कीमतों की तुलना के बिना |
A: Nowadays air travel is only rarely booked directly through the airline without first searching and comparing prices.

Q: ग्रैंड कैन्यन में रिम ​​के नीचे किसी भी शिविर को बैककंट्री परमिट की ज़रूरत होती है.
A: Any camping below the rim in Grand Canyon requires a backcountry permit.

Q: उन्होंने (जेमी सिमिनॉफ़) कहा, कि उन्होंने एक वाईफ़ाई डोर बेल बनाई है.
A:"," उन्होंने (जेमी सिमिनॉफ़) कहा, कि उन्होंने एक वाईफ़ाई डोर बेल बनाई है."," He built a WiFi door bell, he said.",He said he made a wifi doorbell.,6.677169946124809,36.50221267787548,4.9375,4.375,0.06689453125
"Q: चंद रुपयों के लिए कुछ बच्चे आपको कहानी सुनाएँगे।
A: For a few pennies some children will tell you the story.

Q: उनके घातक क्रॉसबो के तीर प्रतिद्वंद्वी सैनिकों के कवच को छेद सकते थे. लगभग 1000 ई.पू., अश्शूरियों ने पहली घुड़सवार सेना की शुरुआत की थी.
A: Arrows from their deadly crossbows could penetrate the armor of rival soldiers. About 1000 B.C., the Assyrians introduced the first cavalry.

Q: 1981 में, एडवांस किस्म के आर्किड हाइब्रिड वांडा मिस जोआकिम को देश के राष्ट्रीय फूल के रूप में चुना गया था.
A: In 1981, Vanda Miss Joaquim, an orchid hybrid, was chosen as the nation's national flower.

Q: हम कई यूनानी राजनेताओं, वैज्ञानिकों और कलाकारों को जानते हैं. संभवतः इस संस्कृति के सबसे प्रसिद्ध व्यक्ति होमर, महान अंधे कवि हैं, जिन्होंने ग्रीक साहित्य में दो उत्कृष्ट कृतियों की रचना की: कविताएँ इलियड और ओडिसी.
A: We know many Greek politicians, scientists, and artists. Possibly the most known person of this culture is Homer, the legendary blind poet, who composed two masterpieces of Greek literature: the poems Iliad and Odyssey.

Q: आर्टिस्टिक इवेंट (कलात्मक कार्यक्रम) भी बुखारेस्ट सिटी हॉल के कैंपेन का एक हिस्सा है जो रोमानिया की राजधानी की एक क्रिएटिव और रंगीन छवि को फिर से दिखाने की कोशिश है.
A: The artistic event is also part of a campaign by the Bucharest City Hall that seeks to relaunch the image of the Romanian capital as a creative and colourful metropolis.

Q: सिमिनॉफ़ ने कहा कि 2013 में शार्क टैंक एपिसोड में उनके दिखने के बाद बिक्री में बढ़ोतरी हुई, जहाँ शो पैनल ने स्टार्टअप को पूँजी लगाने से मना कर दिया.
A:"," सिमिनॉफ़ ने कहा कि 2013 में शार्क टैंक एपिसोड में उनके दिखने के बाद बिक्री में बढ़ोतरी हुई, जहाँ शो पैनल ने स्टार्टअप को पूँजी लगाने से मना कर दिया.", Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,"Siminoff said that after the Shark Tank episode aired in 2013, sales increased, where the show panel refused to invest in the startup.",28.58124437031976,54.91803024478554,3.890625,2.6875,0.9140625
"Q: नाइट स्लीपर ट्रेनों पर, कंडक्टर द्वारा पासपोर्ट एकत्र किया जा सकता है ताकि आपको अपनी नींद में बाधा न आए.
A: On night sleeper trains, passports may be collected by the conductor so that you do not have your sleep interrupted.

Q: स्पेनिश उत्तराधिकार का युद्ध पहला ऐसा युद्ध था जिसका मूल मुद्दा शक्ति संतुलन स्थापित करना था।
A: The War of Spanish Succession marked the first war whose central issue was the balance of power.

Q: लेकिन क्या हमारी कल्पना वास्तविकता पर आधारित है? महल बनाए ही क्यों गए थे? उन्हें कैसे डिज़ाइन और बनाया गया था?
A: But is our imagination based on reality? Why were castles built in the first place? How were they designed and built?

Q: तीली वाले पहियों के आविष्कार ने सैनिकों और अन्य रथों को आगे बढ़ाने के लिए असीरी रथों को हल्का, तेज और बेहतर तरीके से तैयार बना दिया।
A: The invention of spoke wheels made Assyrian chariots lighter, faster, and better prepared to outrun soldiers and other chariots.

Q: मछली अक्सर पानी में विष के उच्च सांद्रता के कारण मर जाती है.
A: Fish often die because of the high concentrations of the toxin in the waters.

Q: 2017 के अंत में, सिमिनॉफ़ शॉपिंग टेलीविज़न चैनल QVC में दिखाई दिए.
A:"," 2017 के अंत में, सिमिनॉफ़ शॉपिंग टेलीविज़न चैनल QVC में दिखाई दिए."," In late 2017, Siminoff appeared on shopping television channel QVC.","In 2017, Siminoff appeared on the QVC shopping television channel.",50.48005504343402,79.12225932320986,3.609375,3.171875,0.5625
"Q: राष्ट्रपति की हालत स्थिर है, हालाँकि वह कई दिनों तक घर पर एकांत में रहेंगे।
A: The president's condition is stable, though he will be isolated at home for several days.

Q: ये ज़रूरतें कई बार इस बात पर निर्भर होती हैं कि यात्री ने किन देशों की यात्रा की है या करना चाहता है.
A: These requirements may often depend on what countries a traveller has visited or intends to visit.

Q: तंत्रिका तंत्र शरीर के माध्यम से तंत्रिका आवेगों को भेजकर होमियोस्टेसिस को बनाए रखता है ताकि प्रवाह के साथ-साथ रक्त अबाधित भी बना रहे।
A: The Nervous System maintains homeostasis by sending nerve impulses through out the body to keep the flow of blood going as well as undisturbed.

Q: यह भी ज़रूरी नहीं है कि आप जिस समुदाय में रहते हैं आपके पास वहाँ का स्थानीय नंबर हो. आप अलास्का स्थित चिकन के जंगलों में सैटेलाइट इंटरनेट कनेक्शन पा सकते हैं. साथ ही, आप ऐसा नंबर चुन सकते हैं जो यह दावा करे कि आप खिली धूप वाले एरिज़ोना में मौजूद हैं.
A: There is also no requirement that you obtain a local number from the community in which you live; you can obtain a satellite Internet connection in the wilds of Chicken, Alaska and select a number which claims you're in sunny Arizona.

Q: पेरी ने विशेष रूप से कहा, “इस मामले में सामने आई चुनौती को पूरा करने के लिए दुनिया में कम ही जगह हैं”.
A: Perry specifically said, ""There are few places in the world better equipped to meet the challenge that is posed in this case.""

Q: रिंग ने अपनी प्रतिस्पर्धी कंपनी ADT कॉर्पोरेशन के साथ एक मुकदमा निपटाया है.
A:", रिंग ने अपनी प्रतिस्पर्धी कंपनी ADT कॉर्पोरेशन के साथ एक मुकदमा निपटाया है.," Ring also settled a lawsuit with competing security company, the ADT Corporation.",Ring has settled a lawsuit with its competitive company ADT Corporation.,43.14730529010987,59.99686420723344,1.3046875,1.6796875,0.97265625
"Q: खानाबदोश चरण में, चींटियों की फ़ौज रात में मार्च करती हैं और दिन के समय डेरे में रुक जाती हैं.
A: In the nomadic phase, army ants march at night and stop to camp during the day.

Q: ग्लेशियर स्थिर नहीं होते, लेकिन पहाड़ के नीचे बहते है. यह दरारें, हिमविदर पैदा करेंगे, जो हिम सेतु द्वारा धुँधले हो सकते हैं.
A: The glaciers are not stable, but flow down the mountain. This will cause cracks, crevasses, which may be obscured by snow bridges.

Q: आजकल विकसित देशों में, डीलक्स बिस्तर और नाश्ता प्रदान करना एक कला के रूप में विकसित हो गया है.
A: In developed countries today, providing deluxe bed and breakfasts has been raised to a sort of art-form.

Q: चिंपांजी का हाथ और पैर आकार और लंबाई में समान होते हैं, जो घुटनों के बल चलने में भार वहन करने के लिए हाथ के उपयोग को दर्शाता है.
A: The chimpanzee's hand and foot are similar in size and length, reflecting the hand's use for bearing weight in knuckle walking.

Q: अब यह केंद्रीय प्लाजा के रूप में कार्य करता है, और जहा दिन और रात बहुत सारी काम चलते हैं |
A: It now functions as the central plaza, and always has a lot of things going on, day and night.

Q: जबकि एक प्रायोगिक वैक्सीन इबोला से मृत्यु दर में कमी हो सकती है, अब तक, कोई भी ड्रग्स स्पष्ट रूप से संक्रमण का इलाज करने के लिए प्रमाणितनहीं हुआ है.
A:"," जबकि एक प्रायोगिक वैक्सीन इबोला से मृत्यु दर में कमी हो सकती है, अब तक, कोई भी ड्रग्स स्पष्ट रूप से संक्रमण का इलाज करने के लिए प्रमाणितनहीं हुआ है."," While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.","While a trial vaccine may reduce the mortality rate from Ebola, no drugs have been proven to specifically treat the infection.",17.780460868364322,39.05157888620611,1.375,2.03125,0.94921875
"Q: डार्क एनर्जी, पूरी तरह से अदृश्य शक्ति है जो ब्रह्मांड में हमेशा काम करती रहती है.
A: Dark energy is a completely invisible force that is constantly acting upon the universe.

Q: सम्मिलित सोच पैटर्न समस्या समाधान तकनीक है जो विभिन्न विचारों या क्षेत्रों को एक समाधान खोजने के लिए एकजुट करती है.
A: Convergent thinking patterns are problem solving techniques that unite different ideas or fields to find a solution.

Q: पुरस्कार के समय, अटलांटा स्कूलों ने टेस्ट स्कोर में एक बड़ा सुधार देखा था.
A: At the time of the award, Atlanta schools had seen a large improvement on test scores.

Q: 2007 में सबप्राइम मॉर्गेज संकट के दौरान नॉर्दर्न रॉक को इसके एक्सपोज़र के कारण समर्थन की ज़रूरत थी.
A: Northern Rock had required support due to its exposure during the subprime mortgage crisis in 2007.

Q: Callejon del Beso (चुंबन की गली)। दो छज्जे जो कि सिर्फ आपस में 69 सेन्टीमीटर्स की दूरी पर हैं, एक पुरानी प्रेम कथा का घर हैं।
A: Callejon del Beso (Alley of the Kiss). Two balconies separated by only 69 centimeters is home of an old love legend.

Q: एक एंटीबॉडी कॉकटेल, ZMapp, ने शुरुआत में इस क्षेत्र में विश्वास दिखाया था, लेकिन औपचारिक अध्ययनों ने संकेत दिया कि मौत को रोकने में प्रत्याशित लाभ की तुलना में इसका लाभ कम था।
A:"," एक एंटीबॉडी कॉकटेल, ZMapp, ने शुरुआत में इस क्षेत्र में विश्वास दिखाया था, लेकिन औपचारिक अध्ययनों ने संकेत दिया कि मौत को रोकने में प्रत्याशित लाभ की तुलना में इसका लाभ कम था।"," One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death.","A cocktail of antibodies, ZMapp, had initially shown promise in this region, but official studies had indicated that the expected benefit in preventing death was less than the actual benefit.",20.62384475769509,55.940723075852574,3.640625,3.78125,0.84375
