prompt,query,reference,generation_baseline,bleu_baseline,chrf_baseline,metricx_baseline,metricx_qe_baseline,commet_baseline
"Q: In 2010, while nationalised, the current high street bank Northern Rock plc was split from the ‘bad bank’, Northern Rock (Asset Management).
A: Ci atum 2010, donte dañ ko nasiyonaalisé, bank bu bees bu Northern Rock pic dañ ko xaajale woon ak “Bank bu bon bi”, Northern Rock (Caytug Moomeel).

Q: If using a drone, check well in advance as to what you are allowed to film and what permits or additional licensing are required.
A: Booy jëfandiko drone, njëkkal saytu li ñula may nga widewo ko ak yan kayit nga wara joxe.

Q: The most important factor of this mindset is: there is only one correct answer. You only think of two answers, namely right or wrong.
A: Li gëna am solo ci xeetu xalaat boobu mooy: mën nañu ci am tontu yu baax yu bari. Li ngeen di jàpp seen xel mooy ñaari tontu, bu baax bi wala bu bon bi.

Q: A contagious disease is a disease which is easily transmitted by being in the vicinity of an infected person.
A: Féebar buy wallaaté mooy fébar bu gaawa wallé bo jogé kuko am.

Q: If confirmed, the find completes Allen's eight-year search for the Musashi.
A: Sudee dañ ko firndeel, juróom ñatti yuñu gisee Allen ngir Musashi bi.

Q: ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.
A:"," ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added."," ""Limu wax mooy, leegi am nañu am jinaxu 4 weer yu musoon am jabet te leegi ama tuñu ko. ""","Niyom 4-month-old mice, niyom 4-month-old mice, niyom 4-month-old mice, niyom 4-month-old mice.",1.092534162077208,7.221103174897777,25.0,24.25,-0.00750732421875
"Q: The number of native speakers varies depending on whether or not very closely related dialects are counted.
A: Gni ñu jàpp ni ñoo namm làkk wi mën na wuute, lépp di aju ci ndax dañu ciy boole ñiy làkk rakki làkk wi (dialecte).

Q: Another disadvantage of zoom lenses is that the maximum aperture (the speed) of the lens is usually lower.
A: Beneen mbir bu baxul ci zoom yi mooy ni ubité bu gëna mag (gaawaay bi) jumtukaay bi dafay faral di neew.

Q: The capsule will look much like a shooting star going across the sky.
A: Mbirmi dina mélni biddéw bugnu sanni buy dém ci asamaansi.

Q: Fifteen of these rocks are attributed to the meteorite shower last July.
A: Fukk ak juróom ci xeer yi woné katu xarala bi lañu ko jox ci weeru Sulet bi weesu.

Q: Imagine, if you will, a Mancunian, Bostonian, Jamaican and Sydneysider sitting around a table having dinner at a restaurant in Toronto.
A: Xalaatal, boo bëggé, benn Mancunian, Bostonian, Jamaican ak Sydneysider toog ci benn tabal di réer ci benn bërëbu lékk kaay ci Toronto.

Q: Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.
A:"," Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days."," Dr. Ehud Ur, professor ci walum paj ci dara bu magg bi Dalhousie ca Halifax, Nova Scotia ak siisu paccu paj ak xam-xam ca mbootay ñu am jabët ci Kanadaa artuna ni saaytu bi dama nekk ci bés yu jiitu yi.","Xalaatal, boo bëggé, benn Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.",18.1121500534743,31.028201957578673,25.0,25.0,0.1318359375
"Q: Construction is ongoing for five new skyscrapers at the site, with a transportation center and memorial park in the middle.
A: Ñu ngi tabaxaat yeneen juróomi gratte-ciel yu bees ci barab bi, mu amaale benn gaaraas ak park ngir fàttaliku barab bi.

Q: Hostels cater primarily to young people – a typical guest is in their twenties – but you can often find older travellers there too.
A: Bërëb otel tonuna Bu njëkk ndaw ñi- gàan bu set moo ngi ci seeni ñaar fukki at - wante mënno gis tukkikat bu màgget foofu tamit.

Q: The Global Running Tours successor, Go Running Tours networks dozens of sightrunning providers on four continents.
A: Kiy wuutu ci Global Running Tours, Go Running Tours amalna ay fukk ak ñaar yu beeri ñuy amal saytu ci ñénti kembaar yi.

Q: Over 60 cruise ships ply the Galapagos waters - ranging in size from 8 to 100 passengers.
A: Ci 60 gaalu tukki di fo wi waaxi Galapagos – ci yaatuwaay jokkale lu ko dale 8 ba 100 tukkikaat yi.

Q: The Cook Islands are an island country in free association with New Zealand, located in Polynesia, in the middle of the South Pacific Ocean.
A: Cook Island yi ay kembaari dunyi nekk ci mbooloo bu laajul dara ak wa Nuwel Seland la, nekk ci Polinesi, ci diggu Géeju Pacfik bu ci bët Saalum.

Q: Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.
A:"," Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes."," Ni yénééni borom xamxam yi, geemulni gni am jabét meenna gno wér, di waxni geestu yi amugnu solo dara ci nit yi am jabétu Type 1.","Diwa yi ay kembaari dunyi nekk ci mbooloo bu laajul dara ak wa Nuwel Seland la, nekk ci Polinesi, ci diggu Géeju Pacfik bu ci bët Saalum.",1.2443969494386207,14.467221879806191,25.0,25.0,-0.07373046875
"Q: To return to their previous energy level, they must get rid of the extra energy they got from the light.
A: Ngir ñu amaat kàttan bi ñu njëkoon yor, dañu wara dindi kàttan bi ci dolliku te ñu jëlee ko ci leer gi.

Q: A change was made this legislative session when the second sentence was deleted first by the House of Representatives and then was passed in a similar form by the Senate Monday.
A: Bénn coppité amoonna ci pégncum ndaw rééwmi bi gnaaréélu baat biko House of Representatives yi génné té jall ci bu mélnonu ci Senate Altiné.

Q: The aircraft had been headed to Irkutsk and was being operated by interior troops.
A: Fafalndaaw bi mi ngi jubali Irkutsk te ay takk der yu nekk ci biir ñoo ko doon doxal.

Q: Interestingly, he was not considered to be very important in ancient times and was not recorded on most ancient king lists.
A: Ci lu am solo, defu nu ko woon ku am solo ci jamono yu njëkk yi te kenn bindu ko woon ci limu buur yu njëkk yi.

Q: Fred is the strongest tropical cyclone ever recorded so far south and east in the Atlantic since the advent of satellite imagery, and only the third major hurricane on record east of 35°W.
A: Bi satelite yi tàmbalee yónnee ay nataali jawwu ji ba leegi, Fred mooy cyclone tropical bi gëna am doole ci yi ñu xam te am ci Bëj-saalum ak penku bu Atlantique, te mooy ñatteelu ouragan bu mag buñ xam ci penku 35° Sowwu.

Q: On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.
A:"," On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him."," Altine, Sara Danius, sekreteer permanaa bu Comité Nobel bu literature ci Academi bu Suede, dafa xamle ci benn emisioŋu rajo ci Sveriges Radio ca Suède ni ginaaw kuréel gi mënul jokkoo ak Bob Dylan ci ki gàddu neexalu Nobel ci literature 2016, dakkal nañu li ñu ko doon jéema jokkoo ak moom.",Bi gëna am doole ci jamono yu ko woon ku am solo ci jamono yu ko woon ku am solo ci jamono yu ko woon ku am solo ci jamono yu ko woon ku am solo ci jamono yu ko woon ku am solo ci jamono yu ko woon ku am solo ci jamono yu ko woon ku am solo ci jamono yu ko woon ku am solo ci jamono yu ko woon ku am solo ci jamono yu ko woon ku am solo ci jamono,0.5734488115640745,9.850140463313242,25.0,25.0,-0.0625
"Q: For a long time during the nineteenth and twentieth centuries, it was believed the first inhabitants of New Zealand were the Maori people, who hunted giant birds called moas.
A: Ci biir jamonoy 19eel ak 20eelu xarnu, nit ñi yàgg nañu gëm ni askan wi njëkka dëkk ci réewum Nouvelle-Zélande ñooy Maoris yi, ndax dañu daan rëbb ay picc yu mag yuñ daan wowe ay moas.

Q: Elements and compounds can move from one state to another and not change.
A: Mbir yi ak ëmbeef yi mën nañ jóge benn nekkin dem saa beeneen te du ñu soppeeku.

Q: In the 1960s he headed back to newly-independent Algeria to teach film directing.
A: Ci ati 1960 yi, mu dellu ci Alseri mi moom boppam ci lu yaggul dara ngir jàngale nuñuy reyalizé filmu.

Q: The US Navy also said they were investigating the incident.
A: Navy bu Amerik wax na ni dañoo nekkoon di amal lanket ci mbir mi.

Q: “It will move over the west coast of northern California and will light the sky from California through central Oregon and on through Nevada and Idaho and into Utah,” Tom Duxbury, Stardust's project manager said.
A: “Dina dem ci peggu géej gi ci bët gannaaru Kaliforni te dina leeral asamaan ci ca kaliforni jaare ko ci Oregon bi ci digg bi te wey ci Nevada ak Idaaho ak ciUtah,” Tom Duxbury, mi jiite prose Stardust moo ko wax.

Q: Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""
A:"," Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough."""," Danius wax na ni, “Fimne nii defu ñu dara. Woote na te yónnee naa ay m-bataaxal ci way-liggéeyandoowam biko gëna jege te jot ay tontu yu neex lool. Léegi, loolu war naa doy.”","Ci biir jamonoy 19eel ak 20eelu xarnu, nit ñi yàgg nañu gëm ni askan wi njëkka dëkk ci réewum Nouvelle-Zélande ñooy Maoris yi, ndax dañu daan rëbb ay picc yu mag yuñ daan wowe ay moas.",1.0644730867078542,16.21747450604591,25.0,25.0,-0.0830078125
"Q: For those who enjoy outdoor activities, a trek up the Sea to Sky corridor is essential.
A: Ngir ñi bëgg yengu yengu ci buntu keer gi, benn doxantu ci géej gi ci béd asamaan bi lu warla.

Q: Nevertheless, all French-speaking Belgians and Swiss would have learned standard French in school, so they would be able to understand you even if you used the standard French numbering system.
A: Teewul, Belge yi ak Suisse francophone yépp ñu ngi jàngee français standard ci daara yi, kon sooy jëfandikoo sistemu numerotasion français standard dina ñu mëna xam bu baa xli ngay wax.

Q: During the last three decades, despite officially remaining a communist state, China has developed a market economy.
A: Ci diiru fanweeri at yu mujj, doonte des na ci lu nu jàpp dëkku Kominist, Siin sàkk na ab jawu kom.

Q: The Irish government is stressing the urgency of parliamentary legislation to rectify the situation.
A: Nguuruu Irëland mu ngi fessal yakamati ci ab ndogalu pencu ndawi réew mi ngir mu defaraat tolluwaay wi.

Q: Other scientists argue that these plants are very poisonous so it is unlikely that any dinosaur ate them, even though today the sloth and other animals like the parrot (a descendant of the dinosaurs) can eat poisonous leaves or fruit.
A: Yeneen xeltukat yi wax nanu ne garab yii dañoo bare tooke kon ci yoon benn dinosoor lekku ci, doonte tey abbu àll buy dox melni ku tàyyel ak yeneen xeeti rab yu melni seku(sëtu dinosoor yi) mën na lekk xob wal doom yu am tooke yi.

Q: Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.
A:"," Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage."," Bu njëkk, Direktëru Ring, Jamie Siminoff, dafa gisoon ni këru liggéeyukaay bi tambaliwoon na biñu mënul woon dégg limuy sab ci magasiinam bi nekk ci garaasam.",Nguuruu Ring mu ngi fessal yakamati ci ab ndogalu pencu ndawi réew mi ngir mu defaraat tolluwaay wi.,1.0081535992807376,12.980466668739293,21.875,20.875,-0.0810546875
"Q: The Brazilian suffered a serious head injury after a crash during the 2009 Hungarian Grand Prix.
A: Nitu Bresil gi amna gaañ- gaañ gu metti Ginaaw aksidaa bi mu def ci Grand Prix bu Hongrie bu 2009.

Q: Just after 11:00, protesters blocked traffic on the northbound carriage in Whitehall.
A: Bi 11:00 toftale ay simili yu ndaw, ci la ñaxtu kat yi tej dém bi ak dikk bi ci wallu beet gannar ci Whitehall.

Q: So many of us find ourselves watching a television show that informs us of a process or experience in which we will never participate or apply that knowledge.
A: Lu ëpp ci ñun dañuy giss sunu boppu ci setaan telewisong dañuy won ak xibaar ñu doxalin xam-xam bi nga xameenténé duñu ci bokk wala jëfee xam-xam boobule.

Q: Visa requirements and costs vary from nation to nation and are affected by the country you come from.
A: Li nga wara fay ngir am visa mingi aju ci réew mi nga joge, benn réew bokkul ak moroom ma.

Q: No airline alliance covers all three ocean crossings in the Southern Hemisphere (and SkyTeam covers none of the crossings).
A: Amul benn compagnie aérienne buy boole ñatti jëmuwaay yooyu di jeggi océanique ci hémisphère sud (te SkyTeam bokkul ci benn ci jéggi yooyu).

Q: He built a WiFi door bell, he said.
A:"," He built a WiFi door bell, he said."," Defar na ab sonëri buntu buy doxee WIFI, ci limu wax.","Bi 11:00 toftale ay simili yu ndaw, ci la ñaxtu kat yi tej dém bi ak dikk bi ci wallu beet gannar ci Whitehall.",2.144958285037965,15.625086963534379,25.0,25.0,-0.0732421875
"Q: Around the 15th century, northern Estonia was under great cultural influence of Germany.
A: Ci 15eelu xarnu bi, bëj gànnaaru Estonie jaxasoo woon na bu baax ak aaday waa Allemagne.

Q: The National Congress of Brazil has debated legalization for 10 years, and such civil marriages are currently only legal in Rio Grande do Sul.
A: National Congress bu Brazil waxtaan na ci yoonal ngir fukki at, té seey yuni mél ci Rio Grande do Dul dong la dagan.

Q: Any camping below the rim in Grand Canyon requires a backcountry permit.
A: Bepp camping ci suufu rim bi ci Grand Canyon dafay laaj ab permi backcountry.

Q: Especially in your initial days, consider splurging on Western-style and -quality hotels, food, and services to help acclimatize.
A: Itam si sa bés yu njëkk yi, xalaatal ngay joxe xaalis bu bari ci feem wu Sowu ak otel yu baax yi, lekk, ak farata yi ngir ndimbal jëm ci miin kilima gox bi.

Q: The translation engines have improved dramatically, and now often give more or less correct translations (and more seldom gibberish), but some care is due, as they still may have gotten it all wrong.
A: Xarala tékki lakk bi amna soppéku bu baax, té di joxé léggi tékki yu xawa bax (ak tuuti ci yu bonn), waye toppato warna, ndém mën na am batay yu bonn.

Q: Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.
A:", Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup., Siminoff wax na ne njaay yi dañoo yokku gannaaw ba mu feeñee ci 2013 ci benn episodu Shark Tank fa gurupi xew xew gi bañee dugal seen xaalis ci këru liggéeyukaay gu ndaw guy dooga door.,Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,3.752680988210663,18.51524518059471,25.0,25.0,1.0234375
"Q: The pit is either heated with hot stones from a fire, or in some places geothermal heat makes areas of ground naturally hot.
A: Liy tàngal foos bi mën na bawoo ci ñaari mbir, mën na nekk xeeri daay yu tàng wala gox bi nekk barab yu am tàngooru geotermik.

Q: Try to talk to as many people as possible. After a while everyone will know you and will give you hints as to which boat is looking for someone.
A: Jéem ci wax ak nit yu bari soo ko mënee. Su weesoo ab diir ku nekk dina la xàm te dinagne la jox ay digal yu lay won ban gaal mooy seet kenn.

Q: Stars give off light and heat because of the energy made when hydrogen atoms are merged (or fused) together to form heavier elements.
A: Biddew yi dañuy génnee leeraay ak tangoor ndax enersi bimuy defar biñu seeyaalee atomu ndox yi (wala seeyal) ñu ànd ngir ñu doon mbir yu gëna diis.

Q: Cinque Terre, which means Five Lands, comprises the five small coastal villages of Riomaggiore, Manarola, Corniglia, Vernazza and Monterosso located in the Italian region of Liguria.
A: Cinque Terre, buy tekk Jutóomi Suuf, moo boole juróomi wilaas yu ndaw yi ci kotu Riomaggiore, Manarola, Corniglia, Vernazza ak Monterosso yu nekk ci diiwaanu Liguira bu Itaali.

Q: The Global Running Tours successor, Go Running Tours networks dozens of sightrunning providers on four continents.
A: Kiy wuutu ci Global Running Tours, Go Running Tours amalna ay fukk ak ñaar yu beeri ñuy amal saytu ci ñénti kembaar yi.

Q: In late 2017, Siminoff appeared on shopping television channel QVC.
A:"," In late 2017, Siminoff appeared on shopping television channel QVC."," Ci njeexte 2017, la Siminoff feeñ ci television buy siiwal njaay bii di QVC.","Siminoff, buy tekk Jixu, moo boole juróomi wilaas yu ndaw yi ci kotu Riomaggiore, Manarola, Corniglia, Vernazza ak Monterosso yu nekk ci diiwaanu Liguira bu Itaali.",3.0397156830248746,19.122809420840383,25.0,25.0,-0.08740234375
"Q: In many countries with such a law, local hotels will handle the registration (make sure to ask).
A: Ci réew yu bari yu am yoon buni mel, otel yu nekk ci barab bi dina ñu toppatoo bindu gi (fexel ba laaj).

Q: Although in the end, Krushchev sent in tanks to restore order, he did give way to some economic demands and agreed to appoint the popular Wladyslaw Gomulka as the new prime minister.
A: Donté ci mujjeenteel bi, Krushchev yonné na fa ay tank ngir indi jam, bayyi wonna ay laajté ci komkom té nangu tabb Wladyshaw Gomulka bu siiw bi ni njiitu jëwriñ bu béés.

Q: Check with the institution, as well as the immigration department for the country you wish to study in for detailed requirements.
A: Xolal ak kureel bi, itam departemaa bu yore wàllum tukki ci dëkk bi nga bëgë jànge ngir ay laaj yu leer.

Q: The walls and roofs of ice caves can collapse and cracks can get closed.
A: Miir yi ak mbaari xeeri galaas yi mën nañu daanu te seen xar-xar mën naa tëju.

Q: Mr Costello said that when nuclear power generation becomes economically viable, Australia should pursue its use.
A: Sëñ Costelloo wax na ni su defar puwaar nikeleyeer nekkee lu baax ci koom-koom bi, Ostaraali war na wey diko jëfandikoo.

Q: Ring also settled a lawsuit with competing security company, the ADT Corporation.
A:"," Ring also settled a lawsuit with competing security company, the ADT Corporation.", Ring lijjanti na jàppante bi amoon ci wàllu yoon ak ADT Corporation bii di seen wujj ci liggéey.,Miir yi ak mbaari xeeri galaas yi mën nañu daanu te seen xar-xar mën naa tëju.,1.7581039130474174,10.966462903820164,22.75,18.5,-0.0703125
