prompt,query,reference,generation_baseline,chrf_baseline,bleu_baseline,metricx_qe_baseline,metricx_baseline,baseline_lang,commet_baseline
"Translate the following sentence from English to Arabic:
Q: ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.
A:","""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.","أضاف قائلاً، ""لدينا الآن فئران تبلغ من العمر 4 أشهر التي كانت تعاني في السابق من مرض السكري، ولكنها لم تعد تعاني منه الآن.","""لدينا الآن فأرًا يبلغ من العمر 4 أشهر غير مصابًا بالسكري كان مصابًا بالسكري سابقًا""، كما أضاف.",34.177356316668636,18.648506175084748,4.9375,7.53125,arb_Arab,0.79296875
"Translate the following sentence from English to Arabic:
Q: Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.
A:","Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.",نبه الدكتور إيهود أور -أستاذ الطب في جامعة دالهوزي في هاليفاكس، نوفا سكوتيا ورئيس الشعبة الطبية والعلمية في الجمعية الكندية للسكري- إلى أن البحث لا يزال في أيامه الأولى.,دكتور إهدو أور، أستاذ الطب في جامعة دال豪س في هاليفاكس، نوفا سكوشا، ورئيس قسم الطب السريري والعلمي لجمعية السكري في كندا، حذر من أن البحث لا يزال في مراحله الأولى.,51.558620682196164,31.442364534222932,1.65625,3.3125,arb_Arab,0.84765625
"Translate the following sentence from English to Arabic:
Q: Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.
A:","Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.",مثل باقي الخبراء الآخرين، فهو متشكك فيما إذا كان يمكن علاج السكري، مع ملاحظة أن هذه النتائج ليس لها علاقة بالناس الذي لديهم السكري من النوع الأول سابقاً.,مثل بعض الخبراء الآخرين، يشك في قدرة السكري على الشفاء، ويلاحظ أن هذه النتائج لا تهم الأشخاص الذين يعانون من السكري من النوع الأول.,41.96065554688158,32.1394514318302,4.34375,5.03125,arb_Arab,0.76171875
"Translate the following sentence from English to Arabic:
Q: On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.
A:","On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.",في يوم الإثنين ، أعلنت سارة دانيوس -السكرتيرة الدائمة للجنة نوبل للأدب في الأكاديمية السويدية- على الملأ خلال برنامج إذاعي على راديو السويد في السويد، أن اللجنة -التي لم تتمكن من الوصول مباشرة إلى بوب ديلان بشأن الفوز بجائزة نوبل في الأدب لعام 2016- قد تخلت عن جهودها للوصول إليه.,على Monday، سارة دانيوس، رئيسة دائرة لجان نوبل للآداب في الأكاديمية السويدية، أعلنت بشكل علني خلال برنامج إذاعي على سيريجيس راديو في السويد، لجنة، غير قادرة على الوصول إلى بوب دايلن عن الفوز بالجائزة النوبل في الآداب لعام 2016، قد أبانت جهود,41.07282511228833,23.942598900154202,11.875,14.0625,arb_Arab,0.1767578125
"Translate the following sentence from English to Arabic:
Q: Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""
A:","Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""","قال دانيوس ""لن نقوم الآن بفعل أي شيء. لقد قمت بالاتصال وإرسال رسائل بريد إلكتروني إلى أقرب المتعاونين معه وحصلت على ردود لطيفة جداً. هذا يكفي في الوقت الحالي بالطبع"".","دانيوس قال: ""نحن الآن نفعل شيئًا. لقد اتصلت وقلت برسائل إلى أقرب متعاون له وحصلت على ردود ودية. الآن، هذا بالتأكيد كافٍ.""",29.970123063828435,11.43077713744606,6.46875,8.25,arb_Arab,0.78125
"Translate the following sentence from English to Arabic:
Q: Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.
A:","Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.",في السابق، لاحظ جيمي سيمينوف، الرئيس التنفيذي لشركة Ring، أن الشركة بدأت عندما لم يكن جرس بابه مسموعاً من متجره في مرآب منزله.,Q: في السابق، قال رئيس شركة رينغ، جيمى سيمينوف، أن الشركة بدأت عندما لم يكن صوت الكاميرا الصوتية قابلًا للسماع من ملابساته في مطبخه.,43.63601015614355,24.278715484746577,15.8125,16.0,arb_Arab,0.11572265625
"Translate the following sentence from English to Arabic:
Q: He built a WiFi door bell, he said.
A:","He built a WiFi door bell, he said.",قال إنه صنع جرس باب يعمل بتقنية واي فاي.,"He built a WiFi doorbell, he said.",1.6761873533066407,2.812739937159535,25.0,24.125,eng_Latn,1.0078125
"Translate the following sentence from English to Arabic:
Q: Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.
A:",Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,قال سيمينوف إن المبيعات ارتفعت بعد ظهوره في عام 2013 في حلقة شارك تانك، حيث رفضت لجنة العرض تمويل الشركة البادئة.,Siminoff قال أن المبيعات زادت بعد ظهوره في حلقة من برنامج Shark Tank في عام 2013 حيث رفض فريق البرنامج التمويل للشركة الناشئة.,42.226710034722174,18.49594247644919,3.921875,4.625,arb_Arab,0.89453125
"Translate the following sentence from English to Arabic:
Q: In late 2017, Siminoff appeared on shopping television channel QVC.
A:","In late 2017, Siminoff appeared on shopping television channel QVC.","في أواخر عام 2017، ظهر ""سيمينوف"" على قناة التسوق التلفزيونية كيو في سي.",في نهاية عام 2017، ظهر سيمينوف على قناة QVC للتسوق.,39.22812798493321,17.558790715419605,1.671875,2.046875,arb_Arab,0.98828125
"Translate the following sentence from English to Arabic:
Q: Ring also settled a lawsuit with competing security company, the ADT Corporation.
A:","Ring also settled a lawsuit with competing security company, the ADT Corporation.",كما قامت رينج بتسوية دعوى قضائية مع شركة الأمن المنافسة، شركة ADT.,Ring أيضًا حلّت قضية مع شركة أمنية منافسة، شركة ADT.,38.83271640700616,16.59980300553084,3.90625,5.15625,arb_Arab,0.890625
