prompt,query,reference,generation_baseline,chrf_baseline,bleu_baseline,metricx_qe_baseline,metricx_baseline
"Translate the following sentence from English to Russian:
Q: ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.
A:","""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.","""Теперь у нас есть четырёхмесячные мыши, у которых больше нет диабета"", — добавил он.","""Мы теперь имеем 4-месячных мышей, которые не диабетики, которые были диабетиками,"" он добавил.",30.441598588525288,4.265552167438487,8.1875,7.21875
"Translate the following sentence from English to Russian:
Q: Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.
A:","Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.","Согласно предупреждению доктора Эхуда Ура (Ehud Ur), профессора медицины в Университете Дэлхаузи в Галифаксе (Новая Шотландия) и председателя клинико-научного отдела Канадской диабетической ассоциации, исследования все еще находятся на начальной стадии.","Dr. Ehud Ur, профессор медицины в Далхаузи-юниверситете в Халифаксе, Новая Шотландия и председатель клинической и научной части Канадской ассоциации диабета предупредил, что исследование еще в ранних стадиях.",44.374632324439744,8.427529251715583,2.375,3.359375
"Translate the following sentence from English to Russian:
Q: Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.
A:","Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.","Как и некоторые другие эксперты, он сомневается, что диабет излечим, отмечая, что эти открытия не относятся к людям, у которых уже развился диабет 1 типа.","Как и некоторые другие эксперты, он скептичен по поводу того, может ли диабет быть излечен, отметив, что эти данные не имеют отношения к людям, которые уже имеют тип 1 диабет.",48.872125076818854,25.76254437408645,4.28125,5.40625
"Translate the following sentence from English to Russian:
Q: On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.
A:","On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.","В понедельник Сара Даниус, постоянный секретарь Нобелевского комитета по литературе при Шведской Академии, публично заявила во время передачи на шведской радиостанции Sveriges о том, что комитет, которому не удалось связаться с Бобом Диланом напрямую и сообщить ему, что он выиграл Нобелевскую премию по литературе за 2016 год, прекращает попытки выйти с ним на связь.","На радио Sveriges Radio в Швеции 1 октября 2016 года постоянный секретарь Нобелевского комитета по литературе Шведской академии Сара Даниус объявила, что комитет, не в состоянии связаться с Бобом Диланом напрямую о его победе в 2016 году Нобелевской премии по литературе, отказался от своих попыток связаться с",47.444491445059626,31.225499565634554,4.375,8.0625
"Translate the following sentence from English to Russian:
Q: Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""
A:","Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""","Даниус заявил: ""Сейчас мы ничего не делаем. Я звонил и отправлял электронные письма его ближайшему сотруднику и получал очень дружелюбные ответы. На данный момент этого, конечно, достаточно"".","Danius сказал, что ""Сейчас мы ничего не делаем. Я звонил и отправил электронные письма его ближайшему сотруднику и получил очень дружественные ответы. Для этого, по крайней мере, достаточно.""",66.81978450463487,52.16204747255014,5.8125,8.3125
"Translate the following sentence from English to Russian:
Q: Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.
A:","Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.","Ранее генеральный директор Ring Джейми Симинофф отметил, что эта компания началась с того, что он не слышал дверного звонка в мастерской своего гаража.","Прежде чем Ring начал, его CEO, Джейми Симинофф, сказал, что его дверной звонок не слышен в его гараже.",29.910322295954543,14.72977626505612,11.9375,12.1875
"Translate the following sentence from English to Russian:
Q: He built a WiFi door bell, he said.
A:","He built a WiFi door bell, he said.","Он сказал, что создал дверной звонок, работающий от WiFi.","Он построил WiFi дверной бель, он сказал.",28.936000497785557,6.637936228852375,10.5,11.25
"Translate the following sentence from English to Russian:
Q: Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.
A:",Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,"Симинофф сказал, что продажи выросли после его появления в выпуске шоу ""Shark Tank"" в 2013 году, где члены жюри отказались финансировать его стартап.",Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,7.500764560695697,1.7322418048007215,25.0,25.0
"Translate the following sentence from English to Russian:
Q: In late 2017, Siminoff appeared on shopping television channel QVC.
A:","In late 2017, Siminoff appeared on shopping television channel QVC.",В конце 2017 года Симинофф появился на торговом телеканале QVC.,В конце 2017 года Симинофф появилась на телеканале QVC.,74.79785985857033,64.9512300244718,2.84375,2.265625
"Translate the following sentence from English to Russian:
Q: Ring also settled a lawsuit with competing security company, the ADT Corporation.
A:","Ring also settled a lawsuit with competing security company, the ADT Corporation.","Кроме того, Ring урегулировала судебный процесс с конкурентами, охранной фирмой ADT Corporation.",Ring также урегулировал спор с конкурентной компанией ADT Corporation.,40.67285970021401,13.954056224049395,1.203125,1.078125
