prompt,query,reference,generation_baseline,chrf_baseline,bleu_baseline,metricx_qe_baseline,metricx_baseline,baseline_lang
"Translate the following sentence from English to Japanese:
Q: ""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.
A:","""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",「我々が飼っている生後4か月のマウスはかつて糖尿病でしたが現在は糖尿病ではない、」と彼は付け加えました。,"""私たちは糖尿病だったが、現在は糖尿病ではない4ヶ月のマウスをもっています"" (Watashi-tachi wa diabetikusa datta ga, genzai wa diabetikusa dewa nai yon-gatsu no mausu wo motte imasu)",17.419923712806,4.851664087334615,5.125,6.75,hun_Latn
"Translate the following sentence from English to Japanese:
Q: Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.
A:","Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.",ノバスコシア州ハリファックスにあるダルハウジー大学医学部教授でカナダ糖尿病協会の臨床・科学部門の責任者を務めるエフード・ウル博士は、この研究はまだ初期段階にあるとして注意を促しました。,ダルハウジー大学の医学部教授で、ナッシュビル州ハリファックスのカナディアン糖尿病協会の臨床科学部門の会長であるエフ・ウル博士は、研究はまだ初期段階にあると警告しました。,40.98412977389238,28.157029415527866,3.40625,4.59375,jpn_Jpan
"Translate the following sentence from English to Japanese:
Q: Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.
A:","Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.",他の専門家たちと同様に、彼は糖尿病を完治できるかどうかについては懐疑的であり、これらの調査結果はすでにI型糖尿病を患っている人々には何の関連性もないことを指摘しています。,他の専門家と同様に、彼は糖尿病が治癒できるかどうかについて疑問視しており、これらの結果が既に1型糖尿病を持っている人々に適用されないことを指摘しています。,42.6315371704995,16.436467552655202,2.65625,3.359375,jpn_Jpan
"Translate the following sentence from English to Japanese:
Q: On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.
A:","On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.",スウェーデンアカデミーのノーベル文学委員会の常任幹事であるサラ・ダニウス氏は月曜日、スウェーデンの公共放送ラジオの番組の中で、同委員会が2016年のノーベル文学賞受賞についてボブ・ディラン氏と直接連絡を取れなかったため、同氏と連絡を取ることを諦めたことを公に発表しました。,月曜日、スウェーデンのノーベル賞文学委員会の常務秘書であるサラ・ダニウスは、スウェーデン放送局のラジオ番組で、ノーベル賞を受賞したボブ・ディランに直接連絡が取れなかったため、ノーベル賞を受賞した2016年のノーベル賞文学賞の委員会,35.37524714849232,25.168791814853773,9.75,13.125,jpn_Jpan
"Translate the following sentence from English to Japanese:
Q: Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""
A:","Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""",ダニアスは「今は何もしていない。彼の親しい協力者に電話をかけたり、メールを送ったりしたが、非常に友好的な返事が返ってきた。今のところは、確かにそれで十分だ。」と語った。,ダニウスは言った。「今、何もしていません。彼の最も近い協力者に電話をかけ、メールを送り、非常に親切な返事を受けました。今のところ、それは十分です。」,28.73027287122284,10.436383585277346,3.9375,3.796875,jpn_Jpan
"Translate the following sentence from English to Japanese:
Q: Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.
A:","Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.",RingのCEOであるジェイミー・スミノフは以前に、玄関の呼び出し音がガレージにある自分店から聞こえなかったことから事業を始めたと述べました。,以前、リングのCEO、ジェイミー・シミノフは、彼のガレージの店で彼のドアベルが聞こえないときに、会社がスタートしたと述べました。,22.39893968790007,12.482322321574143,6.28125,6.65625,jpn_Jpan
"Translate the following sentence from English to Japanese:
Q: He built a WiFi door bell, he said.
A:","He built a WiFi door bell, he said.",彼はWi-Fiで鳴るドアベルを作ったそうです。,彼はWiFiドアベルを作ったと言った。,32.819902152125906,17.05386274756895,3.765625,2.578125,jpn_Jpan
"Translate the following sentence from English to Japanese:
Q: Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.
A:",Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,シミノフ氏は、2013年にシャークタンクのエピソードに出演した後、番組委員会が資金提供を辞退した後に売上が急激に伸びたと述べています。,シミノフ氏は、彼が2013年の「シャークターンク」のエピソードでスタートアップの資金調達を拒否した後、売上が向上したと述べました。,25.607146915779772,22.42487044841579,5.90625,7.25,jpn_Jpan
"Translate the following sentence from English to Japanese:
Q: In late 2017, Siminoff appeared on shopping television channel QVC.
A:","In late 2017, Siminoff appeared on shopping television channel QVC.",2017年後半にシミノフ氏はテレビショッピング「QVC」に出演しました。,2017年後半に、SiminoffはショッピングテレビチャンネルのQVCに出演しました。,39.905955623198786,27.57185986366082,3.375,3.90625,jpn_Jpan
"Translate the following sentence from English to Japanese:
Q: Ring also settled a lawsuit with competing security company, the ADT Corporation.
A:","Ring also settled a lawsuit with competing security company, the ADT Corporation.",Ringはまた、競合するセキュリティ企業であるADTとの訴訟で和解しました。,リングは競合するセキュリティ会社であるADT株式会社との訴訟を解決しました。,36.68955344541368,16.90653646485627,3.203125,3.640625,jpn_Jpan
